,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.3982 ± 0.0183,0.3335 ± 0.0204,0.3335 ± 0.0208,0.3329 ± 0.0209,0.4982 ± 0.0133,0.4054 ± 0.0157,0.3982 ± 0.0183,0.4011 ± 0.0169,0.5035 ± 0.0114,0.4160 ± 0.0189,0.3470 ± 0.0204,0.3468 ± 0.0209,0.3467 ± 0.0207,0.5102 ± 0.0178,0.4203 ± 0.0197,0.4160 ± 0.0189,0.4180 ± 0.0192,0.5176 ± 0.0188
random_forest,0.5000 ± 0.0200,0.3458 ± 0.0522,0.3471 ± 0.0220,0.3165 ± 0.0296,0.5040 ± 0.0208,0.4176 ± 0.0363,0.5000 ± 0.0200,0.4295 ± 0.0228,0.5236 ± 0.0185,0.5101 ± 0.0158,0.3552 ± 0.0445,0.3527 ± 0.0189,0.3201 ± 0.0266,0.5385 ± 0.0181,0.4238 ± 0.0326,0.5101 ± 0.0158,0.4345 ± 0.0218,0.5574 ± 0.0185
extra_trees,0.4821 ± 0.0328,0.3305 ± 0.0486,0.3437 ± 0.0302,0.3210 ± 0.0348,0.5072 ± 0.0193,0.4086 ± 0.0391,0.4821 ± 0.0328,0.4291 ± 0.0326,0.5250 ± 0.0200,0.4958 ± 0.0179,0.3496 ± 0.0285,0.3575 ± 0.0183,0.3384 ± 0.0217,0.5384 ± 0.0186,0.4261 ± 0.0234,0.4958 ± 0.0179,0.4456 ± 0.0199,0.5577 ± 0.0186
xgboost,0.4538 ± 0.0303,0.3342 ± 0.0408,0.3396 ± 0.0311,0.3305 ± 0.0342,0.4970 ± 0.0210,0.4099 ± 0.0326,0.4538 ± 0.0303,0.4254 ± 0.0295,0.5138 ± 0.0209,0.4651 ± 0.0163,0.3527 ± 0.0208,0.3536 ± 0.0161,0.3469 ± 0.0175,0.5272 ± 0.0213,0.4240 ± 0.0164,0.4651 ± 0.0163,0.4383 ± 0.0154,0.5417 ± 0.0227
adaboost,0.5242 ± 0.0119,0.3356 ± 0.0558,0.3526 ± 0.0076,0.3022 ± 0.0144,0.5225 ± 0.0322,0.4130 ± 0.0323,0.5242 ± 0.0119,0.4258 ± 0.0105,0.5372 ± 0.0334,0.5239 ± 0.0147,0.3407 ± 0.0402,0.3534 ± 0.0159,0.3051 ± 0.0209,0.5409 ± 0.0159,0.4163 ± 0.0247,0.5239 ± 0.0147,0.4296 ± 0.0196,0.5525 ± 0.0208
svm,0.5355 ± 0.0109,0.3263 ± 0.0484,0.3458 ± 0.0100,0.2731 ± 0.0168,0.5547 ± 0.0220,0.4115 ± 0.0412,0.5355 ± 0.0109,0.4058 ± 0.0150,0.5699 ± 0.0217,0.5357 ± 0.0096,0.3057 ± 0.0317,0.3449 ± 0.0103,0.2725 ± 0.0180,0.5563 ± 0.0223,0.3958 ± 0.0280,0.5357 ± 0.0096,0.4068 ± 0.0162,0.5700 ± 0.0229
logistic_regression,0.4216 ± 0.0222,0.3756 ± 0.0192,0.3704 ± 0.0197,0.3698 ± 0.0197,0.5500 ± 0.0171,0.4529 ± 0.0196,0.4216 ± 0.0222,0.4343 ± 0.0204,0.5654 ± 0.0196,0.4385 ± 0.0198,0.3957 ± 0.0138,0.3981 ± 0.0136,0.3931 ± 0.0144,0.5554 ± 0.0112,0.4659 ± 0.0165,0.4385 ± 0.0198,0.4490 ± 0.0187,0.5641 ± 0.0141
knn,0.4832 ± 0.0153,0.3660 ± 0.0334,0.3519 ± 0.0154,0.3341 ± 0.0192,0.5244 ± 0.0260,0.4330 ± 0.0301,0.4832 ± 0.0153,0.4328 ± 0.0179,0.5353 ± 0.0270,0.4851 ± 0.0129,0.3582 ± 0.0271,0.3518 ± 0.0172,0.3335 ± 0.0221,0.5347 ± 0.0173,0.4270 ± 0.0200,0.4851 ± 0.0129,0.4335 ± 0.0159,0.5465 ± 0.0169
gaussian_nb,0.3919 ± 0.0804,0.3931 ± 0.0652,0.3675 ± 0.0302,0.3075 ± 0.0683,0.5483 ± 0.0300,0.4704 ± 0.0740,0.3919 ± 0.0804,0.3539 ± 0.1101,0.5642 ± 0.0284,0.3929 ± 0.0771,0.3729 ± 0.0276,0.3631 ± 0.0258,0.3239 ± 0.0555,0.5428 ± 0.0127,0.4477 ± 0.0241,0.3929 ± 0.0771,0.3745 ± 0.0882,0.5598 ± 0.0115
