,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4007 ± 0.0317,0.3410 ± 0.0301,0.3422 ± 0.0309,0.3407 ± 0.0308,0.5036 ± 0.0239,0.4070 ± 0.0278,0.4007 ± 0.0317,0.4032 ± 0.0300,0.5043 ± 0.0261,0.4116 ± 0.0187,0.3483 ± 0.0218,0.3483 ± 0.0219,0.3479 ± 0.0217,0.5120 ± 0.0165,0.4184 ± 0.0204,0.4116 ± 0.0187,0.4146 ± 0.0193,0.5165 ± 0.0168
random_forest,0.5004 ± 0.0155,0.3357 ± 0.0391,0.3412 ± 0.0143,0.3030 ± 0.0188,0.5178 ± 0.0250,0.4059 ± 0.0272,0.5004 ± 0.0155,0.4193 ± 0.0157,0.5325 ± 0.0238,0.5118 ± 0.0146,0.3386 ± 0.0344,0.3461 ± 0.0136,0.3040 ± 0.0170,0.5381 ± 0.0242,0.4124 ± 0.0263,0.5118 ± 0.0146,0.4246 ± 0.0161,0.5512 ± 0.0251
extra_trees,0.4773 ± 0.0195,0.3264 ± 0.0374,0.3350 ± 0.0189,0.3087 ± 0.0233,0.5121 ± 0.0159,0.3985 ± 0.0265,0.4773 ± 0.0195,0.4167 ± 0.0189,0.5244 ± 0.0141,0.4984 ± 0.0132,0.3499 ± 0.0189,0.3544 ± 0.0113,0.3305 ± 0.0140,0.5446 ± 0.0225,0.4222 ± 0.0149,0.4984 ± 0.0132,0.4396 ± 0.0133,0.5568 ± 0.0227
xgboost,0.4579 ± 0.0201,0.3519 ± 0.0193,0.3500 ± 0.0160,0.3437 ± 0.0170,0.5063 ± 0.0157,0.4186 ± 0.0151,0.4579 ± 0.0201,0.4312 ± 0.0160,0.5140 ± 0.0148,0.4748 ± 0.0190,0.3608 ± 0.0230,0.3598 ± 0.0188,0.3523 ± 0.0203,0.5312 ± 0.0269,0.4304 ± 0.0205,0.4748 ± 0.0190,0.4449 ± 0.0196,0.5421 ± 0.0299
adaboost,0.5183 ± 0.0243,0.3061 ± 0.0671,0.3445 ± 0.0216,0.2907 ± 0.0284,0.5339 ± 0.0177,0.3933 ± 0.0524,0.5183 ± 0.0243,0.4167 ± 0.0258,0.5406 ± 0.0202,0.5248 ± 0.0111,0.3459 ± 0.0488,0.3532 ± 0.0130,0.3059 ± 0.0205,0.5409 ± 0.0332,0.4206 ± 0.0326,0.5248 ± 0.0111,0.4299 ± 0.0168,0.5513 ± 0.0329
svm,0.5322 ± 0.0101,0.3114 ± 0.1087,0.3389 ± 0.0089,0.2567 ± 0.0176,0.5365 ± 0.0232,0.3981 ± 0.0915,0.5322 ± 0.0101,0.3920 ± 0.0153,0.5468 ± 0.0243,0.5349 ± 0.0057,0.2992 ± 0.0411,0.3400 ± 0.0085,0.2583 ± 0.0187,0.5536 ± 0.0219,0.3890 ± 0.0355,0.5349 ± 0.0057,0.3948 ± 0.0162,0.5633 ± 0.0192
logistic_regression,0.3989 ± 0.0269,0.3707 ± 0.0268,0.3688 ± 0.0266,0.3623 ± 0.0247,0.5322 ± 0.0195,0.4414 ± 0.0290,0.3989 ± 0.0269,0.4130 ± 0.0269,0.5410 ± 0.0209,0.4011 ± 0.0231,0.3693 ± 0.0205,0.3696 ± 0.0216,0.3640 ± 0.0214,0.5329 ± 0.0209,0.4393 ± 0.0219,0.4011 ± 0.0231,0.4149 ± 0.0229,0.5413 ± 0.0208
knn,0.4623 ± 0.0187,0.3264 ± 0.0278,0.3330 ± 0.0175,0.3119 ± 0.0207,0.5161 ± 0.0246,0.3987 ± 0.0213,0.4623 ± 0.0187,0.4114 ± 0.0158,0.5275 ± 0.0251,0.4824 ± 0.0111,0.3588 ± 0.0173,0.3540 ± 0.0105,0.3368 ± 0.0136,0.5351 ± 0.0122,0.4260 ± 0.0147,0.4824 ± 0.0111,0.4337 ± 0.0123,0.5445 ± 0.0119
gaussian_nb,0.3216 ± 0.0907,0.3953 ± 0.0427,0.3564 ± 0.0300,0.2770 ± 0.0768,0.5342 ± 0.0285,0.4753 ± 0.0597,0.3216 ± 0.0907,0.2984 ± 0.1157,0.5462 ± 0.0279,0.3322 ± 0.0768,0.3758 ± 0.0273,0.3558 ± 0.0231,0.2986 ± 0.0620,0.5346 ± 0.0188,0.4512 ± 0.0243,0.3322 ± 0.0768,0.3271 ± 0.0936,0.5486 ± 0.0182
