,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5033 ± 0.0246,0.4236 ± 0.0279,0.4232 ± 0.0265,0.4221 ± 0.0278,0.5628 ± 0.0159,0.4996 ± 0.0210,0.5033 ± 0.0246,0.5003 ± 0.0231,0.5783 ± 0.0138,0.4958 ± 0.0215,0.4217 ± 0.0222,0.4216 ± 0.0224,0.4214 ± 0.0223,0.5589 ± 0.0211,0.4969 ± 0.0202,0.4958 ± 0.0215,0.4961 ± 0.0207,0.5717 ± 0.0224
random_forest,0.5692 ± 0.0254,0.4450 ± 0.0462,0.4463 ± 0.0276,0.4301 ± 0.0305,0.6984 ± 0.0216,0.5236 ± 0.0342,0.5692 ± 0.0254,0.5358 ± 0.0258,0.7204 ± 0.0232,0.5574 ± 0.0133,0.4479 ± 0.0273,0.4392 ± 0.0160,0.4289 ± 0.0186,0.6869 ± 0.0136,0.5190 ± 0.0191,0.5574 ± 0.0133,0.5283 ± 0.0146,0.7059 ± 0.0121
extra_trees,0.5582 ± 0.0227,0.4470 ± 0.0494,0.4449 ± 0.0279,0.4343 ± 0.0323,0.6878 ± 0.0247,0.5246 ± 0.0325,0.5582 ± 0.0227,0.5337 ± 0.0238,0.7084 ± 0.0232,0.5492 ± 0.0163,0.4438 ± 0.0194,0.4402 ± 0.0168,0.4315 ± 0.0153,0.6846 ± 0.0127,0.5195 ± 0.0168,0.5492 ± 0.0163,0.5275 ± 0.0158,0.7008 ± 0.0136
xgboost,0.5293 ± 0.0310,0.4244 ± 0.0329,0.4226 ± 0.0275,0.4179 ± 0.0285,0.6495 ± 0.0262,0.4996 ± 0.0296,0.5293 ± 0.0310,0.5101 ± 0.0288,0.6676 ± 0.0269,0.5230 ± 0.0168,0.4201 ± 0.0180,0.4196 ± 0.0167,0.4171 ± 0.0168,0.6487 ± 0.0149,0.4989 ± 0.0162,0.5230 ± 0.0168,0.5087 ± 0.0160,0.6658 ± 0.0158
adaboost,0.5718 ± 0.0243,0.4786 ± 0.0455,0.4599 ± 0.0284,0.4491 ± 0.0312,0.6947 ± 0.0223,0.5449 ± 0.0310,0.5718 ± 0.0243,0.5455 ± 0.0223,0.7141 ± 0.0208,0.5558 ± 0.0169,0.4559 ± 0.0257,0.4503 ± 0.0191,0.4450 ± 0.0213,0.6899 ± 0.0145,0.5303 ± 0.0185,0.5558 ± 0.0169,0.5378 ± 0.0165,0.7083 ± 0.0119
svm,0.5864 ± 0.0246,0.4310 ± 0.0925,0.4535 ± 0.0244,0.4138 ± 0.0233,0.7058 ± 0.0195,0.5164 ± 0.0562,0.5864 ± 0.0246,0.5326 ± 0.0215,0.7258 ± 0.0201,0.5722 ± 0.0141,0.3859 ± 0.0534,0.4407 ± 0.0132,0.3996 ± 0.0149,0.6971 ± 0.0098,0.4876 ± 0.0332,0.5722 ± 0.0141,0.5197 ± 0.0143,0.7152 ± 0.0110
logistic_regression,0.5179 ± 0.0214,0.4447 ± 0.0230,0.4466 ± 0.0230,0.4443 ± 0.0227,0.6143 ± 0.0196,0.5231 ± 0.0213,0.5179 ± 0.0214,0.5195 ± 0.0206,0.6406 ± 0.0187,0.5101 ± 0.0158,0.4417 ± 0.0172,0.4419 ± 0.0186,0.4404 ± 0.0180,0.6061 ± 0.0148,0.5280 ± 0.0143,0.5101 ± 0.0158,0.5179 ± 0.0150,0.6375 ± 0.0133
knn,0.5410 ± 0.0174,0.4330 ± 0.0257,0.4165 ± 0.0221,0.4106 ± 0.0243,0.6512 ± 0.0279,0.5030 ± 0.0192,0.5410 ± 0.0174,0.5074 ± 0.0191,0.6798 ± 0.0252,0.5495 ± 0.0122,0.4507 ± 0.0151,0.4323 ± 0.0110,0.4277 ± 0.0134,0.6557 ± 0.0117,0.5157 ± 0.0135,0.5495 ± 0.0122,0.5184 ± 0.0128,0.6797 ± 0.0114
gaussian_nb,0.5535 ± 0.0130,0.4834 ± 0.0381,0.4726 ± 0.0272,0.4515 ± 0.0214,0.7137 ± 0.0159,0.5656 ± 0.0351,0.5535 ± 0.0130,0.5393 ± 0.0156,0.7262 ± 0.0158,0.5404 ± 0.0200,0.4706 ± 0.0203,0.4689 ± 0.0173,0.4479 ± 0.0254,0.6940 ± 0.0093,0.5517 ± 0.0169,0.5404 ± 0.0200,0.5301 ± 0.0233,0.7077 ± 0.0069
