,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5026 ± 0.0264,0.4134 ± 0.0349,0.4109 ± 0.0311,0.4103 ± 0.0326,0.5245 ± 0.0227,0.4858 ± 0.0244,0.5026 ± 0.0264,0.4922 ± 0.0242,0.5457 ± 0.0168,0.5039 ± 0.0167,0.4160 ± 0.0212,0.4148 ± 0.0196,0.4146 ± 0.0205,0.5235 ± 0.0195,0.4932 ± 0.0184,0.5039 ± 0.0167,0.4977 ± 0.0174,0.5463 ± 0.0181
random_forest,0.5341 ± 0.0211,0.4260 ± 0.0262,0.4242 ± 0.0204,0.4158 ± 0.0240,0.6386 ± 0.0229,0.5003 ± 0.0196,0.5341 ± 0.0211,0.5106 ± 0.0181,0.6646 ± 0.0199,0.5357 ± 0.0199,0.4248 ± 0.0243,0.4248 ± 0.0207,0.4176 ± 0.0214,0.6373 ± 0.0159,0.5015 ± 0.0203,0.5357 ± 0.0199,0.5134 ± 0.0192,0.6622 ± 0.0144
extra_trees,0.5421 ± 0.0201,0.4418 ± 0.0315,0.4331 ± 0.0247,0.4290 ± 0.0279,0.6558 ± 0.0199,0.5119 ± 0.0243,0.5421 ± 0.0201,0.5208 ± 0.0217,0.6757 ± 0.0172,0.5374 ± 0.0171,0.4357 ± 0.0226,0.4304 ± 0.0185,0.4270 ± 0.0198,0.6552 ± 0.0140,0.5082 ± 0.0180,0.5374 ± 0.0171,0.5184 ± 0.0169,0.6742 ± 0.0122
xgboost,0.5267 ± 0.0167,0.4119 ± 0.0103,0.4119 ± 0.0113,0.4058 ± 0.0138,0.6050 ± 0.0173,0.4902 ± 0.0126,0.5267 ± 0.0167,0.5030 ± 0.0132,0.6345 ± 0.0124,0.5242 ± 0.0188,0.4157 ± 0.0228,0.4141 ± 0.0199,0.4108 ± 0.0206,0.6012 ± 0.0247,0.4931 ± 0.0186,0.5242 ± 0.0188,0.5051 ± 0.0182,0.6308 ± 0.0221
adaboost,0.5641 ± 0.0231,0.4078 ± 0.0653,0.4288 ± 0.0178,0.3970 ± 0.0165,0.6656 ± 0.0118,0.4918 ± 0.0377,0.5641 ± 0.0231,0.5126 ± 0.0166,0.6902 ± 0.0141,0.5711 ± 0.0147,0.4136 ± 0.0375,0.4339 ± 0.0134,0.4025 ± 0.0153,0.6603 ± 0.0177,0.4968 ± 0.0212,0.5711 ± 0.0147,0.5185 ± 0.0137,0.6845 ± 0.0176
svm,0.5890 ± 0.0214,0.4408 ± 0.0769,0.4456 ± 0.0232,0.4094 ± 0.0286,0.6701 ± 0.0208,0.5133 ± 0.0500,0.5890 ± 0.0214,0.5266 ± 0.0247,0.6893 ± 0.0217,0.5785 ± 0.0155,0.4322 ± 0.0608,0.4321 ± 0.0180,0.3962 ± 0.0181,0.6602 ± 0.0161,0.5047 ± 0.0377,0.5785 ± 0.0155,0.5161 ± 0.0172,0.6784 ± 0.0171
logistic_regression,0.5231 ± 0.0314,0.4417 ± 0.0325,0.4409 ± 0.0319,0.4394 ± 0.0322,0.6584 ± 0.0245,0.5275 ± 0.0335,0.5231 ± 0.0314,0.5239 ± 0.0320,0.6845 ± 0.0268,0.5137 ± 0.0143,0.4385 ± 0.0135,0.4365 ± 0.0146,0.4362 ± 0.0145,0.6492 ± 0.0134,0.5247 ± 0.0118,0.5137 ± 0.0143,0.5183 ± 0.0130,0.6761 ± 0.0155
knn,0.5355 ± 0.0138,0.4375 ± 0.0255,0.4233 ± 0.0222,0.4163 ± 0.0236,0.6440 ± 0.0161,0.5016 ± 0.0179,0.5355 ± 0.0138,0.5044 ± 0.0140,0.6653 ± 0.0139,0.5283 ± 0.0114,0.4312 ± 0.0204,0.4186 ± 0.0182,0.4139 ± 0.0201,0.6330 ± 0.0228,0.4986 ± 0.0181,0.5283 ± 0.0114,0.5023 ± 0.0152,0.6544 ± 0.0218
gaussian_nb,0.5469 ± 0.0260,0.4546 ± 0.0229,0.4420 ± 0.0227,0.4330 ± 0.0236,0.6800 ± 0.0249,0.5277 ± 0.0208,0.5469 ± 0.0260,0.5238 ± 0.0243,0.6982 ± 0.0248,0.5341 ± 0.0110,0.4516 ± 0.0176,0.4379 ± 0.0133,0.4308 ± 0.0093,0.6622 ± 0.0143,0.5226 ± 0.0184,0.5341 ± 0.0110,0.5161 ± 0.0076,0.6810 ± 0.0144
