,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4777 ± 0.0210,0.4008 ± 0.0242,0.4013 ± 0.0248,0.4001 ± 0.0246,0.5598 ± 0.0182,0.4800 ± 0.0226,0.4777 ± 0.0210,0.4779 ± 0.0206,0.5775 ± 0.0188,0.4925 ± 0.0176,0.4227 ± 0.0168,0.4233 ± 0.0169,0.4227 ± 0.0170,0.5749 ± 0.0126,0.4976 ± 0.0150,0.4925 ± 0.0176,0.4948 ± 0.0162,0.5898 ± 0.0128
random_forest,0.5864 ± 0.0269,0.4731 ± 0.0622,0.4559 ± 0.0274,0.4328 ± 0.0318,0.7237 ± 0.0142,0.5382 ± 0.0428,0.5864 ± 0.0269,0.5416 ± 0.0275,0.7413 ± 0.0174,0.5781 ± 0.0155,0.4546 ± 0.0292,0.4445 ± 0.0167,0.4249 ± 0.0189,0.7165 ± 0.0068,0.5226 ± 0.0220,0.5781 ± 0.0155,0.5329 ± 0.0172,0.7327 ± 0.0078
extra_trees,0.5806 ± 0.0168,0.4506 ± 0.0494,0.4571 ± 0.0195,0.4337 ± 0.0248,0.7138 ± 0.0207,0.5283 ± 0.0299,0.5806 ± 0.0168,0.5410 ± 0.0160,0.7344 ± 0.0213,0.5785 ± 0.0151,0.4446 ± 0.0208,0.4538 ± 0.0155,0.4318 ± 0.0154,0.7131 ± 0.0117,0.5263 ± 0.0158,0.5785 ± 0.0151,0.5409 ± 0.0144,0.7307 ± 0.0124
xgboost,0.5590 ± 0.0301,0.4514 ± 0.0362,0.4492 ± 0.0269,0.4431 ± 0.0273,0.7069 ± 0.0192,0.5259 ± 0.0286,0.5590 ± 0.0301,0.5372 ± 0.0264,0.7184 ± 0.0212,0.5568 ± 0.0178,0.4608 ± 0.0234,0.4538 ± 0.0203,0.4530 ± 0.0219,0.7090 ± 0.0146,0.5301 ± 0.0195,0.5568 ± 0.0178,0.5399 ± 0.0187,0.7191 ± 0.0155
adaboost,0.5652 ± 0.0225,0.4752 ± 0.0372,0.4554 ± 0.0226,0.4551 ± 0.0261,0.6999 ± 0.0110,0.5368 ± 0.0247,0.5652 ± 0.0225,0.5434 ± 0.0204,0.7158 ± 0.0141,0.5566 ± 0.0117,0.4620 ± 0.0214,0.4502 ± 0.0172,0.4488 ± 0.0193,0.6888 ± 0.0165,0.5284 ± 0.0152,0.5566 ± 0.0117,0.5371 ± 0.0133,0.7016 ± 0.0159
svm,0.5963 ± 0.0207,0.4443 ± 0.0673,0.4643 ± 0.0184,0.4270 ± 0.0174,0.7230 ± 0.0182,0.5252 ± 0.0365,0.5963 ± 0.0207,0.5423 ± 0.0176,0.7399 ± 0.0193,0.5879 ± 0.0146,0.4488 ± 0.0394,0.4566 ± 0.0167,0.4233 ± 0.0200,0.7176 ± 0.0112,0.5243 ± 0.0268,0.5879 ± 0.0146,0.5367 ± 0.0172,0.7313 ± 0.0119
logistic_regression,0.5597 ± 0.0218,0.4964 ± 0.0284,0.4986 ± 0.0288,0.4957 ± 0.0279,0.6634 ± 0.0160,0.5677 ± 0.0249,0.5597 ± 0.0218,0.5623 ± 0.0224,0.6794 ± 0.0198,0.5371 ± 0.0153,0.4754 ± 0.0152,0.4777 ± 0.0162,0.4756 ± 0.0157,0.6525 ± 0.0178,0.5504 ± 0.0147,0.5371 ± 0.0153,0.5429 ± 0.0149,0.6678 ± 0.0175
knn,0.5487 ± 0.0183,0.4442 ± 0.0311,0.4163 ± 0.0250,0.4063 ± 0.0289,0.6531 ± 0.0212,0.5090 ± 0.0260,0.5487 ± 0.0183,0.5047 ± 0.0219,0.6792 ± 0.0212,0.5420 ± 0.0136,0.4348 ± 0.0209,0.4099 ± 0.0123,0.3988 ± 0.0163,0.6536 ± 0.0092,0.5014 ± 0.0190,0.5420 ± 0.0136,0.4979 ± 0.0164,0.6755 ± 0.0100
gaussian_nb,0.5381 ± 0.0348,0.4769 ± 0.0453,0.4607 ± 0.0401,0.4439 ± 0.0365,0.6902 ± 0.0223,0.5601 ± 0.0382,0.5381 ± 0.0348,0.5302 ± 0.0314,0.7091 ± 0.0206,0.5236 ± 0.0131,0.4586 ± 0.0171,0.4537 ± 0.0164,0.4360 ± 0.0209,0.6734 ± 0.0090,0.5451 ± 0.0150,0.5236 ± 0.0131,0.5198 ± 0.0163,0.6923 ± 0.0091
