,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4967 ± 0.0248,0.4128 ± 0.0274,0.4111 ± 0.0254,0.4102 ± 0.0268,0.5200 ± 0.0259,0.4848 ± 0.0243,0.4967 ± 0.0248,0.4891 ± 0.0245,0.5396 ± 0.0253,0.4972 ± 0.0175,0.4143 ± 0.0182,0.4129 ± 0.0179,0.4128 ± 0.0180,0.5229 ± 0.0175,0.4904 ± 0.0172,0.4972 ± 0.0175,0.4931 ± 0.0170,0.5454 ± 0.0193
random_forest,0.5443 ± 0.0216,0.4336 ± 0.0301,0.4312 ± 0.0215,0.4199 ± 0.0256,0.6315 ± 0.0254,0.5041 ± 0.0235,0.5443 ± 0.0216,0.5154 ± 0.0203,0.6549 ± 0.0252,0.5219 ± 0.0210,0.4064 ± 0.0224,0.4126 ± 0.0196,0.4036 ± 0.0215,0.6166 ± 0.0246,0.4872 ± 0.0223,0.5219 ± 0.0210,0.5002 ± 0.0215,0.6420 ± 0.0240
extra_trees,0.5443 ± 0.0208,0.4451 ± 0.0404,0.4365 ± 0.0258,0.4292 ± 0.0304,0.6507 ± 0.0256,0.5126 ± 0.0264,0.5443 ± 0.0208,0.5205 ± 0.0210,0.6698 ± 0.0272,0.5286 ± 0.0203,0.4181 ± 0.0276,0.4203 ± 0.0227,0.4131 ± 0.0249,0.6356 ± 0.0198,0.4958 ± 0.0235,0.5286 ± 0.0203,0.5078 ± 0.0217,0.6551 ± 0.0199
xgboost,0.5374 ± 0.0190,0.4396 ± 0.0178,0.4283 ± 0.0140,0.4261 ± 0.0146,0.6082 ± 0.0235,0.5043 ± 0.0167,0.5374 ± 0.0190,0.5138 ± 0.0168,0.6260 ± 0.0222,0.5266 ± 0.0189,0.4189 ± 0.0237,0.4156 ± 0.0203,0.4122 ± 0.0219,0.6003 ± 0.0221,0.4923 ± 0.0208,0.5266 ± 0.0189,0.5048 ± 0.0199,0.6241 ± 0.0212
adaboost,0.5505 ± 0.0162,0.4313 ± 0.0884,0.4057 ± 0.0125,0.3811 ± 0.0174,0.6553 ± 0.0167,0.4929 ± 0.0481,0.5505 ± 0.0162,0.4940 ± 0.0142,0.6775 ± 0.0173,0.5461 ± 0.0179,0.3966 ± 0.0412,0.4056 ± 0.0195,0.3860 ± 0.0265,0.6401 ± 0.0240,0.4763 ± 0.0290,0.5461 ± 0.0179,0.4973 ± 0.0212,0.6646 ± 0.0197
svm,0.5670 ± 0.0204,0.4128 ± 0.1185,0.4193 ± 0.0140,0.3818 ± 0.0154,0.6665 ± 0.0240,0.4850 ± 0.0689,0.5670 ± 0.0204,0.4995 ± 0.0160,0.6849 ± 0.0243,0.5643 ± 0.0108,0.3918 ± 0.0541,0.4132 ± 0.0132,0.3764 ± 0.0137,0.6568 ± 0.0171,0.4729 ± 0.0305,0.5643 ± 0.0108,0.4968 ± 0.0136,0.6751 ± 0.0174
logistic_regression,0.5172 ± 0.0231,0.4355 ± 0.0249,0.4319 ± 0.0260,0.4310 ± 0.0245,0.6242 ± 0.0211,0.5222 ± 0.0259,0.5172 ± 0.0231,0.5176 ± 0.0232,0.6520 ± 0.0256,0.4995 ± 0.0146,0.4258 ± 0.0173,0.4239 ± 0.0182,0.4234 ± 0.0175,0.6041 ± 0.0189,0.5121 ± 0.0153,0.4995 ± 0.0146,0.5048 ± 0.0146,0.6335 ± 0.0188
knn,0.5300 ± 0.0242,0.4266 ± 0.0385,0.3983 ± 0.0226,0.3825 ± 0.0236,0.5931 ± 0.0239,0.4852 ± 0.0333,0.5300 ± 0.0242,0.4781 ± 0.0218,0.6133 ± 0.0289,0.5119 ± 0.0103,0.3864 ± 0.0261,0.3780 ± 0.0123,0.3566 ± 0.0168,0.5973 ± 0.0318,0.4546 ± 0.0223,0.5119 ± 0.0103,0.4570 ± 0.0144,0.6170 ± 0.0321
gaussian_nb,0.5608 ± 0.0163,0.4444 ± 0.0172,0.4440 ± 0.0130,0.4372 ± 0.0149,0.6726 ± 0.0246,0.5215 ± 0.0151,0.5608 ± 0.0163,0.5351 ± 0.0140,0.6939 ± 0.0237,0.5489 ± 0.0110,0.4358 ± 0.0179,0.4338 ± 0.0135,0.4300 ± 0.0150,0.6646 ± 0.0115,0.5137 ± 0.0126,0.5489 ± 0.0110,0.5268 ± 0.0114,0.6840 ± 0.0107
