epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.30663776991737857,0.1738881654030568,0.9324324324324325,0.9356919108162889,0.9358974358974359
2,0.17940280807984843,0.17575182564355232,0.9324324324324325,0.9356919108162889,0.9358974358974359
3,0.1472373769392033,0.17768394604728027,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.12088694607184546,0.21551089416685942,0.9459459459459459,0.9467477427676432,0.95
5,0.0841500452040015,0.20072787609958165,0.9391891891891891,0.9431545973834531,0.9419354838709677
6,0.08275600350336046,0.22319607398900632,0.9256756756756757,0.929519071310116,0.9290322580645162
7,0.05906081406047215,0.2364610831781819,0.9324324324324325,0.9356919108162889,0.9358974358974359
8,0.06656111019342584,0.22374692164688698,0.9391891891891891,0.9418647503224618,0.9426751592356688
9,0.043556129024993326,0.40122876630630344,0.9324324324324325,0.9305325225723236,0.9390243902439024
10,0.04496748101381535,0.30898422199125225,0.9256756756756757,0.9282292242491248,0.9299363057324841
11,0.03183210988110561,0.3801933602182937,0.918918918918919,0.9207665376819606,0.9240506329113924
