epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.33614657054076325,0.18593782689925786,0.9256756756756757,0.9299363057324841,0.9282292242491248
2,0.16575905559836207,0.15636230582321012,0.9459459459459459,0.9493670886075949,0.9480375898286346
3,0.13233447867772868,0.15822835496903673,0.9459459459459459,0.9493670886075949,0.9480375898286346
4,0.09533233260987578,0.16397273635516899,0.9459459459459459,0.9493670886075949,0.9480375898286346
5,0.06806418850917269,0.16890397458337247,0.9594594594594594,0.9625,0.9603832688409804
6,0.056519106930323144,0.180572678806965,0.9594594594594594,0.9625,0.9603832688409804
7,0.027650777634384262,0.21841850007547545,0.9594594594594594,0.9625,0.9603832688409804
8,0.015783915978170478,0.24060879371166732,0.9527027027027027,0.9559748427672956,0.9542104293348075
9,0.01351270978763775,0.275226422773542,0.9527027027027027,0.9559748427672956,0.9542104293348075
10,0.008003759231320833,0.28604576220351263,0.9459459459459459,0.9493670886075949,0.9480375898286346
11,0.005941366076168944,0.3059536505563694,0.9459459459459459,0.9493670886075949,0.9480375898286346
12,0.005261031801834375,0.31460712372673033,0.9459459459459459,0.9493670886075949,0.9480375898286346
