epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1_macro,val_f1_weighted,val_recall_0,val_recall_1,val_recall_2
1,1.1508730500936508,0.8363917392233143,0.5217391304347826,0.5059523809523809,0.4745494157258863,0.48727686067839526,1.0,0.375,0.14285714285714285
2,0.7811070457100868,0.782463910787002,0.6521739130434783,0.6488095238095238,0.6296296296296297,0.63216011042098,1.0,0.375,0.5714285714285714
3,0.8426207154989243,0.7388215764709141,0.6956521739130435,0.6785714285714285,0.6549707602339181,0.6641240783117213,1.0,0.75,0.2857142857142857
4,0.7665950804948807,0.7240871061449465,0.6956521739130435,0.6845238095238094,0.6741929094870271,0.6797902296623525,1.0,0.625,0.42857142857142855
5,0.777928750962019,0.6795026711795641,0.6086956521739131,0.5833333333333334,0.48677248677248675,0.5079365079365079,1.0,0.75,0.0
6,0.7570724859833717,0.7046775118164395,0.782608695652174,0.7916666666666666,0.7526242820360466,0.7495414503087138,1.0,0.375,1.0
7,0.7802837416529655,0.7049674443576647,0.7391304347826086,0.75,0.6888888888888888,0.6850241545893719,1.0,0.25,1.0
8,0.6557051613926888,0.6719041751778644,0.7391304347826086,0.7261904761904762,0.7185185185185184,0.723671497584541,1.0,0.75,0.42857142857142855
9,0.6422398202121258,0.7002875260684801,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
10,0.6855980716645718,0.6359833362309829,0.6086956521739131,0.5892857142857143,0.5483193277310924,0.5612897332846182,0.875,0.75,0.14285714285714285
11,0.6742878817021847,0.696001013983851,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
12,0.616366483271122,0.6755123216172924,0.782608695652174,0.7857142857142857,0.7680911680911681,0.7667038275733928,1.0,0.5,0.8571428571428571
13,0.6891424879431725,0.6325588304063549,0.6521739130434783,0.6309523809523809,0.5796296296296296,0.5939613526570049,1.0,0.75,0.14285714285714285
14,0.6976036056876183,0.8567521105641904,0.6521739130434783,0.6666666666666666,0.5296296296296296,0.5222222222222221,1.0,0.0,1.0
15,0.6041587889194489,0.6416602743708569,0.782608695652174,0.7857142857142857,0.7680911680911681,0.7667038275733928,1.0,0.5,0.8571428571428571
16,0.5076616518199444,0.6197198409101238,0.6956521739130435,0.6785714285714285,0.6549707602339181,0.6641240783117213,1.0,0.75,0.2857142857142857
17,0.6296901106834412,0.6398921323859174,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
18,0.5792045071721077,0.8235283701316171,0.6521739130434783,0.6666666666666666,0.5296296296296296,0.5222222222222221,1.0,0.0,1.0
19,0.5644555613398552,0.6838737648466359,0.8260869565217391,0.8333333333333334,0.8101851851851851,0.807367149758454,1.0,0.5,1.0
20,0.6038067601621151,0.6298347037771473,0.782608695652174,0.7857142857142857,0.7680911680911681,0.7667038275733928,1.0,0.5,0.8571428571428571
21,0.5967217981815338,0.6582265703574471,0.8260869565217391,0.8333333333333334,0.8101851851851851,0.807367149758454,1.0,0.5,1.0
22,0.5721139460802078,0.6799900868664617,0.8260869565217391,0.8333333333333334,0.8101851851851851,0.807367149758454,1.0,0.5,1.0
23,0.6320613212883472,0.6260904851167098,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
24,0.5263092257082462,0.6441698709259862,0.782608695652174,0.7857142857142857,0.7680911680911681,0.7667038275733928,1.0,0.5,0.8571428571428571
25,0.5693787261843681,0.7240766960641613,0.7391304347826086,0.75,0.6888888888888888,0.6850241545893719,1.0,0.25,1.0
26,0.5731557905673981,0.6313194386337114,0.782608695652174,0.7857142857142857,0.7680911680911681,0.7667038275733928,1.0,0.5,0.8571428571428571
