experiment,loss_mean,acc_mean,f1_macro_mean,recall_0_mean,recall_1_mean,recall_2_mean,loss_std,acc_std,f1_macro_std
X_VX_STATS_V2,0.49837854206562043,0.838095238095238,0.8368991551963688,0.9053571428571429,0.8017857142857142,0.8125,0.1420839322171005,0.09474378695651425,0.09605589863840487
X_STATS_V2,0.46664408094116616,0.8281385281385282,0.8249856679268444,0.9732142857142858,0.7232142857142857,0.7946428571428571,0.08321063587075568,0.06864653768828811,0.07226042476818646
X_VX_DELTA_V2,0.5392790290700409,0.7783549783549784,0.7640544749368278,0.9446428571428571,0.6107142857142858,0.7839285714285714,0.11108124985875242,0.09731009449640626,0.1053540798346188
