,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7604 ± 0.0296,0.6206 ± 0.0352,0.6204 ± 0.0335,0.6191 ± 0.0344,0.7401 ± 0.0246,0.7604 ± 0.0256,0.7604 ± 0.0296,0.7592 ± 0.0269,0.8087 ± 0.0224,0.7566 ± 0.0143,0.6225 ± 0.0212,0.6222 ± 0.0235,0.6217 ± 0.0223,0.7385 ± 0.0157,0.7657 ± 0.0128,0.7566 ± 0.0143,0.7607 ± 0.0130,0.8083 ± 0.0104
random_forest,0.8593 ± 0.0098,0.7546 ± 0.0950,0.6670 ± 0.0173,0.6572 ± 0.0290,0.8911 ± 0.0099,0.8291 ± 0.0334,0.8593 ± 0.0098,0.8249 ± 0.0122,0.9402 ± 0.0065,0.8516 ± 0.0043,0.7297 ± 0.0401,0.6601 ± 0.0073,0.6512 ± 0.0122,0.8888 ± 0.0067,0.8180 ± 0.0130,0.8516 ± 0.0043,0.8192 ± 0.0049,0.9376 ± 0.0035
extra_trees,0.8582 ± 0.0105,0.7550 ± 0.0477,0.6670 ± 0.0119,0.6583 ± 0.0180,0.8926 ± 0.0107,0.8294 ± 0.0187,0.8582 ± 0.0105,0.8248 ± 0.0105,0.9407 ± 0.0068,0.8541 ± 0.0047,0.7473 ± 0.0296,0.6649 ± 0.0055,0.6587 ± 0.0091,0.8924 ± 0.0062,0.8246 ± 0.0105,0.8541 ± 0.0047,0.8226 ± 0.0044,0.9395 ± 0.0036
xgboost,0.8370 ± 0.0114,0.6628 ± 0.0438,0.6519 ± 0.0207,0.6426 ± 0.0299,0.8654 ± 0.0174,0.7948 ± 0.0194,0.8370 ± 0.0114,0.8099 ± 0.0143,0.9243 ± 0.0100,0.8410 ± 0.0087,0.7005 ± 0.0348,0.6646 ± 0.0135,0.6634 ± 0.0181,0.8582 ± 0.0088,0.8094 ± 0.0138,0.8410 ± 0.0087,0.8182 ± 0.0094,0.9210 ± 0.0053
adaboost,0.7971 ± 0.0269,0.6367 ± 0.0319,0.6362 ± 0.0279,0.6341 ± 0.0288,0.8365 ± 0.0195,0.7848 ± 0.0202,0.7971 ± 0.0269,0.7894 ± 0.0219,0.9145 ± 0.0072,0.7940 ± 0.0072,0.6474 ± 0.0181,0.6483 ± 0.0184,0.6475 ± 0.0184,0.8279 ± 0.0177,0.7904 ± 0.0119,0.7940 ± 0.0072,0.7920 ± 0.0090,0.9096 ± 0.0068
svm,0.8542 ± 0.0124,0.7130 ± 0.0369,0.6707 ± 0.0113,0.6662 ± 0.0147,0.8657 ± 0.0163,0.8202 ± 0.0150,0.8542 ± 0.0124,0.8275 ± 0.0104,0.9284 ± 0.0084,0.8459 ± 0.0055,0.6965 ± 0.0295,0.6664 ± 0.0130,0.6638 ± 0.0185,0.8580 ± 0.0130,0.8114 ± 0.0114,0.8459 ± 0.0055,0.8220 ± 0.0078,0.9234 ± 0.0063
logistic_regression,0.7842 ± 0.0225,0.6659 ± 0.0280,0.6658 ± 0.0338,0.6615 ± 0.0308,0.8416 ± 0.0163,0.8124 ± 0.0146,0.7842 ± 0.0225,0.7953 ± 0.0177,0.9129 ± 0.0094,0.7726 ± 0.0127,0.6527 ± 0.0121,0.6519 ± 0.0160,0.6486 ± 0.0144,0.8392 ± 0.0161,0.8033 ± 0.0074,0.7726 ± 0.0127,0.7858 ± 0.0102,0.9090 ± 0.0083
knn,0.6952 ± 0.0338,0.6446 ± 0.0256,0.6240 ± 0.0433,0.6041 ± 0.0349,0.8231 ± 0.0190,0.7977 ± 0.0210,0.6952 ± 0.0338,0.7208 ± 0.0290,0.8814 ± 0.0150,0.6844 ± 0.0183,0.6454 ± 0.0140,0.6277 ± 0.0228,0.5991 ± 0.0175,0.8218 ± 0.0104,0.7985 ± 0.0118,0.6844 ± 0.0183,0.7108 ± 0.0155,0.8776 ± 0.0079
gaussian_nb,0.7212 ± 0.0525,0.6583 ± 0.0293,0.6435 ± 0.0454,0.6242 ± 0.0444,0.8466 ± 0.0217,0.8136 ± 0.0224,0.7212 ± 0.0525,0.7461 ± 0.0437,0.9094 ± 0.0129,0.7101 ± 0.0312,0.6472 ± 0.0137,0.6345 ± 0.0223,0.6153 ± 0.0235,0.8381 ± 0.0105,0.8035 ± 0.0109,0.7101 ± 0.0312,0.7382 ± 0.0257,0.9013 ± 0.0053
