,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7744 ± 0.0214,0.6374 ± 0.0320,0.6334 ± 0.0249,0.6335 ± 0.0268,0.7579 ± 0.0160,0.7714 ± 0.0154,0.7744 ± 0.0214,0.7717 ± 0.0168,0.8236 ± 0.0136,0.7502 ± 0.0131,0.6124 ± 0.0182,0.6116 ± 0.0199,0.6115 ± 0.0191,0.7420 ± 0.0125,0.7582 ± 0.0101,0.7502 ± 0.0131,0.7539 ± 0.0114,0.8086 ± 0.0091
random_forest,0.8623 ± 0.0108,0.7460 ± 0.0972,0.6608 ± 0.0145,0.6430 ± 0.0234,0.8882 ± 0.0126,0.8269 ± 0.0358,0.8623 ± 0.0108,0.8228 ± 0.0129,0.9394 ± 0.0075,0.8582 ± 0.0072,0.7757 ± 0.0618,0.6610 ± 0.0112,0.6481 ± 0.0179,0.8942 ± 0.0054,0.8346 ± 0.0209,0.8582 ± 0.0072,0.8220 ± 0.0092,0.9403 ± 0.0033
extra_trees,0.8619 ± 0.0088,0.7922 ± 0.1366,0.6530 ± 0.0072,0.6262 ± 0.0115,0.8853 ± 0.0122,0.8399 ± 0.0450,0.8619 ± 0.0088,0.8170 ± 0.0082,0.9370 ± 0.0080,0.8571 ± 0.0040,0.7296 ± 0.0946,0.6463 ± 0.0063,0.6176 ± 0.0119,0.8904 ± 0.0052,0.8168 ± 0.0308,0.8571 ± 0.0040,0.8121 ± 0.0054,0.9383 ± 0.0034
xgboost,0.8527 ± 0.0100,0.7253 ± 0.0465,0.6729 ± 0.0145,0.6707 ± 0.0221,0.8907 ± 0.0092,0.8210 ± 0.0166,0.8527 ± 0.0100,0.8262 ± 0.0101,0.9390 ± 0.0048,0.8461 ± 0.0087,0.7029 ± 0.0403,0.6658 ± 0.0163,0.6631 ± 0.0226,0.8837 ± 0.0077,0.8121 ± 0.0162,0.8461 ± 0.0087,0.8212 ± 0.0107,0.9332 ± 0.0043
adaboost,0.7967 ± 0.0263,0.6579 ± 0.0297,0.6568 ± 0.0297,0.6542 ± 0.0279,0.8538 ± 0.0144,0.7998 ± 0.0184,0.7967 ± 0.0263,0.7963 ± 0.0195,0.9237 ± 0.0051,0.7830 ± 0.0086,0.6588 ± 0.0114,0.6619 ± 0.0148,0.6579 ± 0.0120,0.8440 ± 0.0082,0.8019 ± 0.0088,0.7830 ± 0.0086,0.7910 ± 0.0070,0.9173 ± 0.0028
svm,0.8502 ± 0.0155,0.6859 ± 0.0468,0.6543 ± 0.0119,0.6397 ± 0.0146,0.8782 ± 0.0116,0.8069 ± 0.0202,0.8502 ± 0.0155,0.8170 ± 0.0121,0.9331 ± 0.0068,0.8418 ± 0.0025,0.6718 ± 0.0206,0.6539 ± 0.0094,0.6452 ± 0.0155,0.8736 ± 0.0102,0.7999 ± 0.0085,0.8418 ± 0.0025,0.8142 ± 0.0054,0.9294 ± 0.0049
logistic_regression,0.7846 ± 0.0160,0.6569 ± 0.0185,0.6586 ± 0.0200,0.6547 ± 0.0183,0.8481 ± 0.0154,0.8042 ± 0.0122,0.7846 ± 0.0160,0.7923 ± 0.0125,0.9126 ± 0.0068,0.7800 ± 0.0079,0.6507 ± 0.0116,0.6513 ± 0.0132,0.6495 ± 0.0123,0.8464 ± 0.0117,0.7978 ± 0.0079,0.7800 ± 0.0079,0.7880 ± 0.0071,0.9095 ± 0.0055
knn,0.7414 ± 0.0220,0.6305 ± 0.0184,0.6176 ± 0.0284,0.6110 ± 0.0253,0.8182 ± 0.0159,0.7812 ± 0.0124,0.7414 ± 0.0220,0.7462 ± 0.0205,0.8816 ± 0.0121,0.7225 ± 0.0133,0.6314 ± 0.0161,0.6171 ± 0.0222,0.6060 ± 0.0182,0.8134 ± 0.0115,0.7788 ± 0.0119,0.7225 ± 0.0133,0.7310 ± 0.0123,0.8785 ± 0.0070
gaussian_nb,0.7187 ± 0.0563,0.6623 ± 0.0329,0.6525 ± 0.0495,0.6286 ± 0.0496,0.8347 ± 0.0237,0.8144 ± 0.0248,0.7187 ± 0.0563,0.7449 ± 0.0472,0.8992 ± 0.0152,0.6814 ± 0.0324,0.6351 ± 0.0100,0.6153 ± 0.0182,0.5940 ± 0.0229,0.8186 ± 0.0128,0.7927 ± 0.0081,0.6814 ± 0.0324,0.7145 ± 0.0293,0.8874 ± 0.0069
