,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7220 ± 0.0145,0.5154 ± 0.0313,0.5209 ± 0.0429,0.5146 ± 0.0336,0.7007 ± 0.0212,0.7243 ± 0.0183,0.7220 ± 0.0145,0.7212 ± 0.0150,0.7845 ± 0.0119,0.7173 ± 0.0164,0.5125 ± 0.0209,0.5178 ± 0.0298,0.5134 ± 0.0245,0.6981 ± 0.0177,0.7221 ± 0.0154,0.7173 ± 0.0164,0.7192 ± 0.0157,0.7843 ± 0.0132
random_forest,0.8337 ± 0.0156,0.7002 ± 0.2014,0.5104 ± 0.0313,0.5038 ± 0.0515,0.9004 ± 0.0077,0.8089 ± 0.0610,0.8337 ± 0.0156,0.7856 ± 0.0209,0.9286 ± 0.0046,0.8253 ± 0.0074,0.7007 ± 0.1360,0.5053 ± 0.0218,0.4987 ± 0.0371,0.8905 ± 0.0086,0.8032 ± 0.0243,0.8253 ± 0.0074,0.7782 ± 0.0101,0.9221 ± 0.0049
extra_trees,0.8315 ± 0.0147,0.7224 ± 0.1402,0.5290 ± 0.0492,0.5275 ± 0.0664,0.8996 ± 0.0098,0.8052 ± 0.0385,0.8315 ± 0.0147,0.7834 ± 0.0174,0.9286 ± 0.0068,0.8261 ± 0.0089,0.7635 ± 0.1174,0.5168 ± 0.0295,0.5146 ± 0.0444,0.8891 ± 0.0067,0.8044 ± 0.0332,0.8261 ± 0.0089,0.7776 ± 0.0099,0.9223 ± 0.0048
xgboost,0.8147 ± 0.0120,0.6533 ± 0.1032,0.5542 ± 0.0468,0.5662 ± 0.0565,0.8750 ± 0.0131,0.7777 ± 0.0198,0.8147 ± 0.0120,0.7854 ± 0.0136,0.9143 ± 0.0062,0.8047 ± 0.0150,0.6556 ± 0.0783,0.5393 ± 0.0377,0.5569 ± 0.0505,0.8659 ± 0.0116,0.7686 ± 0.0217,0.8047 ± 0.0150,0.7768 ± 0.0162,0.9074 ± 0.0065
adaboost,0.7989 ± 0.0193,0.5929 ± 0.0627,0.5690 ± 0.0480,0.5690 ± 0.0491,0.8537 ± 0.0139,0.7501 ± 0.0194,0.7989 ± 0.0193,0.7706 ± 0.0131,0.8970 ± 0.0103,0.7840 ± 0.0140,0.5904 ± 0.0350,0.5568 ± 0.0257,0.5642 ± 0.0275,0.8474 ± 0.0180,0.7502 ± 0.0124,0.7840 ± 0.0140,0.7636 ± 0.0118,0.8906 ± 0.0104
svm,0.8168 ± 0.0106,0.4721 ± 0.1087,0.4740 ± 0.0086,0.4429 ± 0.0118,0.8878 ± 0.0099,0.7373 ± 0.0511,0.8168 ± 0.0106,0.7607 ± 0.0114,0.9216 ± 0.0079,0.8105 ± 0.0055,0.4572 ± 0.0584,0.4707 ± 0.0035,0.4389 ± 0.0045,0.8755 ± 0.0043,0.7266 ± 0.0258,0.8105 ± 0.0055,0.7544 ± 0.0051,0.9124 ± 0.0036
logistic_regression,0.7363 ± 0.0220,0.5777 ± 0.0344,0.5875 ± 0.0433,0.5767 ± 0.0361,0.8458 ± 0.0285,0.7654 ± 0.0139,0.7363 ± 0.0220,0.7473 ± 0.0179,0.8912 ± 0.0150,0.7160 ± 0.0156,0.5572 ± 0.0199,0.5619 ± 0.0318,0.5557 ± 0.0254,0.8192 ± 0.0173,0.7500 ± 0.0129,0.7160 ± 0.0156,0.7306 ± 0.0143,0.8707 ± 0.0092
knn,0.5894 ± 0.0085,0.5300 ± 0.1403,0.3677 ± 0.0297,0.3557 ± 0.0482,0.6802 ± 0.0227,0.6373 ± 0.0232,0.5894 ± 0.0085,0.5244 ± 0.0123,0.7444 ± 0.0258,0.5825 ± 0.0076,0.5352 ± 0.1298,0.3618 ± 0.0212,0.3480 ± 0.0356,0.6904 ± 0.0227,0.6262 ± 0.0203,0.5825 ± 0.0076,0.5167 ± 0.0098,0.7507 ± 0.0155
gaussian_nb,0.6590 ± 0.0998,0.5372 ± 0.0308,0.5964 ± 0.0577,0.5112 ± 0.0741,0.8458 ± 0.0265,0.7602 ± 0.0224,0.6590 ± 0.0998,0.6658 ± 0.1035,0.8983 ± 0.0080,0.6325 ± 0.0721,0.5206 ± 0.0158,0.5761 ± 0.0327,0.4874 ± 0.0470,0.8215 ± 0.0275,0.7573 ± 0.0133,0.6325 ± 0.0721,0.6468 ± 0.0807,0.8863 ± 0.0094
