,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7440 ± 0.0208,0.5291 ± 0.0304,0.5385 ± 0.0374,0.5313 ± 0.0322,0.7147 ± 0.0199,0.7420 ± 0.0156,0.7440 ± 0.0208,0.7414 ± 0.0175,0.8041 ± 0.0152,0.7252 ± 0.0115,0.5360 ± 0.0260,0.5425 ± 0.0242,0.5384 ± 0.0247,0.7128 ± 0.0133,0.7326 ± 0.0094,0.7252 ± 0.0115,0.7286 ± 0.0101,0.7916 ± 0.0078
random_forest,0.8304 ± 0.0081,0.6990 ± 0.1685,0.5172 ± 0.0306,0.5137 ± 0.0478,0.8965 ± 0.0143,0.8058 ± 0.0464,0.8304 ± 0.0081,0.7834 ± 0.0118,0.9294 ± 0.0082,0.8267 ± 0.0077,0.6276 ± 0.1141,0.4945 ± 0.0153,0.4786 ± 0.0263,0.8900 ± 0.0071,0.7941 ± 0.0275,0.8267 ± 0.0077,0.7777 ± 0.0102,0.9243 ± 0.0041
extra_trees,0.8300 ± 0.0087,0.6447 ± 0.1128,0.5150 ± 0.0258,0.5106 ± 0.0396,0.9055 ± 0.0117,0.7855 ± 0.0259,0.8300 ± 0.0087,0.7848 ± 0.0098,0.9342 ± 0.0084,0.8255 ± 0.0064,0.6493 ± 0.0711,0.5027 ± 0.0132,0.4945 ± 0.0222,0.8957 ± 0.0046,0.7894 ± 0.0151,0.8255 ± 0.0064,0.7793 ± 0.0083,0.9281 ± 0.0035
xgboost,0.8209 ± 0.0153,0.6524 ± 0.1109,0.5613 ± 0.0540,0.5714 ± 0.0661,0.8760 ± 0.0082,0.7869 ± 0.0250,0.8209 ± 0.0153,0.7925 ± 0.0181,0.9146 ± 0.0062,0.8146 ± 0.0104,0.6527 ± 0.0500,0.5586 ± 0.0227,0.5761 ± 0.0299,0.8734 ± 0.0110,0.7798 ± 0.0144,0.8146 ± 0.0104,0.7875 ± 0.0110,0.9127 ± 0.0045
adaboost,0.7810 ± 0.0285,0.6107 ± 0.0725,0.5680 ± 0.0561,0.5771 ± 0.0580,0.8555 ± 0.0176,0.7568 ± 0.0222,0.7810 ± 0.0285,0.7656 ± 0.0224,0.9024 ± 0.0106,0.7645 ± 0.0123,0.5731 ± 0.0268,0.5415 ± 0.0287,0.5505 ± 0.0286,0.8433 ± 0.0113,0.7444 ± 0.0124,0.7645 ± 0.0123,0.7525 ± 0.0113,0.8911 ± 0.0059
svm,0.8322 ± 0.0100,0.4669 ± 0.1064,0.4821 ± 0.0072,0.4495 ± 0.0092,0.8907 ± 0.0109,0.7442 ± 0.0489,0.8322 ± 0.0100,0.7741 ± 0.0099,0.9260 ± 0.0091,0.8247 ± 0.0061,0.4467 ± 0.0819,0.4779 ± 0.0041,0.4442 ± 0.0048,0.8842 ± 0.0068,0.7297 ± 0.0374,0.8247 ± 0.0061,0.7662 ± 0.0056,0.9205 ± 0.0041
logistic_regression,0.7571 ± 0.0339,0.5756 ± 0.0407,0.6076 ± 0.0629,0.5831 ± 0.0488,0.8541 ± 0.0221,0.7841 ± 0.0216,0.7571 ± 0.0339,0.7662 ± 0.0276,0.9052 ± 0.0118,0.7407 ± 0.0128,0.5690 ± 0.0286,0.5870 ± 0.0294,0.5726 ± 0.0285,0.8585 ± 0.0135,0.7730 ± 0.0099,0.7407 ± 0.0128,0.7535 ± 0.0113,0.9049 ± 0.0067
knn,0.7802 ± 0.0126,0.5119 ± 0.0985,0.4782 ± 0.0236,0.4732 ± 0.0370,0.7937 ± 0.0160,0.7312 ± 0.0203,0.7802 ± 0.0126,0.7463 ± 0.0147,0.8789 ± 0.0085,0.7774 ± 0.0078,0.6648 ± 0.0820,0.4842 ± 0.0174,0.4859 ± 0.0249,0.7863 ± 0.0169,0.7449 ± 0.0107,0.7774 ± 0.0078,0.7443 ± 0.0092,0.8762 ± 0.0086
gaussian_nb,0.6414 ± 0.0617,0.5211 ± 0.0409,0.5755 ± 0.0663,0.4906 ± 0.0675,0.8125 ± 0.0385,0.7605 ± 0.0318,0.6414 ± 0.0617,0.6550 ± 0.0660,0.8895 ± 0.0107,0.6247 ± 0.0381,0.5151 ± 0.0149,0.5651 ± 0.0297,0.4810 ± 0.0223,0.8062 ± 0.0184,0.7558 ± 0.0149,0.6247 ± 0.0381,0.6431 ± 0.0426,0.8850 ± 0.0060
