,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7429 ± 0.0213,0.5275 ± 0.0309,0.5357 ± 0.0396,0.5290 ± 0.0334,0.7132 ± 0.0226,0.7420 ± 0.0178,0.7429 ± 0.0213,0.7408 ± 0.0189,0.8035 ± 0.0165,0.7242 ± 0.0120,0.5337 ± 0.0261,0.5414 ± 0.0242,0.5366 ± 0.0248,0.7121 ± 0.0133,0.7314 ± 0.0094,0.7242 ± 0.0120,0.7275 ± 0.0104,0.7908 ± 0.0078
random_forest,0.8304 ± 0.0073,0.7071 ± 0.1607,0.5172 ± 0.0303,0.5137 ± 0.0475,0.8979 ± 0.0122,0.8090 ± 0.0444,0.8304 ± 0.0073,0.7832 ± 0.0114,0.9296 ± 0.0083,0.8270 ± 0.0083,0.6405 ± 0.1164,0.4976 ± 0.0183,0.4841 ± 0.0312,0.8906 ± 0.0066,0.7958 ± 0.0284,0.8270 ± 0.0083,0.7785 ± 0.0113,0.9245 ± 0.0040
extra_trees,0.8300 ± 0.0087,0.6447 ± 0.1128,0.5150 ± 0.0258,0.5106 ± 0.0396,0.9055 ± 0.0117,0.7855 ± 0.0259,0.8300 ± 0.0087,0.7848 ± 0.0098,0.9342 ± 0.0084,0.8255 ± 0.0064,0.6493 ± 0.0711,0.5027 ± 0.0132,0.4945 ± 0.0222,0.8957 ± 0.0046,0.7894 ± 0.0151,0.8255 ± 0.0064,0.7793 ± 0.0083,0.9281 ± 0.0035
xgboost,0.8209 ± 0.0153,0.6524 ± 0.1109,0.5613 ± 0.0540,0.5714 ± 0.0661,0.8760 ± 0.0082,0.7869 ± 0.0250,0.8209 ± 0.0153,0.7925 ± 0.0181,0.9146 ± 0.0062,0.8146 ± 0.0104,0.6527 ± 0.0500,0.5586 ± 0.0227,0.5761 ± 0.0299,0.8734 ± 0.0110,0.7798 ± 0.0144,0.8146 ± 0.0104,0.7875 ± 0.0110,0.9127 ± 0.0045
adaboost,0.7810 ± 0.0285,0.6107 ± 0.0725,0.5680 ± 0.0561,0.5771 ± 0.0580,0.8555 ± 0.0176,0.7568 ± 0.0222,0.7810 ± 0.0285,0.7656 ± 0.0224,0.9024 ± 0.0106,0.7645 ± 0.0123,0.5731 ± 0.0268,0.5415 ± 0.0287,0.5505 ± 0.0286,0.8433 ± 0.0113,0.7444 ± 0.0124,0.7645 ± 0.0123,0.7525 ± 0.0113,0.8911 ± 0.0059
svm,0.8267 ± 0.0093,0.4801 ± 0.1100,0.4803 ± 0.0073,0.4490 ± 0.0117,0.8877 ± 0.0129,0.7455 ± 0.0493,0.8267 ± 0.0093,0.7694 ± 0.0096,0.9230 ± 0.0103,0.8219 ± 0.0054,0.4699 ± 0.0871,0.4771 ± 0.0038,0.4444 ± 0.0056,0.8800 ± 0.0077,0.7375 ± 0.0393,0.8219 ± 0.0054,0.7639 ± 0.0053,0.9172 ± 0.0045
logistic_regression,0.7366 ± 0.0321,0.5616 ± 0.0495,0.5701 ± 0.0478,0.5611 ± 0.0475,0.8049 ± 0.0314,0.7606 ± 0.0219,0.7366 ± 0.0321,0.7460 ± 0.0260,0.8695 ± 0.0163,0.7212 ± 0.0128,0.5450 ± 0.0264,0.5560 ± 0.0241,0.5470 ± 0.0251,0.8079 ± 0.0179,0.7518 ± 0.0108,0.7212 ± 0.0128,0.7347 ± 0.0119,0.8670 ± 0.0077
knn,0.7685 ± 0.0166,0.5959 ± 0.1428,0.4912 ± 0.0423,0.4992 ± 0.0640,0.7941 ± 0.0268,0.7302 ± 0.0307,0.7685 ± 0.0166,0.7354 ± 0.0215,0.8734 ± 0.0101,0.7618 ± 0.0096,0.6221 ± 0.1188,0.4782 ± 0.0251,0.4812 ± 0.0387,0.7832 ± 0.0186,0.7281 ± 0.0202,0.7618 ± 0.0096,0.7281 ± 0.0117,0.8674 ± 0.0108
gaussian_nb,0.6308 ± 0.0613,0.5166 ± 0.0423,0.5690 ± 0.0661,0.4813 ± 0.0684,0.8131 ± 0.0376,0.7555 ± 0.0348,0.6308 ± 0.0613,0.6420 ± 0.0689,0.8896 ± 0.0105,0.6135 ± 0.0406,0.5099 ± 0.0140,0.5591 ± 0.0265,0.4705 ± 0.0240,0.8052 ± 0.0180,0.7493 ± 0.0131,0.6135 ± 0.0406,0.6281 ± 0.0476,0.8841 ± 0.0058
