,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4212 ± 0.0242,0.2766 ± 0.0253,0.2782 ± 0.0264,0.2763 ± 0.0253,0.5174 ± 0.0169,0.4231 ± 0.0195,0.4212 ± 0.0242,0.4215 ± 0.0217,0.5240 ± 0.0183,0.4066 ± 0.0261,0.2780 ± 0.0240,0.2792 ± 0.0233,0.2781 ± 0.0235,0.5166 ± 0.0165,0.4111 ± 0.0239,0.4066 ± 0.0261,0.4085 ± 0.0248,0.5164 ± 0.0212
random_forest,0.4908 ± 0.0206,0.2612 ± 0.0302,0.2847 ± 0.0112,0.2662 ± 0.0110,0.5895 ± 0.0253,0.4336 ± 0.0185,0.4908 ± 0.0206,0.4572 ± 0.0184,0.5751 ± 0.0183,0.4615 ± 0.0201,0.2470 ± 0.0178,0.2686 ± 0.0115,0.2525 ± 0.0109,0.5686 ± 0.0258,0.4096 ± 0.0169,0.4615 ± 0.0201,0.4317 ± 0.0184,0.5454 ± 0.0236
extra_trees,0.4828 ± 0.0236,0.2566 ± 0.0334,0.2801 ± 0.0150,0.2619 ± 0.0150,0.5891 ± 0.0308,0.4275 ± 0.0270,0.4828 ± 0.0236,0.4500 ± 0.0225,0.5677 ± 0.0237,0.4577 ± 0.0205,0.2377 ± 0.0178,0.2657 ± 0.0125,0.2491 ± 0.0126,0.5674 ± 0.0199,0.4043 ± 0.0204,0.4577 ± 0.0205,0.4284 ± 0.0196,0.5398 ± 0.0230
xgboost,0.4883 ± 0.0270,0.2846 ± 0.0450,0.2884 ± 0.0213,0.2785 ± 0.0251,0.5831 ± 0.0186,0.4508 ± 0.0331,0.4883 ± 0.0270,0.4645 ± 0.0265,0.5767 ± 0.0225,0.4538 ± 0.0163,0.2561 ± 0.0123,0.2680 ± 0.0092,0.2589 ± 0.0092,0.5564 ± 0.0225,0.4175 ± 0.0142,0.4538 ± 0.0163,0.4334 ± 0.0148,0.5447 ± 0.0226
adaboost,0.5055 ± 0.0368,0.2705 ± 0.0413,0.2950 ± 0.0283,0.2775 ± 0.0293,0.5933 ± 0.0172,0.4476 ± 0.0331,0.5055 ± 0.0368,0.4719 ± 0.0327,0.5649 ± 0.0310,0.4873 ± 0.0153,0.2717 ± 0.0388,0.2876 ± 0.0108,0.2716 ± 0.0130,0.5730 ± 0.0159,0.4316 ± 0.0145,0.4873 ± 0.0153,0.4553 ± 0.0141,0.5534 ± 0.0149
svm,0.5190 ± 0.0207,0.2577 ± 0.0113,0.2978 ± 0.0123,0.2743 ± 0.0125,0.6329 ± 0.0224,0.4463 ± 0.0193,0.5190 ± 0.0207,0.4764 ± 0.0210,0.6125 ± 0.0160,0.4934 ± 0.0097,0.2447 ± 0.0051,0.2838 ± 0.0059,0.2615 ± 0.0060,0.6075 ± 0.0251,0.4232 ± 0.0088,0.4934 ± 0.0097,0.4533 ± 0.0101,0.5882 ± 0.0162
logistic_regression,0.3381 ± 0.0284,0.2804 ± 0.0197,0.2841 ± 0.0420,0.2529 ± 0.0237,0.5228 ± 0.0306,0.4384 ± 0.0277,0.3381 ± 0.0284,0.3680 ± 0.0258,0.5473 ± 0.0123,0.3387 ± 0.0139,0.2732 ± 0.0099,0.2648 ± 0.0160,0.2486 ± 0.0106,0.5062 ± 0.0223,0.4307 ± 0.0149,0.3387 ± 0.0139,0.3695 ± 0.0137,0.5383 ± 0.0156
knn,0.4447 ± 0.0282,0.2432 ± 0.0270,0.2588 ± 0.0190,0.2415 ± 0.0218,0.5234 ± 0.0215,0.3985 ± 0.0310,0.4447 ± 0.0282,0.4080 ± 0.0303,0.5357 ± 0.0200,0.4292 ± 0.0118,0.2337 ± 0.0127,0.2503 ± 0.0068,0.2335 ± 0.0091,0.5152 ± 0.0151,0.3829 ± 0.0118,0.4292 ± 0.0118,0.3940 ± 0.0124,0.5208 ± 0.0106
gaussian_nb,0.2271 ± 0.1659,0.2761 ± 0.0789,0.3151 ± 0.0584,0.1484 ± 0.0833,0.5705 ± 0.0286,0.4289 ± 0.1326,0.2271 ± 0.1659,0.1829 ± 0.1458,0.5472 ± 0.0246,0.2006 ± 0.1305,0.2384 ± 0.0467,0.2695 ± 0.0395,0.1375 ± 0.0660,0.5255 ± 0.0160,0.3739 ± 0.0690,0.2006 ± 0.1305,0.1805 ± 0.1160,0.5232 ± 0.0142
