,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4901 ± 0.0336,0.4257 ± 0.0331,0.4256 ± 0.0334,0.4243 ± 0.0336,0.5746 ± 0.0243,0.4942 ± 0.0293,0.4901 ± 0.0336,0.4910 ± 0.0308,0.5854 ± 0.0243,0.4896 ± 0.0164,0.4222 ± 0.0175,0.4224 ± 0.0173,0.4218 ± 0.0174,0.5722 ± 0.0120,0.4921 ± 0.0139,0.4896 ± 0.0164,0.4905 ± 0.0147,0.5830 ± 0.0116
random_forest,0.5857 ± 0.0145,0.5142 ± 0.0381,0.4480 ± 0.0268,0.4394 ± 0.0376,0.7469 ± 0.0151,0.5498 ± 0.0258,0.5857 ± 0.0145,0.5363 ± 0.0253,0.7580 ± 0.0161,0.5733 ± 0.0128,0.4995 ± 0.0269,0.4411 ± 0.0128,0.4368 ± 0.0140,0.7324 ± 0.0077,0.5381 ± 0.0180,0.5733 ± 0.0128,0.5301 ± 0.0134,0.7387 ± 0.0084
extra_trees,0.5799 ± 0.0181,0.4809 ± 0.0496,0.4491 ± 0.0208,0.4364 ± 0.0284,0.7399 ± 0.0154,0.5357 ± 0.0333,0.5799 ± 0.0181,0.5369 ± 0.0215,0.7498 ± 0.0175,0.5836 ± 0.0169,0.4909 ± 0.0337,0.4564 ± 0.0203,0.4467 ± 0.0243,0.7360 ± 0.0071,0.5433 ± 0.0241,0.5836 ± 0.0169,0.5446 ± 0.0200,0.7438 ± 0.0079
xgboost,0.5784 ± 0.0246,0.4965 ± 0.0359,0.4663 ± 0.0254,0.4677 ± 0.0283,0.7290 ± 0.0138,0.5487 ± 0.0272,0.5784 ± 0.0246,0.5523 ± 0.0232,0.7363 ± 0.0138,0.5741 ± 0.0149,0.4954 ± 0.0189,0.4730 ± 0.0169,0.4765 ± 0.0185,0.7132 ± 0.0091,0.5481 ± 0.0170,0.5741 ± 0.0149,0.5547 ± 0.0163,0.7177 ± 0.0111
adaboost,0.5769 ± 0.0151,0.4937 ± 0.0262,0.4620 ± 0.0170,0.4624 ± 0.0195,0.7201 ± 0.0214,0.5451 ± 0.0174,0.5769 ± 0.0151,0.5487 ± 0.0157,0.7309 ± 0.0226,0.5708 ± 0.0161,0.4857 ± 0.0269,0.4626 ± 0.0212,0.4645 ± 0.0244,0.6915 ± 0.0214,0.5404 ± 0.0208,0.5708 ± 0.0161,0.5473 ± 0.0186,0.7014 ± 0.0170
svm,0.5857 ± 0.0161,0.4532 ± 0.0708,0.4308 ± 0.0233,0.4028 ± 0.0318,0.7313 ± 0.0204,0.5146 ± 0.0442,0.5857 ± 0.0161,0.5179 ± 0.0251,0.7429 ± 0.0190,0.5734 ± 0.0111,0.4630 ± 0.0432,0.4169 ± 0.0137,0.3908 ± 0.0179,0.7160 ± 0.0147,0.5139 ± 0.0266,0.5734 ± 0.0111,0.5056 ± 0.0154,0.7239 ± 0.0144
logistic_regression,0.5304 ± 0.0187,0.4688 ± 0.0182,0.4682 ± 0.0182,0.4668 ± 0.0178,0.6542 ± 0.0191,0.5339 ± 0.0183,0.5304 ± 0.0187,0.5307 ± 0.0170,0.6652 ± 0.0195,0.5186 ± 0.0135,0.4539 ± 0.0138,0.4549 ± 0.0134,0.4543 ± 0.0137,0.6377 ± 0.0204,0.5211 ± 0.0115,0.5186 ± 0.0135,0.5197 ± 0.0125,0.6458 ± 0.0193
knn,0.5399 ± 0.0164,0.4217 ± 0.0838,0.3719 ± 0.0230,0.3251 ± 0.0343,0.6052 ± 0.0280,0.4709 ± 0.0681,0.5399 ± 0.0164,0.4370 ± 0.0267,0.6164 ± 0.0289,0.5384 ± 0.0069,0.4376 ± 0.0367,0.3723 ± 0.0086,0.3286 ± 0.0135,0.5895 ± 0.0098,0.4818 ± 0.0289,0.5384 ± 0.0069,0.4385 ± 0.0097,0.5984 ± 0.0118
gaussian_nb,0.4802 ± 0.0367,0.4824 ± 0.0315,0.4640 ± 0.0158,0.4086 ± 0.0348,0.6752 ± 0.0263,0.5830 ± 0.0282,0.4802 ± 0.0367,0.4817 ± 0.0388,0.7007 ± 0.0256,0.4627 ± 0.0234,0.4657 ± 0.0180,0.4531 ± 0.0164,0.4042 ± 0.0292,0.6590 ± 0.0101,0.5660 ± 0.0196,0.4627 ± 0.0234,0.4712 ± 0.0257,0.6831 ± 0.0095
