,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4810 ± 0.0297,0.4093 ± 0.0241,0.4082 ± 0.0249,0.4081 ± 0.0249,0.5653 ± 0.0189,0.4881 ± 0.0226,0.4810 ± 0.0297,0.4838 ± 0.0262,0.5835 ± 0.0205,0.4876 ± 0.0214,0.4128 ± 0.0239,0.4125 ± 0.0232,0.4125 ± 0.0235,0.5671 ± 0.0166,0.4880 ± 0.0207,0.4876 ± 0.0214,0.4876 ± 0.0209,0.5826 ± 0.0173
random_forest,0.5725 ± 0.0191,0.4331 ± 0.0609,0.4324 ± 0.0230,0.4066 ± 0.0274,0.7124 ± 0.0186,0.5068 ± 0.0398,0.5725 ± 0.0191,0.5204 ± 0.0215,0.7329 ± 0.0192,0.5605 ± 0.0125,0.4423 ± 0.0225,0.4201 ± 0.0140,0.3981 ± 0.0137,0.7021 ± 0.0100,0.5036 ± 0.0151,0.5605 ± 0.0125,0.5082 ± 0.0127,0.7210 ± 0.0096
extra_trees,0.5736 ± 0.0198,0.4560 ± 0.0415,0.4428 ± 0.0263,0.4193 ± 0.0319,0.7152 ± 0.0192,0.5231 ± 0.0306,0.5736 ± 0.0198,0.5282 ± 0.0248,0.7350 ± 0.0203,0.5761 ± 0.0165,0.4626 ± 0.0472,0.4500 ± 0.0202,0.4289 ± 0.0245,0.7037 ± 0.0119,0.5293 ± 0.0313,0.5761 ± 0.0165,0.5349 ± 0.0192,0.7239 ± 0.0110
xgboost,0.5608 ± 0.0146,0.4347 ± 0.0206,0.4379 ± 0.0149,0.4275 ± 0.0162,0.7029 ± 0.0134,0.5157 ± 0.0160,0.5608 ± 0.0146,0.5310 ± 0.0141,0.7251 ± 0.0155,0.5517 ± 0.0105,0.4393 ± 0.0133,0.4361 ± 0.0115,0.4290 ± 0.0115,0.6871 ± 0.0087,0.5149 ± 0.0119,0.5517 ± 0.0105,0.5270 ± 0.0117,0.7061 ± 0.0089
adaboost,0.5667 ± 0.0340,0.4495 ± 0.0451,0.4462 ± 0.0331,0.4362 ± 0.0341,0.6765 ± 0.0202,0.5276 ± 0.0344,0.5667 ± 0.0340,0.5386 ± 0.0301,0.7048 ± 0.0186,0.5626 ± 0.0166,0.4582 ± 0.0227,0.4519 ± 0.0150,0.4466 ± 0.0158,0.6746 ± 0.0164,0.5304 ± 0.0145,0.5626 ± 0.0166,0.5406 ± 0.0131,0.6982 ± 0.0134
svm,0.5886 ± 0.0142,0.4120 ± 0.0798,0.4451 ± 0.0174,0.4047 ± 0.0207,0.7148 ± 0.0184,0.4992 ± 0.0474,0.5886 ± 0.0142,0.5257 ± 0.0164,0.7367 ± 0.0199,0.5750 ± 0.0108,0.3763 ± 0.0361,0.4317 ± 0.0114,0.3913 ± 0.0111,0.6994 ± 0.0106,0.4739 ± 0.0228,0.5750 ± 0.0108,0.5128 ± 0.0117,0.7182 ± 0.0116
logistic_regression,0.5106 ± 0.0254,0.4297 ± 0.0297,0.4296 ± 0.0284,0.4285 ± 0.0290,0.6202 ± 0.0244,0.5135 ± 0.0264,0.5106 ± 0.0254,0.5111 ± 0.0251,0.6476 ± 0.0223,0.4766 ± 0.0193,0.4072 ± 0.0190,0.4062 ± 0.0196,0.4062 ± 0.0194,0.5882 ± 0.0211,0.4880 ± 0.0171,0.4766 ± 0.0193,0.4818 ± 0.0181,0.6119 ± 0.0200
knn,0.5516 ± 0.0186,0.4446 ± 0.0351,0.4082 ± 0.0204,0.3898 ± 0.0245,0.6355 ± 0.0246,0.5008 ± 0.0305,0.5516 ± 0.0186,0.4901 ± 0.0200,0.6607 ± 0.0268,0.5503 ± 0.0103,0.4387 ± 0.0190,0.4040 ± 0.0113,0.3868 ± 0.0152,0.6301 ± 0.0121,0.4956 ± 0.0136,0.5503 ± 0.0103,0.4888 ± 0.0126,0.6541 ± 0.0120
gaussian_nb,0.4802 ± 0.0472,0.4798 ± 0.0302,0.4583 ± 0.0299,0.4278 ± 0.0280,0.6607 ± 0.0298,0.5804 ± 0.0259,0.4802 ± 0.0472,0.4950 ± 0.0365,0.6906 ± 0.0242,0.4498 ± 0.0448,0.4624 ± 0.0149,0.4433 ± 0.0167,0.4098 ± 0.0330,0.6348 ± 0.0146,0.5656 ± 0.0170,0.4498 ± 0.0448,0.4673 ± 0.0445,0.6652 ± 0.0121
