,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4927 ± 0.0247,0.4167 ± 0.0284,0.4153 ± 0.0267,0.4151 ± 0.0272,0.5692 ± 0.0193,0.4898 ± 0.0237,0.4927 ± 0.0247,0.4905 ± 0.0233,0.5848 ± 0.0195,0.4961 ± 0.0171,0.4245 ± 0.0162,0.4247 ± 0.0152,0.4243 ± 0.0157,0.5764 ± 0.0110,0.5000 ± 0.0131,0.4961 ± 0.0171,0.4977 ± 0.0149,0.5921 ± 0.0114
random_forest,0.5861 ± 0.0188,0.4622 ± 0.0472,0.4578 ± 0.0212,0.4347 ± 0.0246,0.7170 ± 0.0169,0.5340 ± 0.0301,0.5861 ± 0.0188,0.5432 ± 0.0191,0.7363 ± 0.0179,0.5802 ± 0.0144,0.4500 ± 0.0324,0.4453 ± 0.0162,0.4251 ± 0.0183,0.7160 ± 0.0087,0.5214 ± 0.0215,0.5802 ± 0.0144,0.5345 ± 0.0155,0.7328 ± 0.0098
extra_trees,0.5886 ± 0.0244,0.4667 ± 0.0423,0.4667 ± 0.0273,0.4442 ± 0.0294,0.7145 ± 0.0134,0.5426 ± 0.0316,0.5886 ± 0.0244,0.5512 ± 0.0235,0.7343 ± 0.0167,0.5778 ± 0.0164,0.4499 ± 0.0292,0.4559 ± 0.0184,0.4336 ± 0.0207,0.7102 ± 0.0108,0.5285 ± 0.0219,0.5778 ± 0.0164,0.5406 ± 0.0174,0.7274 ± 0.0121
xgboost,0.5601 ± 0.0188,0.4569 ± 0.0269,0.4540 ± 0.0233,0.4495 ± 0.0258,0.6997 ± 0.0178,0.5290 ± 0.0218,0.5601 ± 0.0188,0.5400 ± 0.0201,0.7095 ± 0.0201,0.5544 ± 0.0183,0.4568 ± 0.0239,0.4519 ± 0.0194,0.4503 ± 0.0213,0.7024 ± 0.0147,0.5280 ± 0.0196,0.5544 ± 0.0183,0.5380 ± 0.0187,0.7111 ± 0.0150
adaboost,0.5626 ± 0.0206,0.4649 ± 0.0388,0.4516 ± 0.0236,0.4484 ± 0.0288,0.7054 ± 0.0183,0.5314 ± 0.0251,0.5626 ± 0.0206,0.5398 ± 0.0207,0.7202 ± 0.0179,0.5612 ± 0.0151,0.4647 ± 0.0244,0.4515 ± 0.0190,0.4491 ± 0.0218,0.6925 ± 0.0150,0.5300 ± 0.0180,0.5612 ± 0.0151,0.5390 ± 0.0165,0.7041 ± 0.0145
svm,0.5919 ± 0.0249,0.4312 ± 0.0691,0.4586 ± 0.0210,0.4224 ± 0.0200,0.7204 ± 0.0188,0.5163 ± 0.0384,0.5919 ± 0.0249,0.5383 ± 0.0204,0.7369 ± 0.0195,0.5868 ± 0.0138,0.4456 ± 0.0368,0.4550 ± 0.0155,0.4221 ± 0.0177,0.7164 ± 0.0123,0.5218 ± 0.0249,0.5868 ± 0.0138,0.5355 ± 0.0157,0.7301 ± 0.0126
logistic_regression,0.5484 ± 0.0266,0.4831 ± 0.0347,0.4854 ± 0.0365,0.4823 ± 0.0342,0.6596 ± 0.0165,0.5548 ± 0.0304,0.5484 ± 0.0266,0.5501 ± 0.0271,0.6746 ± 0.0194,0.5420 ± 0.0236,0.4792 ± 0.0218,0.4813 ± 0.0220,0.4794 ± 0.0221,0.6510 ± 0.0189,0.5530 ± 0.0216,0.5420 ± 0.0236,0.5468 ± 0.0227,0.6663 ± 0.0184
knn,0.5451 ± 0.0167,0.4387 ± 0.0334,0.4083 ± 0.0216,0.3943 ± 0.0287,0.6510 ± 0.0237,0.5033 ± 0.0257,0.5451 ± 0.0167,0.4950 ± 0.0220,0.6747 ± 0.0216,0.5465 ± 0.0111,0.4463 ± 0.0181,0.4150 ± 0.0139,0.4035 ± 0.0167,0.6558 ± 0.0098,0.5082 ± 0.0153,0.5465 ± 0.0111,0.5002 ± 0.0144,0.6761 ± 0.0096
gaussian_nb,0.5366 ± 0.0341,0.4730 ± 0.0451,0.4587 ± 0.0387,0.4406 ± 0.0346,0.6913 ± 0.0220,0.5565 ± 0.0376,0.5366 ± 0.0341,0.5273 ± 0.0298,0.7097 ± 0.0203,0.5233 ± 0.0143,0.4567 ± 0.0184,0.4524 ± 0.0180,0.4348 ± 0.0221,0.6724 ± 0.0093,0.5431 ± 0.0162,0.5233 ± 0.0143,0.5189 ± 0.0173,0.6909 ± 0.0093
