,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4136 ± 0.0287,0.3434 ± 0.0329,0.3432 ± 0.0315,0.3423 ± 0.0323,0.5103 ± 0.0237,0.4134 ± 0.0298,0.4136 ± 0.0287,0.4127 ± 0.0292,0.5161 ± 0.0246,0.4286 ± 0.0227,0.3675 ± 0.0208,0.3669 ± 0.0201,0.3668 ± 0.0203,0.5269 ± 0.0156,0.4340 ± 0.0198,0.4286 ± 0.0227,0.4310 ± 0.0211,0.5301 ± 0.0171
random_forest,0.5322 ± 0.0099,0.3237 ± 0.1133,0.3406 ± 0.0102,0.2620 ± 0.0198,0.5671 ± 0.0205,0.4039 ± 0.0820,0.5322 ± 0.0099,0.3959 ± 0.0165,0.5805 ± 0.0198,0.5281 ± 0.0047,0.2724 ± 0.0191,0.3357 ± 0.0053,0.2570 ± 0.0095,0.5704 ± 0.0216,0.3671 ± 0.0165,0.5281 ± 0.0047,0.3932 ± 0.0083,0.5805 ± 0.0194
extra_trees,0.5370 ± 0.0191,0.3326 ± 0.0502,0.3629 ± 0.0172,0.3126 ± 0.0214,0.5872 ± 0.0268,0.4181 ± 0.0378,0.5370 ± 0.0191,0.4380 ± 0.0206,0.5971 ± 0.0305,0.5289 ± 0.0106,0.3342 ± 0.0442,0.3539 ± 0.0114,0.3028 ± 0.0152,0.5824 ± 0.0111,0.4136 ± 0.0277,0.5289 ± 0.0106,0.4297 ± 0.0138,0.5918 ± 0.0118
xgboost,0.5051 ± 0.0170,0.3801 ± 0.0566,0.3674 ± 0.0245,0.3474 ± 0.0356,0.5697 ± 0.0305,0.4412 ± 0.0355,0.5051 ± 0.0170,0.4501 ± 0.0241,0.5750 ± 0.0299,0.5009 ± 0.0116,0.3694 ± 0.0253,0.3623 ± 0.0136,0.3444 ± 0.0177,0.5583 ± 0.0137,0.4348 ± 0.0176,0.5009 ± 0.0116,0.4480 ± 0.0142,0.5651 ± 0.0164
adaboost,0.5231 ± 0.0237,0.4068 ± 0.1128,0.3578 ± 0.0215,0.3158 ± 0.0293,0.5428 ± 0.0317,0.4546 ± 0.0697,0.5231 ± 0.0237,0.4341 ± 0.0250,0.5544 ± 0.0296,0.5116 ± 0.0116,0.3442 ± 0.0401,0.3474 ± 0.0115,0.3063 ± 0.0152,0.5342 ± 0.0206,0.4142 ± 0.0257,0.5116 ± 0.0116,0.4261 ± 0.0134,0.5439 ± 0.0162
svm,0.5399 ± 0.0115,0.3839 ± 0.0965,0.3437 ± 0.0101,0.2599 ± 0.0155,0.5896 ± 0.0209,0.4591 ± 0.0816,0.5399 ± 0.0115,0.3960 ± 0.0147,0.6029 ± 0.0199,0.5362 ± 0.0051,0.3132 ± 0.0478,0.3377 ± 0.0047,0.2492 ± 0.0087,0.5872 ± 0.0134,0.4006 ± 0.0403,0.5362 ± 0.0051,0.3878 ± 0.0078,0.5975 ± 0.0145
logistic_regression,0.4337 ± 0.0231,0.3785 ± 0.0275,0.3794 ± 0.0302,0.3778 ± 0.0283,0.5473 ± 0.0175,0.4457 ± 0.0275,0.4337 ± 0.0231,0.4385 ± 0.0243,0.5551 ± 0.0194,0.4142 ± 0.0088,0.3605 ± 0.0058,0.3604 ± 0.0060,0.3593 ± 0.0059,0.5288 ± 0.0113,0.4312 ± 0.0083,0.4142 ± 0.0088,0.4215 ± 0.0086,0.5355 ± 0.0099
knn,0.5103 ± 0.0249,0.3860 ± 0.0984,0.3446 ± 0.0180,0.2857 ± 0.0301,0.5173 ± 0.0171,0.4446 ± 0.0761,0.5103 ± 0.0249,0.4026 ± 0.0206,0.5233 ± 0.0175,0.5108 ± 0.0210,0.3747 ± 0.0375,0.3480 ± 0.0134,0.2898 ± 0.0228,0.5244 ± 0.0153,0.4378 ± 0.0273,0.5108 ± 0.0210,0.4054 ± 0.0107,0.5259 ± 0.0184
gaussian_nb,0.2033 ± 0.0120,0.4095 ± 0.0814,0.3300 ± 0.0146,0.1545 ± 0.0215,0.5379 ± 0.0187,0.4903 ± 0.1108,0.2033 ± 0.0120,0.1140 ± 0.0236,0.5604 ± 0.0182,0.2148 ± 0.0227,0.3749 ± 0.0274,0.3341 ± 0.0113,0.1766 ± 0.0315,0.5354 ± 0.0109,0.4547 ± 0.0405,0.2148 ± 0.0227,0.1432 ± 0.0350,0.5548 ± 0.0113
