,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5037 ± 0.0365,0.4375 ± 0.0396,0.4381 ± 0.0392,0.4370 ± 0.0393,0.5838 ± 0.0294,0.5043 ± 0.0368,0.5037 ± 0.0365,0.5033 ± 0.0361,0.5944 ± 0.0310,0.5005 ± 0.0199,0.4262 ± 0.0199,0.4252 ± 0.0192,0.4253 ± 0.0195,0.5761 ± 0.0139,0.4983 ± 0.0163,0.5005 ± 0.0199,0.4990 ± 0.0180,0.5905 ± 0.0138
random_forest,0.5864 ± 0.0218,0.5119 ± 0.0401,0.4694 ± 0.0259,0.4683 ± 0.0322,0.7488 ± 0.0132,0.5561 ± 0.0291,0.5864 ± 0.0218,0.5548 ± 0.0241,0.7549 ± 0.0141,0.5835 ± 0.0154,0.4989 ± 0.0170,0.4685 ± 0.0148,0.4685 ± 0.0166,0.7428 ± 0.0111,0.5501 ± 0.0150,0.5835 ± 0.0154,0.5549 ± 0.0155,0.7474 ± 0.0103
extra_trees,0.5912 ± 0.0231,0.4937 ± 0.0524,0.4799 ± 0.0309,0.4724 ± 0.0392,0.7460 ± 0.0145,0.5561 ± 0.0348,0.5912 ± 0.0231,0.5637 ± 0.0264,0.7552 ± 0.0159,0.5764 ± 0.0123,0.4849 ± 0.0245,0.4676 ± 0.0160,0.4642 ± 0.0194,0.7385 ± 0.0086,0.5456 ± 0.0164,0.5764 ± 0.0123,0.5527 ± 0.0138,0.7453 ± 0.0071
xgboost,0.5795 ± 0.0315,0.5018 ± 0.0432,0.4835 ± 0.0347,0.4862 ± 0.0375,0.7352 ± 0.0169,0.5582 ± 0.0332,0.5795 ± 0.0315,0.5638 ± 0.0311,0.7382 ± 0.0186,0.5616 ± 0.0192,0.4806 ± 0.0247,0.4695 ± 0.0241,0.4717 ± 0.0252,0.7131 ± 0.0151,0.5412 ± 0.0233,0.5616 ± 0.0192,0.5484 ± 0.0221,0.7159 ± 0.0153
adaboost,0.5824 ± 0.0143,0.5012 ± 0.0284,0.4725 ± 0.0212,0.4742 ± 0.0245,0.7307 ± 0.0156,0.5531 ± 0.0205,0.5824 ± 0.0143,0.5569 ± 0.0175,0.7412 ± 0.0153,0.5731 ± 0.0150,0.4927 ± 0.0222,0.4718 ± 0.0173,0.4752 ± 0.0192,0.7093 ± 0.0159,0.5468 ± 0.0169,0.5731 ± 0.0150,0.5535 ± 0.0154,0.7165 ± 0.0147
svm,0.5971 ± 0.0194,0.5164 ± 0.0382,0.4796 ± 0.0252,0.4786 ± 0.0316,0.7528 ± 0.0175,0.5643 ± 0.0275,0.5971 ± 0.0194,0.5657 ± 0.0211,0.7587 ± 0.0192,0.5788 ± 0.0126,0.4905 ± 0.0240,0.4598 ± 0.0175,0.4595 ± 0.0217,0.7383 ± 0.0144,0.5427 ± 0.0177,0.5788 ± 0.0126,0.5476 ± 0.0162,0.7413 ± 0.0131
logistic_regression,0.5744 ± 0.0162,0.5193 ± 0.0157,0.5254 ± 0.0166,0.5195 ± 0.0164,0.7033 ± 0.0158,0.5853 ± 0.0154,0.5744 ± 0.0162,0.5778 ± 0.0158,0.7148 ± 0.0143,0.5464 ± 0.0140,0.4892 ± 0.0165,0.4942 ± 0.0181,0.4901 ± 0.0172,0.6752 ± 0.0215,0.5587 ± 0.0132,0.5464 ± 0.0140,0.5515 ± 0.0135,0.6847 ± 0.0173
knn,0.5692 ± 0.0213,0.5009 ± 0.0483,0.4370 ± 0.0279,0.4232 ± 0.0359,0.6667 ± 0.0179,0.5407 ± 0.0390,0.5692 ± 0.0213,0.5113 ± 0.0284,0.6791 ± 0.0166,0.5591 ± 0.0112,0.4750 ± 0.0268,0.4230 ± 0.0138,0.4020 ± 0.0172,0.6522 ± 0.0136,0.5195 ± 0.0209,0.5591 ± 0.0112,0.4937 ± 0.0135,0.6635 ± 0.0126
gaussian_nb,0.5916 ± 0.0239,0.5204 ± 0.0203,0.5158 ± 0.0186,0.5148 ± 0.0196,0.7274 ± 0.0146,0.5913 ± 0.0171,0.5916 ± 0.0239,0.5886 ± 0.0199,0.7376 ± 0.0148,0.5741 ± 0.0093,0.5089 ± 0.0124,0.5096 ± 0.0143,0.5061 ± 0.0130,0.7116 ± 0.0078,0.5793 ± 0.0137,0.5741 ± 0.0093,0.5743 ± 0.0111,0.7212 ± 0.0084
