,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4773 ± 0.0247,0.4076 ± 0.0201,0.4064 ± 0.0206,0.4055 ± 0.0207,0.5625 ± 0.0156,0.4830 ± 0.0196,0.4773 ± 0.0247,0.4789 ± 0.0216,0.5779 ± 0.0175,0.4892 ± 0.0219,0.4212 ± 0.0274,0.4221 ± 0.0287,0.4213 ± 0.0279,0.5722 ± 0.0208,0.4918 ± 0.0241,0.4892 ± 0.0219,0.4902 ± 0.0227,0.5834 ± 0.0199
random_forest,0.5755 ± 0.0170,0.4414 ± 0.0629,0.4341 ± 0.0190,0.4064 ± 0.0222,0.7159 ± 0.0156,0.5113 ± 0.0397,0.5755 ± 0.0170,0.5208 ± 0.0184,0.7362 ± 0.0168,0.5761 ± 0.0177,0.4459 ± 0.0660,0.4318 ± 0.0174,0.4068 ± 0.0199,0.7133 ± 0.0112,0.5119 ± 0.0384,0.5761 ± 0.0177,0.5203 ± 0.0174,0.7301 ± 0.0107
extra_trees,0.5853 ± 0.0147,0.4449 ± 0.0517,0.4535 ± 0.0176,0.4249 ± 0.0221,0.7173 ± 0.0154,0.5222 ± 0.0325,0.5853 ± 0.0147,0.5370 ± 0.0171,0.7377 ± 0.0159,0.5797 ± 0.0145,0.4461 ± 0.0309,0.4480 ± 0.0170,0.4187 ± 0.0192,0.7083 ± 0.0123,0.5208 ± 0.0232,0.5797 ± 0.0145,0.5316 ± 0.0169,0.7256 ± 0.0106
xgboost,0.5696 ± 0.0289,0.4604 ± 0.0462,0.4521 ± 0.0291,0.4451 ± 0.0339,0.7098 ± 0.0208,0.5306 ± 0.0338,0.5696 ± 0.0289,0.5415 ± 0.0287,0.7258 ± 0.0222,0.5635 ± 0.0111,0.4630 ± 0.0218,0.4511 ± 0.0141,0.4488 ± 0.0159,0.7025 ± 0.0091,0.5300 ± 0.0139,0.5635 ± 0.0111,0.5403 ± 0.0115,0.7139 ± 0.0075
adaboost,0.5593 ± 0.0169,0.4467 ± 0.0292,0.4421 ± 0.0188,0.4357 ± 0.0237,0.6766 ± 0.0265,0.5203 ± 0.0175,0.5593 ± 0.0169,0.5328 ± 0.0158,0.6979 ± 0.0255,0.5557 ± 0.0162,0.4522 ± 0.0255,0.4416 ± 0.0198,0.4387 ± 0.0221,0.6788 ± 0.0154,0.5209 ± 0.0192,0.5557 ± 0.0162,0.5318 ± 0.0174,0.6963 ± 0.0141
svm,0.5985 ± 0.0174,0.3761 ± 0.0156,0.4483 ± 0.0183,0.4055 ± 0.0172,0.7046 ± 0.0196,0.4781 ± 0.0163,0.5985 ± 0.0174,0.5280 ± 0.0174,0.7287 ± 0.0208,0.5854 ± 0.0112,0.3637 ± 0.0103,0.4324 ± 0.0130,0.3912 ± 0.0125,0.6981 ± 0.0110,0.4657 ± 0.0114,0.5854 ± 0.0112,0.5148 ± 0.0124,0.7179 ± 0.0112
logistic_regression,0.5136 ± 0.0180,0.4448 ± 0.0203,0.4446 ± 0.0214,0.4433 ± 0.0203,0.6246 ± 0.0188,0.5190 ± 0.0186,0.5136 ± 0.0180,0.5150 ± 0.0168,0.6437 ± 0.0187,0.5008 ± 0.0208,0.4329 ± 0.0210,0.4333 ± 0.0212,0.4327 ± 0.0212,0.6130 ± 0.0190,0.5075 ± 0.0185,0.5008 ± 0.0208,0.5039 ± 0.0197,0.6296 ± 0.0187
knn,0.5575 ± 0.0173,0.4621 ± 0.0555,0.4029 ± 0.0244,0.3820 ± 0.0348,0.6138 ± 0.0242,0.5150 ± 0.0414,0.5575 ± 0.0173,0.4876 ± 0.0259,0.6410 ± 0.0223,0.5431 ± 0.0086,0.4364 ± 0.0185,0.3868 ± 0.0080,0.3632 ± 0.0104,0.6097 ± 0.0078,0.4909 ± 0.0142,0.5431 ± 0.0086,0.4703 ± 0.0086,0.6308 ± 0.0097
gaussian_nb,0.4762 ± 0.0237,0.4705 ± 0.0247,0.4531 ± 0.0220,0.4317 ± 0.0224,0.6493 ± 0.0278,0.5673 ± 0.0248,0.4762 ± 0.0237,0.4956 ± 0.0223,0.6771 ± 0.0256,0.4560 ± 0.0342,0.4585 ± 0.0122,0.4428 ± 0.0177,0.4216 ± 0.0292,0.6278 ± 0.0121,0.5593 ± 0.0126,0.4560 ± 0.0342,0.4790 ± 0.0367,0.6577 ± 0.0138
