,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4209 ± 0.0342,0.3566 ± 0.0336,0.3564 ± 0.0338,0.3559 ± 0.0336,0.5205 ± 0.0269,0.4269 ± 0.0340,0.4209 ± 0.0342,0.4234 ± 0.0339,0.5270 ± 0.0305,0.4208 ± 0.0120,0.3470 ± 0.0175,0.3477 ± 0.0173,0.3471 ± 0.0172,0.5150 ± 0.0120,0.4215 ± 0.0144,0.4208 ± 0.0120,0.4209 ± 0.0125,0.5236 ± 0.0112
random_forest,0.5337 ± 0.0142,0.3616 ± 0.1099,0.3463 ± 0.0147,0.2768 ± 0.0247,0.5751 ± 0.0280,0.4277 ± 0.0655,0.5337 ± 0.0142,0.4082 ± 0.0210,0.5899 ± 0.0272,0.5352 ± 0.0070,0.3415 ± 0.1089,0.3445 ± 0.0105,0.2715 ± 0.0213,0.5781 ± 0.0263,0.4140 ± 0.0630,0.5352 ± 0.0070,0.4056 ± 0.0186,0.5913 ± 0.0283
extra_trees,0.5352 ± 0.0161,0.3415 ± 0.0800,0.3630 ± 0.0149,0.3142 ± 0.0234,0.5775 ± 0.0228,0.4216 ± 0.0491,0.5352 ± 0.0161,0.4386 ± 0.0188,0.5929 ± 0.0253,0.5366 ± 0.0093,0.4251 ± 0.0702,0.3665 ± 0.0119,0.3232 ± 0.0174,0.5808 ± 0.0176,0.4693 ± 0.0410,0.5366 ± 0.0093,0.4453 ± 0.0155,0.5919 ± 0.0209
xgboost,0.5194 ± 0.0314,0.3879 ± 0.0558,0.3792 ± 0.0310,0.3600 ± 0.0381,0.5923 ± 0.0295,0.4542 ± 0.0415,0.5194 ± 0.0314,0.4658 ± 0.0320,0.6064 ± 0.0314,0.5055 ± 0.0141,0.3744 ± 0.0206,0.3675 ± 0.0138,0.3496 ± 0.0167,0.5719 ± 0.0155,0.4408 ± 0.0176,0.5055 ± 0.0141,0.4541 ± 0.0161,0.5826 ± 0.0208
adaboost,0.5205 ± 0.0339,0.3921 ± 0.0759,0.3750 ± 0.0225,0.3476 ± 0.0248,0.5515 ± 0.0258,0.4550 ± 0.0515,0.5205 ± 0.0339,0.4581 ± 0.0249,0.5767 ± 0.0295,0.5241 ± 0.0152,0.3885 ± 0.0343,0.3745 ± 0.0206,0.3454 ± 0.0264,0.5553 ± 0.0249,0.4516 ± 0.0263,0.5241 ± 0.0152,0.4582 ± 0.0224,0.5741 ± 0.0290
svm,0.5403 ± 0.0092,0.3523 ± 0.0418,0.3471 ± 0.0086,0.2697 ± 0.0171,0.5961 ± 0.0211,0.4331 ± 0.0358,0.5403 ± 0.0092,0.4039 ± 0.0148,0.6111 ± 0.0229,0.5358 ± 0.0070,0.2988 ± 0.0382,0.3400 ± 0.0095,0.2568 ± 0.0200,0.5812 ± 0.0164,0.3891 ± 0.0328,0.5358 ± 0.0070,0.3940 ± 0.0175,0.5944 ± 0.0158
logistic_regression,0.4179 ± 0.0148,0.3588 ± 0.0161,0.3588 ± 0.0172,0.3573 ± 0.0161,0.5356 ± 0.0222,0.4300 ± 0.0142,0.4179 ± 0.0148,0.4227 ± 0.0134,0.5452 ± 0.0190,0.4119 ± 0.0190,0.3533 ± 0.0216,0.3523 ± 0.0235,0.3520 ± 0.0226,0.5221 ± 0.0207,0.4268 ± 0.0167,0.4119 ± 0.0190,0.4186 ± 0.0179,0.5338 ± 0.0181
knn,0.5040 ± 0.0236,0.3860 ± 0.0509,0.3533 ± 0.0168,0.3216 ± 0.0220,0.5342 ± 0.0375,0.4431 ± 0.0382,0.5040 ± 0.0236,0.4271 ± 0.0191,0.5400 ± 0.0358,0.5050 ± 0.0201,0.3874 ± 0.0223,0.3549 ± 0.0133,0.3263 ± 0.0159,0.5329 ± 0.0124,0.4458 ± 0.0175,0.5050 ± 0.0201,0.4317 ± 0.0141,0.5369 ± 0.0126
gaussian_nb,0.2418 ± 0.0244,0.3768 ± 0.0515,0.3475 ± 0.0173,0.2160 ± 0.0214,0.5427 ± 0.0199,0.4480 ± 0.0682,0.2418 ± 0.0244,0.1687 ± 0.0200,0.5587 ± 0.0160,0.2448 ± 0.0230,0.3607 ± 0.0284,0.3353 ± 0.0152,0.2279 ± 0.0198,0.5278 ± 0.0097,0.4376 ± 0.0427,0.2448 ± 0.0230,0.1895 ± 0.0248,0.5448 ± 0.0122
