,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.7462 ± 0.0276,0.5985 ± 0.0285,0.5972 ± 0.0283,0.5968 ± 0.0279,0.7669 ± 0.0142,0.7473 ± 0.0219,0.7462 ± 0.0276,0.7459 ± 0.0237,0.8316 ± 0.0183,0.7363 ± 0.0199,0.5976 ± 0.0173,0.5956 ± 0.0187,0.5958 ± 0.0180,0.7658 ± 0.0120,0.7445 ± 0.0177,0.7363 ± 0.0199,0.7398 ± 0.0180,0.8267 ± 0.0168
STACKING_random_forest,0.8443 ± 0.0124,0.7129 ± 0.0221,0.6892 ± 0.0140,0.6932 ± 0.0160,0.8941 ± 0.0095,0.8236 ± 0.0106,0.8443 ± 0.0124,0.8308 ± 0.0106,0.9402 ± 0.0060,0.8401 ± 0.0078,0.7058 ± 0.0196,0.6811 ± 0.0117,0.6850 ± 0.0141,0.8893 ± 0.0040,0.8171 ± 0.0089,0.8401 ± 0.0078,0.8254 ± 0.0077,0.9350 ± 0.0031
STACKING_extra_trees,0.8480 ± 0.0119,0.7184 ± 0.0419,0.6711 ± 0.0130,0.6701 ± 0.0169,0.8941 ± 0.0124,0.8186 ± 0.0162,0.8480 ± 0.0119,0.8240 ± 0.0105,0.9404 ± 0.0068,0.8464 ± 0.0067,0.7169 ± 0.0273,0.6680 ± 0.0102,0.6671 ± 0.0142,0.8900 ± 0.0053,0.8158 ± 0.0107,0.8464 ± 0.0067,0.8217 ± 0.0073,0.9361 ± 0.0027
STACKING_xgboost,0.8322 ± 0.0178,0.7073 ± 0.0308,0.6793 ± 0.0189,0.6833 ± 0.0228,0.8679 ± 0.0132,0.8121 ± 0.0146,0.8322 ± 0.0178,0.8182 ± 0.0143,0.9262 ± 0.0079,0.8223 ± 0.0108,0.6692 ± 0.0164,0.6583 ± 0.0112,0.6583 ± 0.0129,0.8625 ± 0.0054,0.7979 ± 0.0093,0.8223 ± 0.0108,0.8079 ± 0.0093,0.9187 ± 0.0050
STACKING_adaboost,0.8297 ± 0.0115,0.6678 ± 0.0946,0.6313 ± 0.0072,0.6091 ± 0.0127,0.8441 ± 0.0131,0.7822 ± 0.0313,0.8297 ± 0.0115,0.7905 ± 0.0080,0.9164 ± 0.0067,0.8300 ± 0.0079,0.6528 ± 0.0292,0.6332 ± 0.0090,0.6152 ± 0.0136,0.8319 ± 0.0125,0.7797 ± 0.0130,0.8300 ± 0.0079,0.7941 ± 0.0081,0.9087 ± 0.0067
STACKING_svm,0.8121 ± 0.0130,0.6869 ± 0.0232,0.6901 ± 0.0261,0.6865 ± 0.0235,0.8798 ± 0.0172,0.8259 ± 0.0147,0.8121 ± 0.0130,0.8176 ± 0.0118,0.9346 ± 0.0084,0.8102 ± 0.0106,0.6817 ± 0.0134,0.6840 ± 0.0146,0.6823 ± 0.0140,0.8631 ± 0.0061,0.8193 ± 0.0080,0.8102 ± 0.0106,0.8145 ± 0.0092,0.9247 ± 0.0037
STACKING_knn,0.7040 ± 0.0226,0.6392 ± 0.0216,0.6265 ± 0.0361,0.6102 ± 0.0278,0.8196 ± 0.0256,0.7864 ± 0.0162,0.7040 ± 0.0226,0.7263 ± 0.0197,0.8762 ± 0.0167,0.7066 ± 0.0136,0.6316 ± 0.0162,0.6196 ± 0.0228,0.6054 ± 0.0174,0.8180 ± 0.0152,0.7786 ± 0.0139,0.7066 ± 0.0136,0.7245 ± 0.0133,0.8757 ± 0.0109
STACKING_gaussian_nb,0.7590 ± 0.0743,0.6745 ± 0.0177,0.6702 ± 0.0318,0.6532 ± 0.0439,0.8342 ± 0.0239,0.8205 ± 0.0142,0.7590 ± 0.0743,0.7763 ± 0.0546,0.9045 ± 0.0126,0.7464 ± 0.0469,0.6611 ± 0.0167,0.6602 ± 0.0184,0.6431 ± 0.0240,0.7954 ± 0.0238,0.8088 ± 0.0155,0.7464 ± 0.0469,0.7664 ± 0.0324,0.8722 ± 0.0108
