seed,fold,class,feature,mean_abs_shap
7,2,0,NP3RTCON_max,0.06594102992311365
7,2,0,NP3RTCON_std,0.06501539276473366
7,2,0,NP3BRADY_min,0.0640947688979153
7,2,0,ENRLGBA,0.06362894286053117
7,2,0,NP3PRSPL_mean,0.06306061414715593
7,2,0,NP3PSTBL_min,0.061183843336651986
7,2,0,NP3RIGRU_mean,0.05857226341806264
7,2,0,NP2TRMR_mean,0.05799175899833056
7,2,0,NP3HMOVR_mean,0.05518150877799028
7,2,0,NP3BRADY_mean,0.05442837116088872
7,2,0,NP3RIGRU_min,0.053221238645300664
7,2,0,NP3RTCON_mean,0.050384170836923016
7,2,0,NP3PRSPR_max,0.04917064970115018
7,2,0,NP3PRSPR_std,0.049048743216406385
7,2,0,NP3RIGLL_std,0.048678645776441896
7,2,0,NP3GAIT_mean,0.04853756691108149
7,2,0,NP3PRSPL_std,0.047030609241282065
7,2,0,NP3PRSPL_max,0.0455313423561263
7,2,0,NP3BRADY_max,0.04548922339969232
7,2,0,NP2HYGN_max,0.0453208503578966
7,2,0,NP3RTARU_max,0.04517573264201422
7,2,0,NP3FACXP_mean,0.04511348025378554
7,2,0,NP3HMOVL_min,0.043504927694130634
7,2,0,NP2TRMR_max,0.04297779997894992
7,2,0,NP2TRMR_min,0.042299021424338674
7,2,0,NP2WALK_mean,0.041697295413157164
7,2,0,NP3RTCON_min,0.041584110443253476
7,2,0,NP3FACXP_min,0.041582589719692004
7,2,0,NP3RIGLU_mean,0.03984820232133063
7,2,0,NP3SPCH_min,0.03946243994077619
7,2,0,NP3FTAPR_min,0.039123955944786376
7,2,0,NP3BRADY_var,0.03897455995913475
7,2,0,NP3HMOVL_mean,0.03823242938781939
7,2,0,NP3PSTBL_mean,0.038177696533476684
7,2,0,NP3RIGRU_max,0.0381522013518067
7,2,0,NP3RTARU_std,0.037307191020267284
7,2,0,NP3RIGRL_std,0.03721948965309805
7,2,0,NP3PRSPR_mean,0.03686136815763948
