seed,fold,feature,mean_abs_shap
7,2,NP3RTCON_max,0.06801550979448527
7,2,ENRLGBA,0.06751393304804312
7,2,NP3RTCON_std,0.06615680381280513
7,2,NP3BRADY_min,0.06337730868688188
7,2,NP2TRMR_mean,0.06286617880326949
7,2,NP3PRSPL_mean,0.05893557641302126
7,2,NP3BRADY_mean,0.05582117878516823
7,2,NP3GAIT_mean,0.05441325406007285
7,2,NP3RIGRU_mean,0.054219716288569836
7,2,NP3RTCON_mean,0.0528977134605292
7,2,NP3RIGLL_std,0.05276391212345557
7,2,NP3HMOVR_mean,0.05227143248983543
7,2,NP3PRSPL_max,0.051383508065115976
7,2,NP3BRADY_max,0.049692866008567475
7,2,NP2TRMR_max,0.049572640889672295
7,2,NP3RIGRU_min,0.04828095266794915
7,2,NP3PSTBL_min,0.047991773251806334
7,2,NP3PSTBL_mean,0.04788646415776803
7,2,NP3PRSPR_std,0.04781885190796878
7,2,NP3PRSPL_std,0.04727059711287793
7,2,NP3RTARU_max,0.04573590074122417
7,2,NP3FACXP_mean,0.045137496525577615
7,2,NP3HMOVL_min,0.044055168483504534
7,2,NP2HOBB_std,0.04383675460484634
7,2,NP3RIGLU_mean,0.04243732441794626
7,2,NP3PRSPR_max,0.04182642199590165
7,2,NP2HYGN_max,0.041706635035993665
7,2,NP3RTCON_min,0.04153704445479576
7,2,NP3HMOVL_mean,0.04133246706974663
7,2,NP2TRMR_min,0.041204333007893244
7,2,NP3POSTR_max,0.03988791874916856
7,2,NP3BRADY_var,0.03976149400050695
7,2,NP2WALK_mean,0.03828205398617783
7,2,NP3RIGRU_max,0.038009977458765755
7,2,NP3RTARU_std,0.037820670336065856
7,2,NP2WALK_max,0.03690054829417431
7,2,NP2TRMR_std,0.03682742475108051
7,2,NP1SLPD_mean,0.03627335812828137
7,2,NP2HYGN_std,0.036191554524117285
7,2,NP3RIGLU_min,0.035727082411161355
7,2,NP3BRADY_std,0.035446760696822524
7,2,NP3FACXP_min,0.03524799094975355
7,2,NP3RISNG_mean,0.03515424629556895
7,2,NP3RTALU_max,0.034903185810966866
7,2,NP3PRSPL_min,0.034674621079780824
7,2,NP1LTHD_mean,0.034642051625788546
7,2,NP3RIGRL_max,0.03456023185744788
7,2,NP3SPCH_std,0.03416735827311366
7,2,NP3PRSPR_mean,0.03410940874317669
7,2,NP3PSTBL_std,0.03398883458235521
7,2,SEX,0.03377124054254326
7,2,NP3LGAGR_max,0.033727157632121196
7,2,NP3FTAPR_min,0.033334648365697404
7,2,NP3RIGLU_max,0.03289325213698199
7,2,NP3HMOVR_min,0.03272690624473701
7,2,NP3RIGRL_std,0.032598550671899616
7,2,NP3GAIT_max,0.03241377565898509
7,2,NP2HOBB_max,0.0323369816257711
7,2,NP3GAIT_min,0.03224999699786128
7,2,NP3RTALU_mean,0.03218690996042936
7,2,NP2TURN_std,0.03174365394205427
7,2,NP3SPCH_min,0.03159848195646922
7,2,NP3RIGLL_max,0.03159357847270194
