epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.5586171915402284,0.37363458807403976,0.9054054054054054,0.9113924050632911,0.9071310116086235
2,0.28137244425109914,0.2337929811832067,0.9054054054054054,0.9113924050632911,0.9071310116086235
3,0.16509175854357513,0.21352023490377375,0.9121621621621622,0.9202453987730062,0.9107241569928137
4,0.12024395389331353,0.22743577681280472,0.8986486486486487,0.9079754601226994,0.8970886309194767
5,0.08392302175933444,0.25988550929705034,0.8783783783783784,0.891566265060241,0.8747005712179841
6,0.05348821062393285,0.29189377260469906,0.8783783783783784,0.891566265060241,0.8747005712179841
7,0.03303858682488066,0.3072329498198185,0.8851351351351351,0.896969696969697,0.8821632577851484
8,0.026130020926782006,0.31861338380887805,0.8851351351351351,0.896969696969697,0.8821632577851484
9,0.014445868087932467,0.35243425151408725,0.8716216216216216,0.8862275449101796,0.86723788465082
10,0.010120199996399114,0.3648260034655372,0.8851351351351351,0.896969696969697,0.8821632577851484
11,0.008028165119498767,0.3956432627274881,0.8716216216216216,0.8862275449101796,0.86723788465082
12,0.005649601881757278,0.40881853603216745,0.8783783783783784,0.8902439024390244,0.8759904182789755
13,0.00489639671207909,0.42367313157553105,0.8783783783783784,0.891566265060241,0.8747005712179841
14,0.0041034930644044025,0.43535357741780606,0.8851351351351351,0.896969696969697,0.8821632577851484
15,0.0028749869002117397,0.44126730500028244,0.8851351351351351,0.896969696969697,0.8821632577851484
16,0.0023830125188593425,0.4551690105034976,0.8851351351351351,0.8957055214723927,0.8834531048461396
17,0.0022971823849287387,0.44832615747460247,0.8918918918918919,0.9024390243902439,0.8896259443523125
18,0.0027891721059662617,0.44293655276792504,0.8918918918918919,0.9024390243902439,0.8896259443523125
