Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.7128 ± 0.0361,0.5102 ± 0.0354,0.5169 ± 0.0540,0.5105 ± 0.0417,0.7058 ± 0.0309,0.7272 ± 0.0300,0.7128 ± 0.0361,0.7186 ± 0.0329,0.7895 ± 0.0277,0.6967 ± 0.0141,0.4921 ± 0.0321,0.4892 ± 0.0334,0.4894 ± 0.0319,0.6890 ± 0.0184,0.7125 ± 0.0130,0.6967 ± 0.0141,0.7039 ± 0.0128,0.7778 ± 0.0105
0.8355 ± 0.0118,0.4557 ± 0.0847,0.4842 ± 0.0076,0.4510 ± 0.0094,0.8930 ± 0.0126,0.7413 ± 0.0384,0.8355 ± 0.0118,0.7768 ± 0.0112,0.9306 ± 0.0071,0.8292 ± 0.0049,0.4406 ± 0.0787,0.4805 ± 0.0029,0.4457 ± 0.0033,0.8866 ± 0.0106,0.7304 ± 0.0338,0.8292 ± 0.0049,0.7698 ± 0.0045,0.9233 ± 0.0063
0.8370 ± 0.0098,0.4940 ± 0.1208,0.4890 ± 0.0136,0.4595 ± 0.0222,0.8818 ± 0.0127,0.7506 ± 0.0447,0.8370 ± 0.0098,0.7793 ± 0.0097,0.9243 ± 0.0066,0.8283 ± 0.0044,0.4405 ± 0.0789,0.4802 ± 0.0032,0.4461 ± 0.0047,0.8838 ± 0.0067,0.7301 ± 0.0343,0.8283 ± 0.0044,0.7695 ± 0.0042,0.9216 ± 0.0041
0.8355 ± 0.0113,0.6621 ± 0.1049,0.5344 ± 0.0276,0.5344 ± 0.0350,0.8754 ± 0.0199,0.7966 ± 0.0232,0.8355 ± 0.0113,0.7951 ± 0.0096,0.9223 ± 0.0099,0.8186 ± 0.0084,0.6305 ± 0.0577,0.5118 ± 0.0203,0.5106 ± 0.0284,0.8598 ± 0.0129,0.7669 ± 0.0152,0.8186 ± 0.0084,0.7756 ± 0.0089,0.9125 ± 0.0064
0.7883 ± 0.0206,0.5808 ± 0.0761,0.5504 ± 0.0618,0.5507 ± 0.0613,0.8493 ± 0.0128,0.7652 ± 0.0169,0.7883 ± 0.0206,0.7730 ± 0.0154,0.9015 ± 0.0091,0.7770 ± 0.0157,0.5912 ± 0.0428,0.5434 ± 0.0275,0.5575 ± 0.0316,0.8488 ± 0.0087,0.7602 ± 0.0129,0.7770 ± 0.0157,0.7668 ± 0.0137,0.8956 ± 0.0081
0.8344 ± 0.0086,0.4169 ± 0.0045,0.4822 ± 0.0052,0.4471 ± 0.0048,0.8844 ± 0.0137,0.7220 ± 0.0079,0.8344 ± 0.0086,0.7740 ± 0.0082,0.9216 ± 0.0062,0.8272 ± 0.0032,0.4134 ± 0.0016,0.4788 ± 0.0019,0.4436 ± 0.0018,0.8758 ± 0.0067,0.7150 ± 0.0028,0.8272 ± 0.0032,0.7669 ± 0.0029,0.9145 ± 0.0037
0.7564 ± 0.0126,0.5728 ± 0.0671,0.5468 ± 0.0296,0.5484 ± 0.0282,0.8354 ± 0.0156,0.7645 ± 0.0124,0.7564 ± 0.0126,0.7585 ± 0.0102,0.8917 ± 0.0053,0.7426 ± 0.0121,0.5304 ± 0.0142,0.5208 ± 0.0165,0.5244 ± 0.0149,0.8252 ± 0.0086,0.7481 ± 0.0110,0.7426 ± 0.0121,0.7450 ± 0.0109,0.8830 ± 0.0045
0.6560 ± 0.0106,0.3991 ± 0.0302,0.3828 ± 0.0089,0.3628 ± 0.0141,0.7484 ± 0.0226,0.6395 ± 0.0148,0.6560 ± 0.0106,0.6073 ± 0.0116,0.8369 ± 0.0126,0.6596 ± 0.0069,0.4052 ± 0.0202,0.3875 ± 0.0070,0.3683 ± 0.0106,0.7297 ± 0.0104,0.6394 ± 0.0115,0.6596 ± 0.0069,0.6118 ± 0.0086,0.8213 ± 0.0084
0.4747 ± 0.0614,0.4533 ± 0.0397,0.4745 ± 0.0708,0.3676 ± 0.0497,0.7342 ± 0.0515,0.6984 ± 0.0438,0.4747 ± 0.0614,0.5042 ± 0.0539,0.8412 ± 0.0182,0.4772 ± 0.0479,0.4496 ± 0.0145,0.4622 ± 0.0297,0.3745 ± 0.0289,0.7194 ± 0.0193,0.6917 ± 0.0179,0.4772 ± 0.0479,0.5161 ± 0.0421,0.8268 ± 0.0099
