Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
0.4480 ± 0.0207,0.2992 ± 0.0266,0.3102 ± 0.0460,0.3017 ± 0.0317,0.5453 ± 0.0248,0.4570 ± 0.0175,0.4480 ± 0.0207,0.4514 ± 0.0186,0.5610 ± 0.0148,0.4508 ± 0.0263,0.2995 ± 0.0246,0.3014 ± 0.0263,0.2999 ± 0.0254,0.5413 ± 0.0178,0.4581 ± 0.0245,0.4508 ± 0.0263,0.4541 ± 0.0252,0.5623 ± 0.0203
0.5912 ± 0.0165,0.2959 ± 0.0087,0.3410 ± 0.0096,0.3161 ± 0.0088,0.6796 ± 0.0276,0.5123 ± 0.0150,0.5912 ± 0.0165,0.5475 ± 0.0153,0.6998 ± 0.0207,0.5829 ± 0.0134,0.2907 ± 0.0068,0.3368 ± 0.0079,0.3120 ± 0.0073,0.6701 ± 0.0154,0.5027 ± 0.0117,0.5829 ± 0.0134,0.5397 ± 0.0125,0.6870 ± 0.0132
0.6143 ± 0.0212,0.3074 ± 0.0108,0.3546 ± 0.0125,0.3286 ± 0.0115,0.6909 ± 0.0184,0.5327 ± 0.0188,0.6143 ± 0.0212,0.5693 ± 0.0198,0.7160 ± 0.0129,0.6011 ± 0.0135,0.3001 ± 0.0070,0.3475 ± 0.0080,0.3220 ± 0.0075,0.6734 ± 0.0193,0.5191 ± 0.0121,0.6011 ± 0.0135,0.5570 ± 0.0129,0.6992 ± 0.0110
0.6040 ± 0.0250,0.3305 ± 0.0337,0.3512 ± 0.0150,0.3314 ± 0.0148,0.6776 ± 0.0272,0.5421 ± 0.0247,0.6040 ± 0.0250,0.5668 ± 0.0230,0.7173 ± 0.0138,0.5882 ± 0.0082,0.3186 ± 0.0193,0.3425 ± 0.0049,0.3228 ± 0.0060,0.6660 ± 0.0132,0.5244 ± 0.0104,0.5882 ± 0.0082,0.5511 ± 0.0066,0.7010 ± 0.0091
0.5634 ± 0.0340,0.3387 ± 0.0582,0.3405 ± 0.0294,0.3269 ± 0.0369,0.6569 ± 0.0143,0.5164 ± 0.0272,0.5634 ± 0.0340,0.5317 ± 0.0291,0.6512 ± 0.0240,0.5533 ± 0.0164,0.3132 ± 0.0256,0.3255 ± 0.0111,0.3106 ± 0.0142,0.6410 ± 0.0180,0.5012 ± 0.0175,0.5533 ± 0.0164,0.5219 ± 0.0159,0.6354 ± 0.0162
0.5971 ± 0.0192,0.2982 ± 0.0100,0.3445 ± 0.0115,0.3192 ± 0.0108,0.7023 ± 0.0212,0.5167 ± 0.0174,0.5971 ± 0.0192,0.5531 ± 0.0185,0.7060 ± 0.0115,0.5896 ± 0.0117,0.2944 ± 0.0058,0.3410 ± 0.0067,0.3159 ± 0.0062,0.6923 ± 0.0101,0.5093 ± 0.0099,0.5896 ± 0.0117,0.5464 ± 0.0107,0.7010 ± 0.0107
0.4868 ± 0.0203,0.3545 ± 0.0783,0.3367 ± 0.0286,0.3388 ± 0.0366,0.6238 ± 0.0178,0.5062 ± 0.0224,0.4868 ± 0.0203,0.4943 ± 0.0193,0.6354 ± 0.0180,0.4925 ± 0.0193,0.3428 ± 0.0192,0.3345 ± 0.0208,0.3371 ± 0.0199,0.6201 ± 0.0210,0.5063 ± 0.0202,0.4925 ± 0.0193,0.4987 ± 0.0197,0.6355 ± 0.0203
0.4864 ± 0.0200,0.2888 ± 0.0358,0.2846 ± 0.0163,0.2590 ± 0.0199,0.5645 ± 0.0174,0.4573 ± 0.0313,0.4864 ± 0.0200,0.4299 ± 0.0225,0.5887 ± 0.0125,0.4855 ± 0.0201,0.2910 ± 0.0253,0.2868 ± 0.0144,0.2608 ± 0.0190,0.5607 ± 0.0118,0.4611 ± 0.0288,0.4855 ± 0.0201,0.4291 ± 0.0236,0.5846 ± 0.0155
0.1249 ± 0.0220,0.2872 ± 0.0254,0.2879 ± 0.0673,0.1209 ± 0.0206,0.5432 ± 0.0429,0.4400 ± 0.0440,0.1249 ± 0.0220,0.1128 ± 0.0101,0.5479 ± 0.0131,0.1382 ± 0.0231,0.2658 ± 0.0338,0.2834 ± 0.0385,0.1292 ± 0.0178,0.5293 ± 0.0313,0.4028 ± 0.0556,0.1382 ± 0.0231,0.1283 ± 0.0218,0.5346 ± 0.0155
