,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7454 ± 0.0259,0.6100 ± 0.0235,0.6075 ± 0.0266,0.6070 ± 0.0245,0.7396 ± 0.0187,0.7591 ± 0.0192,0.7454 ± 0.0259,0.7508 ± 0.0210,0.8074 ± 0.0183,0.7442 ± 0.0134,0.6103 ± 0.0196,0.6096 ± 0.0213,0.6091 ± 0.0202,0.7399 ± 0.0136,0.7564 ± 0.0132,0.7442 ± 0.0134,0.7498 ± 0.0129,0.8052 ± 0.0102
random_forest,0.8641 ± 0.0063,0.8038 ± 0.0820,0.6630 ± 0.0071,0.6459 ± 0.0148,0.8882 ± 0.0111,0.8466 ± 0.0266,0.8641 ± 0.0063,0.8246 ± 0.0049,0.9386 ± 0.0075,0.8553 ± 0.0058,0.7204 ± 0.0529,0.6545 ± 0.0099,0.6375 ± 0.0168,0.8872 ± 0.0073,0.8158 ± 0.0191,0.8553 ± 0.0058,0.8177 ± 0.0081,0.9371 ± 0.0040
extra_trees,0.8626 ± 0.0076,0.7811 ± 0.1078,0.6611 ± 0.0120,0.6432 ± 0.0220,0.8887 ± 0.0137,0.8385 ± 0.0357,0.8626 ± 0.0076,0.8230 ± 0.0083,0.9389 ± 0.0094,0.8577 ± 0.0049,0.7471 ± 0.0522,0.6548 ± 0.0078,0.6360 ± 0.0148,0.8899 ± 0.0070,0.8247 ± 0.0178,0.8577 ± 0.0049,0.8184 ± 0.0055,0.9381 ± 0.0042
xgboost,0.8495 ± 0.0123,0.7069 ± 0.0603,0.6579 ± 0.0135,0.6468 ± 0.0204,0.8906 ± 0.0092,0.8112 ± 0.0225,0.8495 ± 0.0123,0.8171 ± 0.0109,0.9393 ± 0.0059,0.8454 ± 0.0068,0.6937 ± 0.0385,0.6581 ± 0.0125,0.6511 ± 0.0181,0.8798 ± 0.0075,0.8072 ± 0.0140,0.8454 ± 0.0068,0.8172 ± 0.0081,0.9314 ± 0.0034
adaboost,0.8051 ± 0.0195,0.6573 ± 0.0266,0.6547 ± 0.0196,0.6538 ± 0.0216,0.8490 ± 0.0140,0.7972 ± 0.0128,0.8051 ± 0.0195,0.7998 ± 0.0142,0.9216 ± 0.0060,0.7942 ± 0.0129,0.6485 ± 0.0208,0.6495 ± 0.0207,0.6486 ± 0.0207,0.8321 ± 0.0067,0.7931 ± 0.0127,0.7942 ± 0.0129,0.7934 ± 0.0122,0.9112 ± 0.0042
svm,0.8469 ± 0.0153,0.6706 ± 0.0419,0.6535 ± 0.0129,0.6405 ± 0.0178,0.8752 ± 0.0122,0.8020 ± 0.0152,0.8469 ± 0.0153,0.8160 ± 0.0105,0.9319 ± 0.0070,0.8428 ± 0.0039,0.6831 ± 0.0167,0.6590 ± 0.0082,0.6535 ± 0.0119,0.8726 ± 0.0115,0.8050 ± 0.0076,0.8428 ± 0.0039,0.8173 ± 0.0055,0.9287 ± 0.0052
logistic_regression,0.7821 ± 0.0124,0.6556 ± 0.0193,0.6567 ± 0.0229,0.6531 ± 0.0198,0.8478 ± 0.0151,0.8043 ± 0.0115,0.7821 ± 0.0124,0.7912 ± 0.0106,0.9129 ± 0.0066,0.7825 ± 0.0077,0.6533 ± 0.0110,0.6543 ± 0.0125,0.6524 ± 0.0117,0.8463 ± 0.0126,0.7993 ± 0.0076,0.7825 ± 0.0077,0.7901 ± 0.0071,0.9098 ± 0.0058
knn,0.6520 ± 0.0187,0.6454 ± 0.0157,0.6082 ± 0.0224,0.5720 ± 0.0183,0.8119 ± 0.0175,0.8051 ± 0.0176,0.6520 ± 0.0187,0.6807 ± 0.0181,0.8666 ± 0.0124,0.6351 ± 0.0164,0.6503 ± 0.0105,0.6120 ± 0.0162,0.5630 ± 0.0133,0.8052 ± 0.0090,0.8097 ± 0.0107,0.6351 ± 0.0164,0.6639 ± 0.0145,0.8566 ± 0.0091
gaussian_nb,0.7330 ± 0.0448,0.6549 ± 0.0316,0.6490 ± 0.0421,0.6333 ± 0.0395,0.8350 ± 0.0227,0.8057 ± 0.0245,0.7330 ± 0.0448,0.7561 ± 0.0355,0.8993 ± 0.0148,0.7129 ± 0.0266,0.6353 ± 0.0128,0.6255 ± 0.0182,0.6129 ± 0.0182,0.8178 ± 0.0099,0.7899 ± 0.0108,0.7129 ± 0.0266,0.7398 ± 0.0210,0.8867 ± 0.0061
