,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7652 ± 0.0291,0.6312 ± 0.0295,0.6308 ± 0.0317,0.6294 ± 0.0310,0.7554 ± 0.0223,0.7710 ± 0.0246,0.7652 ± 0.0291,0.7669 ± 0.0259,0.8199 ± 0.0219,0.7520 ± 0.0157,0.6218 ± 0.0200,0.6217 ± 0.0217,0.6209 ± 0.0205,0.7481 ± 0.0149,0.7650 ± 0.0162,0.7520 ± 0.0157,0.7581 ± 0.0153,0.8117 ± 0.0128
random_forest,0.8725 ± 0.0110,0.8370 ± 0.0756,0.6903 ± 0.0150,0.6922 ± 0.0223,0.8916 ± 0.0124,0.8637 ± 0.0280,0.8725 ± 0.0110,0.8431 ± 0.0114,0.9406 ± 0.0074,0.8640 ± 0.0063,0.7720 ± 0.0429,0.6752 ± 0.0160,0.6705 ± 0.0255,0.8929 ± 0.0074,0.8383 ± 0.0164,0.8640 ± 0.0063,0.8325 ± 0.0107,0.9393 ± 0.0042
extra_trees,0.8674 ± 0.0100,0.8603 ± 0.0627,0.6680 ± 0.0157,0.6535 ± 0.0259,0.8849 ± 0.0096,0.8660 ± 0.0231,0.8674 ± 0.0100,0.8283 ± 0.0132,0.9377 ± 0.0069,0.8591 ± 0.0046,0.8068 ± 0.0501,0.6541 ± 0.0052,0.6333 ± 0.0086,0.8919 ± 0.0064,0.8435 ± 0.0172,0.8591 ± 0.0046,0.8178 ± 0.0049,0.9389 ± 0.0035
xgboost,0.8469 ± 0.0138,0.6943 ± 0.0388,0.6677 ± 0.0201,0.6636 ± 0.0268,0.8854 ± 0.0114,0.8120 ± 0.0170,0.8469 ± 0.0138,0.8227 ± 0.0130,0.9354 ± 0.0066,0.8382 ± 0.0078,0.6824 ± 0.0266,0.6599 ± 0.0129,0.6569 ± 0.0168,0.8790 ± 0.0108,0.8039 ± 0.0112,0.8382 ± 0.0078,0.8157 ± 0.0088,0.9301 ± 0.0056
adaboost,0.8147 ± 0.0236,0.6857 ± 0.0330,0.6786 ± 0.0235,0.6791 ± 0.0253,0.8594 ± 0.0123,0.8135 ± 0.0148,0.8147 ± 0.0236,0.8125 ± 0.0175,0.9259 ± 0.0071,0.7852 ± 0.0124,0.6607 ± 0.0133,0.6631 ± 0.0149,0.6599 ± 0.0146,0.8488 ± 0.0077,0.8028 ± 0.0069,0.7852 ± 0.0124,0.7927 ± 0.0097,0.9192 ± 0.0038
svm,0.8513 ± 0.0131,0.7167 ± 0.0431,0.6726 ± 0.0123,0.6702 ± 0.0166,0.8795 ± 0.0110,0.8204 ± 0.0177,0.8513 ± 0.0131,0.8265 ± 0.0106,0.9332 ± 0.0063,0.8399 ± 0.0048,0.6912 ± 0.0194,0.6645 ± 0.0110,0.6630 ± 0.0151,0.8715 ± 0.0102,0.8069 ± 0.0086,0.8399 ± 0.0048,0.8179 ± 0.0066,0.9280 ± 0.0049
logistic_regression,0.7714 ± 0.0177,0.6475 ± 0.0204,0.6470 ± 0.0248,0.6442 ± 0.0223,0.8523 ± 0.0127,0.7952 ± 0.0132,0.7714 ± 0.0177,0.7812 ± 0.0149,0.9159 ± 0.0063,0.7653 ± 0.0142,0.6430 ± 0.0185,0.6428 ± 0.0218,0.6400 ± 0.0194,0.8412 ± 0.0160,0.7920 ± 0.0150,0.7653 ± 0.0142,0.7770 ± 0.0142,0.9067 ± 0.0087
knn,0.7619 ± 0.0234,0.6570 ± 0.0210,0.6547 ± 0.0312,0.6446 ± 0.0272,0.8382 ± 0.0188,0.7982 ± 0.0152,0.7619 ± 0.0234,0.7683 ± 0.0219,0.8992 ± 0.0131,0.7492 ± 0.0152,0.6539 ± 0.0144,0.6504 ± 0.0188,0.6387 ± 0.0175,0.8351 ± 0.0078,0.7967 ± 0.0103,0.7492 ± 0.0152,0.7602 ± 0.0131,0.8968 ± 0.0047
gaussian_nb,0.7315 ± 0.0394,0.6704 ± 0.0317,0.6670 ± 0.0472,0.6401 ± 0.0415,0.8489 ± 0.0176,0.8209 ± 0.0255,0.7315 ± 0.0394,0.7543 ± 0.0352,0.9079 ± 0.0138,0.7052 ± 0.0276,0.6434 ± 0.0146,0.6348 ± 0.0230,0.6125 ± 0.0232,0.8301 ± 0.0092,0.7967 ± 0.0126,0.7052 ± 0.0276,0.7316 ± 0.0244,0.8941 ± 0.0054
