,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7513 ± 0.0224,0.6254 ± 0.0264,0.6261 ± 0.0314,0.6232 ± 0.0276,0.7509 ± 0.0205,0.7694 ± 0.0209,0.7513 ± 0.0224,0.7587 ± 0.0206,0.8136 ± 0.0174,0.7558 ± 0.0223,0.6252 ± 0.0236,0.6242 ± 0.0255,0.6241 ± 0.0250,0.7500 ± 0.0174,0.7662 ± 0.0149,0.7558 ± 0.0223,0.7606 ± 0.0189,0.8136 ± 0.0153
random_forest,0.8707 ± 0.0071,0.8769 ± 0.0501,0.6747 ± 0.0108,0.6645 ± 0.0182,0.8913 ± 0.0099,0.8736 ± 0.0154,0.8707 ± 0.0071,0.8337 ± 0.0093,0.9399 ± 0.0071,0.8626 ± 0.0039,0.8200 ± 0.0367,0.6621 ± 0.0095,0.6471 ± 0.0174,0.8928 ± 0.0081,0.8498 ± 0.0132,0.8626 ± 0.0039,0.8239 ± 0.0066,0.9393 ± 0.0042
extra_trees,0.8641 ± 0.0107,0.8415 ± 0.0784,0.6647 ± 0.0134,0.6496 ± 0.0208,0.8885 ± 0.0115,0.8583 ± 0.0277,0.8641 ± 0.0107,0.8251 ± 0.0121,0.9382 ± 0.0076,0.8612 ± 0.0048,0.8488 ± 0.0421,0.6630 ± 0.0101,0.6501 ± 0.0177,0.8908 ± 0.0073,0.8580 ± 0.0133,0.8612 ± 0.0048,0.8234 ± 0.0077,0.9383 ± 0.0036
xgboost,0.8513 ± 0.0107,0.7115 ± 0.0481,0.6693 ± 0.0151,0.6653 ± 0.0226,0.8871 ± 0.0121,0.8167 ± 0.0173,0.8513 ± 0.0107,0.8244 ± 0.0106,0.9365 ± 0.0069,0.8426 ± 0.0059,0.6883 ± 0.0333,0.6592 ± 0.0122,0.6540 ± 0.0181,0.8791 ± 0.0106,0.8054 ± 0.0114,0.8426 ± 0.0059,0.8167 ± 0.0069,0.9302 ± 0.0055
adaboost,0.8209 ± 0.0168,0.6582 ± 0.0367,0.6523 ± 0.0223,0.6495 ± 0.0279,0.8580 ± 0.0134,0.7945 ± 0.0188,0.8209 ± 0.0168,0.8049 ± 0.0165,0.9242 ± 0.0061,0.8148 ± 0.0110,0.6590 ± 0.0229,0.6540 ± 0.0167,0.6536 ± 0.0192,0.8464 ± 0.0070,0.7942 ± 0.0118,0.8148 ± 0.0110,0.8033 ± 0.0109,0.9172 ± 0.0040
svm,0.8612 ± 0.0072,0.7417 ± 0.1545,0.6517 ± 0.0066,0.6236 ± 0.0138,0.8658 ± 0.0128,0.8228 ± 0.0486,0.8612 ± 0.0072,0.8158 ± 0.0062,0.9256 ± 0.0074,0.8497 ± 0.0047,0.6680 ± 0.1172,0.6379 ± 0.0051,0.6058 ± 0.0085,0.8649 ± 0.0072,0.7923 ± 0.0390,0.8497 ± 0.0047,0.8036 ± 0.0051,0.9230 ± 0.0040
logistic_regression,0.7524 ± 0.0202,0.6264 ± 0.0255,0.6236 ± 0.0321,0.6223 ± 0.0280,0.8139 ± 0.0129,0.7771 ± 0.0162,0.7524 ± 0.0202,0.7629 ± 0.0176,0.8844 ± 0.0081,0.7469 ± 0.0108,0.6221 ± 0.0126,0.6200 ± 0.0149,0.6191 ± 0.0135,0.8093 ± 0.0145,0.7701 ± 0.0092,0.7469 ± 0.0108,0.7575 ± 0.0091,0.8804 ± 0.0090
knn,0.7897 ± 0.0268,0.6544 ± 0.0440,0.6271 ± 0.0317,0.6236 ± 0.0377,0.8364 ± 0.0205,0.7730 ± 0.0255,0.7897 ± 0.0268,0.7682 ± 0.0289,0.8992 ± 0.0164,0.7893 ± 0.0082,0.6415 ± 0.0261,0.6206 ± 0.0153,0.6151 ± 0.0199,0.8318 ± 0.0093,0.7667 ± 0.0121,0.7893 ± 0.0082,0.7661 ± 0.0090,0.8949 ± 0.0047
gaussian_nb,0.7158 ± 0.0337,0.6636 ± 0.0247,0.6535 ± 0.0376,0.6249 ± 0.0330,0.8477 ± 0.0172,0.8180 ± 0.0214,0.7158 ± 0.0337,0.7402 ± 0.0307,0.9076 ± 0.0138,0.6943 ± 0.0348,0.6424 ± 0.0142,0.6299 ± 0.0249,0.6039 ± 0.0284,0.8302 ± 0.0082,0.7971 ± 0.0120,0.6943 ± 0.0348,0.7211 ± 0.0322,0.8940 ± 0.0051
