,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7487 ± 0.0220,0.6026 ± 0.0279,0.6008 ± 0.0263,0.6004 ± 0.0267,0.7359 ± 0.0188,0.7527 ± 0.0225,0.7487 ± 0.0220,0.7496 ± 0.0210,0.8066 ± 0.0177,0.7294 ± 0.0148,0.5959 ± 0.0172,0.5945 ± 0.0188,0.5942 ± 0.0179,0.7282 ± 0.0128,0.7419 ± 0.0138,0.7294 ± 0.0148,0.7350 ± 0.0138,0.7928 ± 0.0113
random_forest,0.8597 ± 0.0079,0.7775 ± 0.1359,0.6589 ± 0.0162,0.6401 ± 0.0300,0.8971 ± 0.0131,0.8342 ± 0.0462,0.8597 ± 0.0079,0.8193 ± 0.0120,0.9421 ± 0.0080,0.8495 ± 0.0046,0.7179 ± 0.0585,0.6480 ± 0.0105,0.6288 ± 0.0181,0.8925 ± 0.0082,0.8101 ± 0.0213,0.8495 ± 0.0046,0.8106 ± 0.0078,0.9370 ± 0.0042
extra_trees,0.8586 ± 0.0072,0.7509 ± 0.1617,0.6523 ± 0.0128,0.6271 ± 0.0238,0.8937 ± 0.0141,0.8240 ± 0.0563,0.8586 ± 0.0072,0.8147 ± 0.0105,0.9404 ± 0.0087,0.8492 ± 0.0057,0.7315 ± 0.0954,0.6438 ± 0.0101,0.6199 ± 0.0174,0.8887 ± 0.0078,0.8136 ± 0.0326,0.8492 ± 0.0057,0.8075 ± 0.0077,0.9359 ± 0.0046
xgboost,0.8440 ± 0.0140,0.6832 ± 0.0678,0.6555 ± 0.0225,0.6452 ± 0.0329,0.8890 ± 0.0152,0.8023 ± 0.0276,0.8440 ± 0.0140,0.8139 ± 0.0159,0.9370 ± 0.0098,0.8368 ± 0.0105,0.6664 ± 0.0374,0.6476 ± 0.0142,0.6379 ± 0.0192,0.8762 ± 0.0093,0.7944 ± 0.0161,0.8368 ± 0.0105,0.8084 ± 0.0109,0.9287 ± 0.0050
adaboost,0.8099 ± 0.0181,0.6548 ± 0.0289,0.6525 ± 0.0239,0.6514 ± 0.0258,0.8492 ± 0.0196,0.7937 ± 0.0172,0.8099 ± 0.0181,0.8005 ± 0.0170,0.9193 ± 0.0079,0.7914 ± 0.0069,0.6400 ± 0.0181,0.6411 ± 0.0170,0.6401 ± 0.0176,0.8298 ± 0.0087,0.7860 ± 0.0110,0.7914 ± 0.0069,0.7883 ± 0.0086,0.9076 ± 0.0052
svm,0.8484 ± 0.0153,0.7163 ± 0.0609,0.6688 ± 0.0224,0.6648 ± 0.0314,0.8906 ± 0.0174,0.8165 ± 0.0250,0.8484 ± 0.0153,0.8218 ± 0.0156,0.9388 ± 0.0088,0.8332 ± 0.0088,0.6720 ± 0.0239,0.6561 ± 0.0126,0.6527 ± 0.0158,0.8801 ± 0.0053,0.7991 ± 0.0114,0.8332 ± 0.0088,0.8116 ± 0.0093,0.9313 ± 0.0031
logistic_regression,0.7780 ± 0.0180,0.6539 ± 0.0157,0.6537 ± 0.0176,0.6504 ± 0.0165,0.8597 ± 0.0164,0.7984 ± 0.0131,0.7780 ± 0.0180,0.7855 ± 0.0140,0.9203 ± 0.0094,0.7781 ± 0.0088,0.6470 ± 0.0179,0.6477 ± 0.0209,0.6457 ± 0.0188,0.8460 ± 0.0082,0.7950 ± 0.0100,0.7781 ± 0.0088,0.7854 ± 0.0090,0.9113 ± 0.0051
knn,0.5842 ± 0.0175,0.6256 ± 0.0157,0.5589 ± 0.0220,0.4950 ± 0.0202,0.7717 ± 0.0198,0.7777 ± 0.0191,0.5842 ± 0.0175,0.5772 ± 0.0263,0.8229 ± 0.0160,0.5635 ± 0.0118,0.6217 ± 0.0075,0.5477 ± 0.0098,0.4777 ± 0.0119,0.7641 ± 0.0089,0.7777 ± 0.0097,0.5635 ± 0.0118,0.5597 ± 0.0154,0.8140 ± 0.0103
gaussian_nb,0.7634 ± 0.0537,0.6672 ± 0.0273,0.6694 ± 0.0340,0.6555 ± 0.0348,0.8538 ± 0.0157,0.8114 ± 0.0223,0.7634 ± 0.0537,0.7796 ± 0.0382,0.9100 ± 0.0112,0.7476 ± 0.0263,0.6463 ± 0.0147,0.6470 ± 0.0178,0.6367 ± 0.0115,0.8352 ± 0.0080,0.7940 ± 0.0143,0.7476 ± 0.0263,0.7653 ± 0.0150,0.8957 ± 0.0053
