,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.6857 ± 0.0130,0.5476 ± 0.0203,0.5468 ± 0.0177,0.5453 ± 0.0187,0.6525 ± 0.0187,0.6910 ± 0.0175,0.6857 ± 0.0130,0.6861 ± 0.0145,0.7117 ± 0.0159,0.6895 ± 0.0143,0.5509 ± 0.0227,0.5513 ± 0.0232,0.5501 ± 0.0227,0.6539 ± 0.0174,0.6897 ± 0.0131,0.6895 ± 0.0143,0.6884 ± 0.0128,0.7152 ± 0.0135
random_forest,0.7799 ± 0.0240,0.5923 ± 0.0451,0.5925 ± 0.0200,0.5735 ± 0.0203,0.7843 ± 0.0195,0.7326 ± 0.0238,0.7799 ± 0.0240,0.7476 ± 0.0200,0.8643 ± 0.0139,0.7725 ± 0.0105,0.5939 ± 0.0401,0.5916 ± 0.0146,0.5777 ± 0.0210,0.7764 ± 0.0162,0.7290 ± 0.0179,0.7725 ± 0.0105,0.7440 ± 0.0122,0.8545 ± 0.0089
extra_trees,0.7777 ± 0.0214,0.6015 ± 0.0597,0.5926 ± 0.0190,0.5742 ± 0.0228,0.7852 ± 0.0216,0.7314 ± 0.0269,0.7777 ± 0.0214,0.7445 ± 0.0196,0.8545 ± 0.0161,0.7723 ± 0.0112,0.6077 ± 0.0471,0.5916 ± 0.0150,0.5773 ± 0.0214,0.7792 ± 0.0155,0.7304 ± 0.0195,0.7723 ± 0.0112,0.7420 ± 0.0129,0.8484 ± 0.0115
xgboost,0.7615 ± 0.0234,0.5766 ± 0.0266,0.5854 ± 0.0200,0.5744 ± 0.0205,0.7738 ± 0.0233,0.7226 ± 0.0196,0.7615 ± 0.0234,0.7389 ± 0.0202,0.8530 ± 0.0186,0.7533 ± 0.0149,0.5712 ± 0.0352,0.5797 ± 0.0190,0.5696 ± 0.0239,0.7641 ± 0.0216,0.7154 ± 0.0184,0.7533 ± 0.0149,0.7317 ± 0.0155,0.8403 ± 0.0147
adaboost,0.7927 ± 0.0168,0.5297 ± 0.0112,0.5936 ± 0.0126,0.5595 ± 0.0119,0.8102 ± 0.0132,0.7073 ± 0.0149,0.7927 ± 0.0168,0.7471 ± 0.0159,0.8785 ± 0.0108,0.7752 ± 0.0079,0.5351 ± 0.0420,0.5806 ± 0.0078,0.5496 ± 0.0107,0.7917 ± 0.0114,0.6989 ± 0.0188,0.7752 ± 0.0079,0.7325 ± 0.0090,0.8588 ± 0.0064
svm,0.7824 ± 0.0221,0.5261 ± 0.0145,0.5861 ± 0.0165,0.5525 ± 0.0157,0.7820 ± 0.0281,0.7026 ± 0.0194,0.7824 ± 0.0221,0.7377 ± 0.0210,0.8581 ± 0.0219,0.7728 ± 0.0094,0.5193 ± 0.0065,0.5781 ± 0.0071,0.5454 ± 0.0067,0.7844 ± 0.0086,0.6949 ± 0.0087,0.7728 ± 0.0094,0.7294 ± 0.0089,0.8549 ± 0.0077
logistic_regression,0.6861 ± 0.0278,0.6033 ± 0.0283,0.5921 ± 0.0383,0.5834 ± 0.0322,0.7883 ± 0.0231,0.7496 ± 0.0250,0.6861 ± 0.0278,0.7066 ± 0.0262,0.8600 ± 0.0195,0.6682 ± 0.0147,0.5881 ± 0.0148,0.5782 ± 0.0199,0.5690 ± 0.0171,0.7742 ± 0.0110,0.7327 ± 0.0138,0.6682 ± 0.0147,0.6902 ± 0.0147,0.8425 ± 0.0096
knn,0.6590 ± 0.0164,0.5134 ± 0.0213,0.5072 ± 0.0151,0.4899 ± 0.0185,0.7243 ± 0.0264,0.6481 ± 0.0150,0.6590 ± 0.0164,0.6295 ± 0.0172,0.7949 ± 0.0219,0.6473 ± 0.0119,0.5135 ± 0.0280,0.4993 ± 0.0148,0.4828 ± 0.0196,0.7168 ± 0.0213,0.6370 ± 0.0134,0.6473 ± 0.0119,0.6161 ± 0.0126,0.7844 ± 0.0182
gaussian_nb,0.6674 ± 0.0328,0.5525 ± 0.0346,0.5446 ± 0.0345,0.5392 ± 0.0347,0.7813 ± 0.0250,0.6843 ± 0.0323,0.6674 ± 0.0328,0.6643 ± 0.0326,0.8384 ± 0.0239,0.6594 ± 0.0138,0.5517 ± 0.0171,0.5452 ± 0.0185,0.5382 ± 0.0170,0.7690 ± 0.0120,0.6807 ± 0.0150,0.6594 ± 0.0138,0.6578 ± 0.0132,0.8242 ± 0.0092
