,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7641 ± 0.0199,0.6246 ± 0.0326,0.6249 ± 0.0320,0.6240 ± 0.0320,0.7522 ± 0.0208,0.7683 ± 0.0213,0.7641 ± 0.0199,0.7656 ± 0.0197,0.8192 ± 0.0154,0.7506 ± 0.0129,0.6139 ± 0.0170,0.6133 ± 0.0182,0.6128 ± 0.0173,0.7435 ± 0.0113,0.7616 ± 0.0103,0.7506 ± 0.0129,0.7557 ± 0.0109,0.8105 ± 0.0090
random_forest,0.8619 ± 0.0098,0.7564 ± 0.1513,0.6530 ± 0.0116,0.6260 ± 0.0186,0.8920 ± 0.0124,0.8285 ± 0.0518,0.8619 ± 0.0098,0.8171 ± 0.0114,0.9410 ± 0.0084,0.8563 ± 0.0050,0.7407 ± 0.1509,0.6442 ± 0.0064,0.6134 ± 0.0115,0.8918 ± 0.0075,0.8192 ± 0.0494,0.8563 ± 0.0050,0.8101 ± 0.0059,0.9388 ± 0.0042
extra_trees,0.8604 ± 0.0108,0.7249 ± 0.1451,0.6511 ± 0.0102,0.6232 ± 0.0165,0.8895 ± 0.0109,0.8170 ± 0.0477,0.8604 ± 0.0108,0.8154 ± 0.0105,0.9390 ± 0.0080,0.8535 ± 0.0028,0.6855 ± 0.1132,0.6429 ± 0.0061,0.6132 ± 0.0131,0.8916 ± 0.0069,0.7999 ± 0.0370,0.8535 ± 0.0028,0.8082 ± 0.0044,0.9386 ± 0.0028
xgboost,0.8513 ± 0.0148,0.7256 ± 0.0710,0.6635 ± 0.0193,0.6564 ± 0.0270,0.8898 ± 0.0111,0.8186 ± 0.0268,0.8513 ± 0.0148,0.8209 ± 0.0150,0.9387 ± 0.0060,0.8486 ± 0.0040,0.7117 ± 0.0310,0.6615 ± 0.0090,0.6554 ± 0.0140,0.8821 ± 0.0068,0.8130 ± 0.0102,0.8486 ± 0.0040,0.8195 ± 0.0053,0.9326 ± 0.0040
adaboost,0.8267 ± 0.0192,0.6726 ± 0.0288,0.6618 ± 0.0185,0.6597 ± 0.0237,0.8518 ± 0.0154,0.8022 ± 0.0149,0.8267 ± 0.0192,0.8112 ± 0.0146,0.9215 ± 0.0061,0.8126 ± 0.0085,0.6535 ± 0.0166,0.6516 ± 0.0130,0.6506 ± 0.0149,0.8404 ± 0.0103,0.7941 ± 0.0094,0.8126 ± 0.0085,0.8024 ± 0.0083,0.9148 ± 0.0060
svm,0.8604 ± 0.0100,0.5918 ± 0.0497,0.6452 ± 0.0066,0.6096 ± 0.0064,0.8682 ± 0.0139,0.7734 ± 0.0150,0.8604 ± 0.0100,0.8118 ± 0.0084,0.9289 ± 0.0079,0.8541 ± 0.0052,0.6424 ± 0.1236,0.6401 ± 0.0052,0.6059 ± 0.0080,0.8714 ± 0.0059,0.7862 ± 0.0411,0.8541 ± 0.0052,0.8067 ± 0.0056,0.9278 ± 0.0031
logistic_regression,0.7817 ± 0.0143,0.6574 ± 0.0178,0.6589 ± 0.0203,0.6546 ± 0.0177,0.8495 ± 0.0147,0.8054 ± 0.0124,0.7817 ± 0.0143,0.7911 ± 0.0119,0.9134 ± 0.0064,0.7788 ± 0.0090,0.6527 ± 0.0118,0.6533 ± 0.0139,0.6509 ± 0.0128,0.8480 ± 0.0120,0.8000 ± 0.0076,0.7788 ± 0.0090,0.7882 ± 0.0075,0.9105 ± 0.0055
knn,0.7923 ± 0.0243,0.6393 ± 0.0548,0.6148 ± 0.0239,0.6045 ± 0.0285,0.8243 ± 0.0154,0.7668 ± 0.0235,0.7923 ± 0.0243,0.7651 ± 0.0236,0.8904 ± 0.0121,0.7814 ± 0.0094,0.6175 ± 0.0263,0.6055 ± 0.0137,0.5952 ± 0.0175,0.8210 ± 0.0110,0.7559 ± 0.0116,0.7814 ± 0.0094,0.7556 ± 0.0089,0.8886 ± 0.0060
gaussian_nb,0.7073 ± 0.0542,0.6559 ± 0.0322,0.6414 ± 0.0479,0.6170 ± 0.0469,0.8358 ± 0.0233,0.8108 ± 0.0263,0.7073 ± 0.0542,0.7347 ± 0.0462,0.8998 ± 0.0152,0.6777 ± 0.0382,0.6364 ± 0.0104,0.6161 ± 0.0212,0.5921 ± 0.0278,0.8199 ± 0.0113,0.7940 ± 0.0085,0.6777 ± 0.0382,0.7107 ± 0.0351,0.8880 ± 0.0062
