,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.6623 ± 0.0279,0.4421 ± 0.0305,0.4544 ± 0.0410,0.4452 ± 0.0350,0.6362 ± 0.0237,0.6590 ± 0.0239,0.6623 ± 0.0279,0.6584 ± 0.0258,0.7049 ± 0.0276,0.6527 ± 0.0160,0.4547 ± 0.0331,0.4540 ± 0.0370,0.4536 ± 0.0351,0.6307 ± 0.0239,0.6545 ± 0.0175,0.6527 ± 0.0160,0.6529 ± 0.0166,0.6986 ± 0.0157
random_forest,0.7491 ± 0.0196,0.4147 ± 0.0257,0.4407 ± 0.0144,0.4219 ± 0.0173,0.7869 ± 0.0273,0.6850 ± 0.0201,0.7491 ± 0.0196,0.7123 ± 0.0176,0.8483 ± 0.0120,0.7443 ± 0.0104,0.4746 ± 0.0893,0.4471 ± 0.0185,0.4344 ± 0.0269,0.7780 ± 0.0123,0.6905 ± 0.0170,0.7443 ± 0.0104,0.7086 ± 0.0108,0.8385 ± 0.0069
extra_trees,0.7407 ± 0.0235,0.4821 ± 0.1154,0.4497 ± 0.0250,0.4410 ± 0.0364,0.7987 ± 0.0258,0.6862 ± 0.0267,0.7407 ± 0.0235,0.7067 ± 0.0210,0.8420 ± 0.0134,0.7321 ± 0.0123,0.4718 ± 0.0777,0.4474 ± 0.0289,0.4385 ± 0.0378,0.7878 ± 0.0129,0.6765 ± 0.0145,0.7321 ± 0.0123,0.6978 ± 0.0120,0.8328 ± 0.0094
xgboost,0.7319 ± 0.0214,0.5009 ± 0.0973,0.4586 ± 0.0313,0.4581 ± 0.0400,0.7744 ± 0.0127,0.6938 ± 0.0211,0.7319 ± 0.0214,0.7083 ± 0.0189,0.8303 ± 0.0100,0.7231 ± 0.0094,0.4833 ± 0.0590,0.4557 ± 0.0237,0.4553 ± 0.0314,0.7657 ± 0.0129,0.6836 ± 0.0112,0.7231 ± 0.0094,0.6995 ± 0.0097,0.8259 ± 0.0099
adaboost,0.7626 ± 0.0280,0.5231 ± 0.0960,0.4952 ± 0.0550,0.4862 ± 0.0586,0.7904 ± 0.0220,0.7025 ± 0.0334,0.7626 ± 0.0280,0.7263 ± 0.0240,0.8447 ± 0.0169,0.7535 ± 0.0160,0.5347 ± 0.0195,0.5009 ± 0.0110,0.4993 ± 0.0129,0.7819 ± 0.0177,0.7126 ± 0.0104,0.7535 ± 0.0160,0.7248 ± 0.0099,0.8378 ± 0.0067
svm,0.7777 ± 0.0142,0.3888 ± 0.0071,0.4495 ± 0.0082,0.4167 ± 0.0076,0.8154 ± 0.0193,0.6737 ± 0.0121,0.7777 ± 0.0142,0.7216 ± 0.0131,0.8673 ± 0.0084,0.7712 ± 0.0050,0.3868 ± 0.0027,0.4467 ± 0.0029,0.4140 ± 0.0027,0.8070 ± 0.0131,0.6699 ± 0.0047,0.7712 ± 0.0050,0.7158 ± 0.0046,0.8542 ± 0.0062
logistic_regression,0.6330 ± 0.0228,0.4749 ± 0.0242,0.5182 ± 0.0530,0.4637 ± 0.0300,0.7709 ± 0.0401,0.7122 ± 0.0208,0.6330 ± 0.0228,0.6545 ± 0.0231,0.8312 ± 0.0213,0.6314 ± 0.0175,0.4691 ± 0.0263,0.4889 ± 0.0380,0.4612 ± 0.0314,0.7390 ± 0.0219,0.7015 ± 0.0150,0.6314 ± 0.0175,0.6547 ± 0.0169,0.8160 ± 0.0127
knn,0.7099 ± 0.0222,0.4142 ± 0.0968,0.4152 ± 0.0235,0.3970 ± 0.0328,0.7196 ± 0.0257,0.6452 ± 0.0322,0.7099 ± 0.0222,0.6677 ± 0.0244,0.8205 ± 0.0195,0.7025 ± 0.0095,0.4727 ± 0.1142,0.4227 ± 0.0145,0.4129 ± 0.0233,0.7170 ± 0.0095,0.6522 ± 0.0209,0.7025 ± 0.0095,0.6670 ± 0.0122,0.8103 ± 0.0105
gaussian_nb,0.5212 ± 0.0273,0.4561 ± 0.0284,0.5230 ± 0.0384,0.3940 ± 0.0337,0.7905 ± 0.0211,0.6665 ± 0.0350,0.5212 ± 0.0273,0.5073 ± 0.0358,0.8293 ± 0.0163,0.5165 ± 0.0141,0.4568 ± 0.0168,0.5244 ± 0.0295,0.3971 ± 0.0202,0.7820 ± 0.0155,0.6646 ± 0.0218,0.5165 ± 0.0141,0.5062 ± 0.0132,0.8191 ± 0.0107
