,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.6623 ± 0.0268,0.4421 ± 0.0304,0.4544 ± 0.0407,0.4452 ± 0.0348,0.6362 ± 0.0232,0.6589 ± 0.0227,0.6623 ± 0.0268,0.6584 ± 0.0245,0.7049 ± 0.0262,0.6527 ± 0.0161,0.4541 ± 0.0336,0.4535 ± 0.0368,0.4530 ± 0.0352,0.6305 ± 0.0239,0.6543 ± 0.0176,0.6527 ± 0.0161,0.6528 ± 0.0167,0.6986 ± 0.0156
random_forest,0.7502 ± 0.0190,0.4154 ± 0.0261,0.4414 ± 0.0144,0.4225 ± 0.0176,0.7873 ± 0.0276,0.6859 ± 0.0202,0.7502 ± 0.0190,0.7132 ± 0.0174,0.8483 ± 0.0120,0.7447 ± 0.0094,0.4735 ± 0.0847,0.4473 ± 0.0178,0.4344 ± 0.0262,0.7779 ± 0.0123,0.6901 ± 0.0153,0.7447 ± 0.0094,0.7087 ± 0.0101,0.8384 ± 0.0070
extra_trees,0.7407 ± 0.0235,0.4821 ± 0.1154,0.4497 ± 0.0250,0.4410 ± 0.0364,0.7987 ± 0.0258,0.6862 ± 0.0267,0.7407 ± 0.0235,0.7067 ± 0.0210,0.8420 ± 0.0134,0.7321 ± 0.0123,0.4718 ± 0.0777,0.4474 ± 0.0289,0.4385 ± 0.0378,0.7878 ± 0.0129,0.6765 ± 0.0145,0.7321 ± 0.0123,0.6978 ± 0.0120,0.8328 ± 0.0094
xgboost,0.7319 ± 0.0214,0.5009 ± 0.0973,0.4586 ± 0.0313,0.4581 ± 0.0400,0.7744 ± 0.0127,0.6938 ± 0.0211,0.7319 ± 0.0214,0.7083 ± 0.0189,0.8303 ± 0.0100,0.7231 ± 0.0094,0.4833 ± 0.0590,0.4557 ± 0.0237,0.4553 ± 0.0314,0.7657 ± 0.0129,0.6836 ± 0.0112,0.7231 ± 0.0094,0.6995 ± 0.0097,0.8259 ± 0.0099
adaboost,0.7626 ± 0.0280,0.5231 ± 0.0960,0.4952 ± 0.0550,0.4862 ± 0.0586,0.7904 ± 0.0220,0.7025 ± 0.0334,0.7626 ± 0.0280,0.7263 ± 0.0240,0.8447 ± 0.0169,0.7535 ± 0.0160,0.5347 ± 0.0195,0.5009 ± 0.0110,0.4993 ± 0.0129,0.7819 ± 0.0177,0.7126 ± 0.0104,0.7535 ± 0.0160,0.7248 ± 0.0099,0.8378 ± 0.0067
svm,0.7846 ± 0.0119,0.3922 ± 0.0057,0.4533 ± 0.0068,0.4204 ± 0.0062,0.8177 ± 0.0196,0.6794 ± 0.0097,0.7846 ± 0.0119,0.7280 ± 0.0107,0.8683 ± 0.0078,0.7723 ± 0.0052,0.3871 ± 0.0027,0.4473 ± 0.0030,0.4145 ± 0.0028,0.8117 ± 0.0133,0.6702 ± 0.0047,0.7723 ± 0.0052,0.7167 ± 0.0048,0.8572 ± 0.0059
logistic_regression,0.6308 ± 0.0203,0.4816 ± 0.0234,0.5584 ± 0.0487,0.4713 ± 0.0301,0.8055 ± 0.0179,0.7101 ± 0.0202,0.6308 ± 0.0203,0.6454 ± 0.0212,0.8529 ± 0.0134,0.6264 ± 0.0164,0.4768 ± 0.0153,0.5228 ± 0.0283,0.4667 ± 0.0220,0.7913 ± 0.0150,0.7081 ± 0.0079,0.6264 ± 0.0164,0.6483 ± 0.0152,0.8436 ± 0.0067
knn,0.7114 ± 0.0221,0.4583 ± 0.1213,0.4254 ± 0.0295,0.4143 ± 0.0424,0.7404 ± 0.0210,0.6538 ± 0.0326,0.7114 ± 0.0221,0.6725 ± 0.0248,0.8270 ± 0.0177,0.7072 ± 0.0101,0.4917 ± 0.1224,0.4259 ± 0.0115,0.4165 ± 0.0186,0.7266 ± 0.0134,0.6586 ± 0.0157,0.7072 ± 0.0101,0.6722 ± 0.0097,0.8143 ± 0.0111
gaussian_nb,0.5256 ± 0.0265,0.4539 ± 0.0264,0.5159 ± 0.0383,0.3958 ± 0.0331,0.7901 ± 0.0211,0.6640 ± 0.0296,0.5256 ± 0.0265,0.5132 ± 0.0346,0.8285 ± 0.0164,0.5200 ± 0.0128,0.4534 ± 0.0173,0.5225 ± 0.0299,0.3991 ± 0.0204,0.7825 ± 0.0156,0.6587 ± 0.0194,0.5200 ± 0.0128,0.5101 ± 0.0124,0.8195 ± 0.0109
