seed,fold,class,feature,mean_abs_shap
21,5,0,NP3BRADY_mean,0.11216499365183014
21,5,0,NP3BRADY_min,0.08992333143219891
21,5,0,NP3FACXP_max,0.07777584141119714
21,5,0,NP3BRADY_max,0.07635767510305616
21,5,0,NP3PRSPR_max,0.07359090658740962
21,5,0,NP3FACXP_min,0.07251735517740761
21,5,0,NP3RIGLU_mean,0.06973137681238611
21,5,0,NP3PRSPL_min,0.0695080974401478
21,5,0,NP3RTCON_max,0.06944886136998782
21,5,0,NP3FACXP_mean,0.06853559201523833
21,5,0,NP3PRSPR_std,0.06820047662544172
21,5,0,NP3GAIT_mean,0.06790802308207033
21,5,0,NP3RIGLU_min,0.06745073220679006
21,5,0,NP2DRES_var,0.06704784112214328
21,5,0,NP3RTCON_std,0.06587656480750634
21,5,0,NP1LTHD_mean,0.06549891800895492
21,5,0,NP3RIGRU_mean,0.06547954766421293
21,5,0,ENRLGBA,0.06506274808843905
21,5,0,NP3RTALU_mean,0.06503023666500397
21,5,0,NP2TRMR_mean,0.06471194313185535
21,5,0,NP3HMOVL_mean,0.06340039661842725
21,5,0,NP3PRSPL_mean,0.062433149085772105
21,5,0,NP3TTAPR_min,0.06139519346335857
21,5,0,NP3RIGRU_max,0.06123962720131212
21,5,0,NP3HMOVL_min,0.06115502648310422
21,5,0,NP3PRSPL_max,0.06003868628309507
21,5,0,NP2TRMR_min,0.05990137505448022
21,5,0,NP3PRSPR_mean,0.059763338350318135
21,5,0,NP1SLPD_min,0.05851302196246873
21,5,0,NP3RIGLL_max,0.057555151848789066
21,5,0,NP3RIGLL_mean,0.057502494381702476
21,5,0,NP2TURN_min,0.057444294016802684
21,5,0,NP3FTAPL_min,0.055422763733946646
21,5,0,NP3RIGRU_min,0.05499556693164819
21,5,0,NP3TTAPR_mean,0.05459465164599171
21,5,0,NP3RTCON_mean,0.054018371209727474
21,5,0,NP3SPCH_max,0.05148713277206776
21,5,0,NP3RIGRL_std,0.05109436393238968
21,5,0,NP3PSTBL_min,0.05079420851057879
21,5,0,NP3SPCH_min,0.050521733200960484
21,5,0,NP3FTAPR_max,0.05004784998983385
21,5,0,NP2DRES_std,0.049789286024615194
21,5,0,NP2TRMR_max,0.04966708546815732
21,5,0,NP3HMOVR_max,0.04934407902395531
21,5,0,NP3SPCH_var,0.0491121277206756
21,5,0,NP3RTALU_max,0.04847671071741992
21,5,0,NP3RTCON_min,0.0477498984292379
21,5,0,NP3LGAGL_max,0.047168828018285945
