seed,fold,feature,mean_abs_shap
21,5,NP3BRADY_mean,0.07226272826910034
21,5,NP3PSTBL_min,0.05569611816853583
21,5,NP3BRADY_min,0.051013400553734815
21,5,NP3FACXP_mean,0.04802916598850512
21,5,NP3BRADY_max,0.04730681728046008
21,5,NP3FACXP_max,0.0472007581104066
21,5,NP3PRSPL_min,0.04695205438024844
21,5,NP3FACXP_min,0.045471317760492326
21,5,NP3PRSPR_max,0.04424058175773099
21,5,NP3HMOVL_mean,0.042815781568146014
21,5,NP3PRSPR_std,0.04244553561862599
21,5,NP3RTCON_std,0.04208116675975998
21,5,NP3PSTBL_mean,0.041810585169895366
21,5,ENRLGBA,0.041324737423408135
21,5,NP3PRSPR_mean,0.04083638064244007
21,5,NP3RIGLU_mean,0.04081546975335527
21,5,NP2TRMR_mean,0.04023981222207533
21,5,NP2DRES_var,0.040123139700179104
21,5,NP3GAIT_mean,0.03991149982865565
21,5,NP3RTCON_max,0.039870171034240225
21,5,NP3TTAPR_min,0.039152662126633674
21,5,NP3RIGLL_max,0.0388266297270098
21,5,NP3PRSPL_mean,0.038375135581050906
21,5,NP3RIGRU_mean,0.03833641530143769
21,5,NP3LGAGL_min,0.03804109633059414
21,5,NP2TRMR_min,0.03711255947784479
21,5,NP1LTHD_mean,0.03671410973258003
21,5,NP3RTALU_mean,0.03640325654411915
21,5,NP3RIGRU_max,0.03555806221781773
21,5,NP3RIGRU_min,0.03535459273180827
21,5,NP3RIGLU_min,0.03535379385708518
21,5,NP2TURN_min,0.034906490740470454
21,5,NP1SLPD_min,0.034747618784555935
21,5,NP3RTCON_mean,0.034173493278755004
21,5,NP3HMOVL_min,0.034132828700814834
21,5,NP2TRMR_max,0.03401882049580203
21,5,NP3HMOVR_max,0.03329734387322655
21,5,NP3FTAPL_mean,0.03294922350590286
21,5,NP3RIGRL_std,0.032776204315970565
21,5,NP3PRSPL_max,0.03233560094013798
21,5,NP3FTAPR_max,0.03232034069091971
21,5,NP3SPCH_max,0.032287548245982046
21,5,NP3FTAPL_min,0.03193592639173311
21,5,NP3TTAPR_mean,0.03181550731560652
21,5,NP3TTAPL_max,0.031157515202318086
21,5,NP3RIGN_mean,0.03039574989770616
21,5,NP2HYGN_std,0.02994851982998122
21,5,NP3RIGLL_mean,0.029831082363629705
21,5,NP3RIGRL_max,0.029442221593459127
21,5,NP3RTCON_min,0.029324636354792256
21,5,NP3LGAGR_max,0.0292060378555854
21,5,NP3SPCH_min,0.029080820733666957
21,5,NP3RIGN_max,0.028836225581749003
21,5,NP3FTAPL_max,0.028563171179968004
21,5,NP3RIGN_min,0.028415626026622343
21,5,NP2SPCH_mean,0.02834465903309017
21,5,NP3PRSPL_std,0.028081316475301123
21,5,NP3RIGN_std,0.027966619225350767
21,5,NP3LGAGL_max,0.027739595331758026
21,5,NP3RTALU_max,0.027618795740866516
21,5,NP2DRES_std,0.02753069384742615
21,5,NP3FTAPR_mean,0.027421801588109664
21,5,NP2DRES_mean,0.027068390474953786
21,5,NP3RIGRU_std,0.027036740502498723
21,5,NP2EAT_std,0.02687908855294337
21,5,NP3FTAPR_min,0.026580336307308914
21,5,AGE_AT_VISIT,0.026428596979192236
21,5,NP3FACXP_std,0.026144460963857495
21,5,NP2TURN_mean,0.02609208468686821
21,5,NP3RTARU_mean,0.025814515186531026
21,5,NP3SPCH_mean,0.025741434375216272
21,5,NP3LGAGR_mean,0.025730053486295344
21,5,NP3HMOVL_max,0.025623426643683295
21,5,NP2SPCH_max,0.02558226025408729
21,5,NP3SPCH_var,0.02536939191337945
21,5,NP3RTARU_max,0.025356038203234486
21,5,NP3PTRML_max,0.025337374454144353
21,5,NP3RIGLL_std,0.025331739005454195
21,5,NP2HYGN_max,0.02525580098593525
21,5,NP3RISNG_mean,0.024798851706933463
21,5,NP3HMOVL_std,0.024703640646974077
21,5,NP2FREZ_max,0.02464320576625594
21,5,NP3RIGLU_max,0.024601672376891863
21,5,NP1LTHD_max,0.02450328885816655
21,5,NP3PRSPR_min,0.024231138114619476
21,5,NP3RISNG_max,0.024187422367507417
21,5,NP3RTARU_min,0.024180371917249657
21,5,NP2HOBB_std,0.024121976684639876
21,5,NP3RTALU_min,0.023643973557196465
21,5,NP3HMOVR_std,0.023537240575633042
21,5,NP3RTARU_std,0.0234172560519513
21,5,NP3TTAPR_max,0.023288892560055122
21,5,NP3HMOVR_min,0.023101555075597087
21,5,NP3GAIT_min,0.02291577027458423
21,5,NP2HWRT_max,0.022783820186787308
21,5,NP3HMOVR_mean,0.022770203672382004
21,5,NP3TTAPL_mean,0.02265752374005642
21,5,NP2FREZ_mean,0.02251779786120214
21,5,NP2WALK_min,0.022511169643509788
21,5,NP2DRES_min,0.02209566365371474
21,5,NP2TRMR_std,0.02194283628302403
21,5,NP2EAT_max,0.02181881908662822
21,5,NP3RIGRL_min,0.02172634721393245
21,5,NP3GAIT_max,0.021551483251098964
21,5,NP3SPCH_std,0.021395424840478468
21,5,NP3RISNG_min,0.021300635658216084
21,5,NP2WALK_mean,0.02115883714986206
21,5,NP2HWRT_mean,0.021102254213839496
21,5,NP3PSTBL_std,0.020995788645416257
21,5,NP2HOBB_min,0.020556613408484622
21,5,NP3RIGRU_var,0.02026026295261754
21,5,NP2HYGN_var,0.01990862616829361
21,5,NP3RTCON_var,0.01968374676652755
21,5,NP3RIGRL_mean,0.019593058431613217
21,5,NP3PRSPR_var,0.019581393876994146
