feature,mean_abs_shap_mean,mean_abs_shap_std
NP2HOBB_min,0.03381347651955896,0.012238957125431169
NP3SPCH_mean,0.033699620617347346,0.009595643944061568
NP2DRES_mean,0.03366940965398209,0.013887878517802276
NP3TTAPL_mean,0.03321001514699911,0.007504038898352143
NP3BRADY_var,0.03291164582307718,0.014518946972170162
NP3RIGN_max,0.03285360009320921,0.012120119231769116
NP3RTCON_var,0.03270587886554745,0.010224211786936246
NP3FTAPR_min,0.032691876609462114,0.01020553973248656
NP2WALK_mean,0.03196897627281074,0.01368706437230209
NP3RIGN_mean,0.031609962559286,0.018305730734782054
NP3RISNG_min,0.03150457093030589,0.017781777009294817
NP3LGAGR_min,0.031474678956487964,0.014185790230900204
NP3RTALU_mean,0.03143772997373285,0.00954459921234271
NP3FTAPL_min,0.03139563878383085,0.010664291954474754
NP2DRES_min,0.030786545125066445,0.012069171645127426
NP3RIGLL_max,0.03067185671263671,0.010647187745703992
NP3RIGRL_var,0.030649562912172235,0.007953458028718491
NP3PRSPR_min,0.030365285934122434,0.007932471859976356
NP3PSTBL_max,0.030268918990599008,0.011870677455442987
NP3PRSPR_var,0.030156314202932098,0.017841165190479118
NP3RIGRL_std,0.02999044127714937,0.010432069522401537
NP3RTARU_var,0.029835587252142175,0.010954873637932268
NP2TRMR_var,0.029788565593268812,0.009722370286203132
NP3RIGN_std,0.029518988954705613,0.011652019223018957
NP3TTAPR_max,0.029384845416908424,0.009812007623245262
NP3HMOVR_max,0.029278462497727125,0.013479996902754886
NP3TTAPL_max,0.02921484145050996,0.010759826964809599
NP1SLPD_min,0.029196586518019055,0.011631392359078764
NP2TURN_min,0.02874269280311518,0.015856495765153324
NP3LGAGR_max,0.028542593752300335,0.010644100952283944
NP3RTALU_min,0.028419391421464085,0.011353286493981356
NP3FTAPL_max,0.028325621877616496,0.00857494422548273
NP2WALK_max,0.02823540987753841,0.01754024239044234
NP3RIGLL_std,0.028074361057373053,0.011134252521197376
NP3PTRMR_mean,0.027987398520601246,0.010011964177785269
NP2SPCH_std,0.02756464353384805,0.01933474740144281
NP3RIGRL_min,0.027489878570846806,0.01407807612910054
NP3SPCH_min,0.027484937703597116,0.008299001924129544
NP1LTHD_min,0.027295267539897698,0.013460193563986284
NP1LTHD_mean,0.027108094839455567,0.009798386780779683
NP3PSTBL_std,0.026686626387992806,0.011766389356398028
NP3TTAPR_std,0.026682013048087663,0.012596739647185749
NP2DRES_max,0.02660894134943545,0.010172447685213613
NP3HMOVL_max,0.02658849262233726,0.010788724556601254
NP3PTRML_max,0.02642760218573441,0.009492479167796901
NP3PTRMR_std,0.026390312970531394,0.009590393707601088
NP3PTRML_var,0.026090474824498597,0.012259493259161612
NP3RIGRU_std,0.026022545154627964,0.010089531863732258
NP3LGAGL_std,0.0259568390628531,0.006874646022749709
NP2DRES_std,0.025801347724622493,0.009340559425827503
NP3SPCH_max,0.02572519821897426,0.009130848598991792
NP1SLPD_max,0.025492097352764486,0.013903853437391233
NP3RISNG_std,0.025370306207516267,0.009387893553592572
NP2HYGN_max,0.02500431114934107,0.006420307543848195
NP3FTAPR_max,0.024774265001337153,0.009478817698637128
NP3RTARU_min,0.024694198601516927,0.010531395421638378
NP3TTAPR_min,0.02442306576426196,0.005740845659788151
NP3RTALU_std,0.024131197751080413,0.01108203939056894
NP3PTRMR_max,0.02408407509546984,0.011847884405029582
NP1SLPN_min,0.023730469839460082,0.01909166318693908
NP3FACXP_std,0.02360703438828901,0.009712954742901604
NP1LTHD_max,0.023579335692526418,0.014703907902814308
NP1CNST_min,0.023206239078324975,0.01089359256045209
NP2TURN_mean,0.022998120088269555,0.007523522328545866
NP3PTRML_std,0.022553991416688696,0.012589713223097581
NP3HMOVR_std,0.022386011902121285,0.013980557510711233
NP2HYGN_var,0.022384579163017088,0.008150668200369486
NP1SLPN_mean,0.02194707254880933,0.013712377625595408
NP1FATG_mean,0.021780969561101492,0.008300189428709408
NP3RIGLU_std,0.021647476044744502,0.009791605167661888
NP3TTAPL_std,0.02158716191011274,0.013833535914564245
NP2HWRT_mean,0.02139636487209362,0.009372552796603808
NP1DPRS_var,0.02132466950784263,0.012463031057704358
NP3PRSPL_var,0.021154631148844468,0.008849346049774097
SEX,0.02103766884585118,0.012947324518457046
NP3LGAGR_std,0.020872080699503817,0.01218376201331673
NP2HOBB_std,0.020747862034926304,0.016306263275032623
NP2HOBB_mean,0.020626801207599597,0.00941768730984554
NP2HOBB_max,0.02062053245228024,0.013174730944851536
NP3RIGLL_min,0.02056906424748841,0.007690460389196219
NP3RIGLL_var,0.020475661926479448,0.01069342294082862
NP3LGAGL_var,0.02021089193227575,0.010741045993117426
NP3POSTR_mean,0.020079720347501048,0.009463479158457674
NP3PTRMR_var,0.019833803514715663,0.009916751366114144
NP2RISE_mean,0.01971519606069894,0.008643786388329851
NP3PSTBL_var,0.019643361138379216,0.008479407743857005
NP1SLPN_max,0.01936165669139079,0.010936541489117532
NP2HWRT_min,0.019005381855335842,0.01019306503040843
NP1DPRS_std,0.018948673589274573,0.004752585913140486
NP3PTRML_mean,0.018789151538347176,0.008699352744796036
NP1URIN_min,0.018726729945181996,0.009509405669690163
NP3FACXP_var,0.018669866992632896,0.007829751852132607
NP3POSTR_max,0.018660127657616737,0.011208720058430665
NP2WALK_std,0.018629204707746202,0.014831417327063067
NP2HYGN_mean,0.01861507827613678,0.008587694867128095
NP2FREZ_mean,0.018588785138097016,0.008538577493634448
NP3RIGRU_var,0.018470183583675595,0.009509857561726261
NP3FRZGT_std,0.018452857531868302,0.01392678496712136
NP3RTALL_mean,0.01844852934127045,0.00660608523398308
NP3GAIT_std,0.018220748690345595,0.007450495977176561
NP2EAT_std,0.018087984349193436,0.011026090066442258
NP3RISNG_var,0.018046185751675582,0.008191749424617513
NP2HWRT_max,0.017967644086485015,0.009212081742221238
NP2SPCH_var,0.017682600253988042,0.01729907840541665
NP1PAIN_var,0.017465649723368636,0.008620666691625199
NP3FRZGT_mean,0.017456828233473623,0.012442155461895662
NP3TTAPL_min,0.01743180798458672,0.009015679848565583
NP1PAIN_mean,0.017430698541636456,0.008186599392331961
NP2SALV_mean,0.017373677116782567,0.007210075968267916
NP1CNST_var,0.017293854801811726,0.009110439977938202
NP2EAT_max,0.0171248619466969,0.0072583284986199315
NP3FRZGT_max,0.01703361747004607,0.011866943167776086
NP1FATG_var,0.017021075518532904,0.00822193381559519
NP2TURN_std,0.017018071044457076,0.013505939785533235
NP2RISE_min,0.016937010715402042,0.008709638430536069
NP3RTARL_max,0.01688101756040774,0.0063294943282564894
NP1APAT_std,0.016832869272641052,0.008146686763317411
NP3POSTR_std,0.016832444631570524,0.016967352520480886
NP3LGAGR_var,0.016818835125216758,0.010527142700607122
NP3RIGN_min,0.01679340988404917,0.013671826483592572
NP1FATG_max,0.016789044152579907,0.009519776213904466
NP3GAIT_var,0.016745921879858156,0.008000571413784555
NP3RTARL_std,0.016676260908274666,0.00754449206984293
NP1FATG_std,0.016593607650040042,0.008167412286785795
NP2FREZ_max,0.016586903637195175,0.008931696628551821
NP1URIN_max,0.016496509701512573,0.007696876873197179
NP3RTALL_max,0.016475306007376744,0.007331772626178713
NP1COG_std,0.01639534178876362,0.010593093578567806
NP2DRES_var,0.0163279382613449,0.009490471124778662
NP1COG_max,0.016316028475722354,0.00977329270315604
NP3TTAPL_var,0.015987691594928872,0.007560436470978648
NP2FREZ_std,0.015967897198298074,0.006536697554394771
NP3SPCH_std,0.01595296414251102,0.00908938411957931
NP1ANXS_std,0.015927497671490876,0.007072823681856462
NP2EAT_mean,0.015891551664641818,0.006038998493630079
NP2SALV_max,0.015874912871975896,0.00649979836008522
NP1LTHD_std,0.01585357598508259,0.008644965729867319
NP2SALV_var,0.015663458097624733,0.010701146516357231
NP1DPRS_max,0.015620041280964399,0.004477447548188552
NP2TURN_max,0.015504243980886716,0.007253996949828375
NP1PAIN_max,0.01546378351441241,0.008414118318486161
NP2WALK_var,0.01534645174237688,0.012901642963484788
NP3HMOVR_var,0.015213348019765207,0.010746571732194744
NP3KTRMR_std,0.015085141370068809,0.012179450926383437
NP3RTALL_std,0.014995583876326818,0.0076971680730773305
NP3RTALJ_var,0.014760089195978564,0.009706601480440545
NP3HMOVL_std,0.014667853955883763,0.006625990002756979
NP2SALV_min,0.014625966702439722,0.008807797927520886
NP1APAT_var,0.014475858080571651,0.006408033207341034
NP3KTRML_mean,0.014468921643036798,0.010127872992801178
NP3FTAPL_std,0.014448986728398519,0.007505037337557883
NP3RIGLU_var,0.014412618533040369,0.0071392225546200215
NP3FTAPR_std,0.014373294463341329,0.007683975096850276
NP2RISE_max,0.014296422043844619,0.011056006310897927
NP1CNST_std,0.014282761682404879,0.006896621942798278
ENRLLRRK2,0.014282485101531175,0.008948772348588744
NP3KTRML_max,0.014274067329076892,0.010915444370757244
NP3KTRML_std,0.01419151454021524,0.011397371450995859
NP1COG_var,0.01415259381494326,0.007981020155283968
NP3RTARL_mean,0.014144194590394465,0.007394950119341174
NP1COG_mean,0.014067056046462854,0.006041447460732932
NP3RIGN_var,0.013962604532346566,0.004212500992779105
NP1CNST_mean,0.013931092777369201,0.0046643037481070146
NP3RTARL_var,0.013816843519347588,0.006680108972529869
NP1APAT_max,0.013785759882443894,0.008238912964878707
NP1URIN_std,0.013699811799650536,0.009905427131283732
NP2HWRT_std,0.013690774523922361,0.006975734783014246
NP1URIN_var,0.013633468633312686,0.004673606288157029
NP3POSTR_min,0.013446166893657187,0.006799962644263279
NP1SLPN_std,0.01341988124585815,0.009036076184205388
NP2RISE_var,0.013360026476882265,0.009328033244040348
NP1HALL_mean,0.01333327484775152,0.007326140960342774
NP1SLPD_std,0.013287240190637047,0.00902431012592994
NP1URIN_mean,0.01326907385733424,0.004603724080338998
NP1ANXS_max,0.013204100595322638,0.005170090602829038
NP2RISE_std,0.013129432482480158,0.013247148625080406
NP3RTALJ_std,0.013029255392837193,0.008699879188569615
NP1SLPD_var,0.013014687856864226,0.008934188448218009
NP3PTRML_min,0.012920664240223569,0.006677012791331038
NP1FATG_min,0.012791583090045078,0.0049875734492482665
NP2FREZ_var,0.012740952125790938,0.007620660601808298
NP3KTRMR_max,0.012735525934113767,0.00779875172156238
NP1DPRS_min,0.012683433014912633,0.007156751434984364
NP2FREZ_min,0.012681434194621673,0.007171642176373044
NP1HALL_max,0.012675335106852825,0.006148796613772806
EDUCYRS,0.012633900174329171,0.005073811152464007
NP3KTRMR_var,0.012614274030205297,0.0070287868818262565
NP1CNST_max,0.012566823650151479,0.006567364233809047
NP2TURN_var,0.012457309328441381,0.012889096585677702
NP1LTHD_var,0.012434148146690617,0.007378329457031903
NP1PAIN_std,0.012418449174827276,0.006086367210606743
NP3RTALU_var,0.012402297458325735,0.00662281642390464
NP2HYGN_min,0.012327569991891552,0.00834931764379026
NP3KTRMR_min,0.012324171747117417,0.005637531476140777
NP1DPRS_mean,0.012290888366661772,0.00370424704780444
NP2SALV_std,0.012248345123203148,0.006701842946990375
NP2EAT_var,0.012136617069056999,0.009370319966193658
NP1PAIN_min,0.012133707967876106,0.004682362706200804
NP3FRZGT_var,0.0119008522381103,0.00795895233891712
NP1HALL_var,0.011793522132456347,0.005959119621134094
NP2HWRT_var,0.01178433664881792,0.006169866669643469
NP1COG_min,0.011690446266731663,0.00589725999315154
NP1ANXS_mean,0.011599711474956203,0.004055201177902761
NP3SPCH_var,0.011581783490916304,0.009416038018672796
NP3TTAPR_var,0.011402131518045635,0.0063014131867687425
NP3RTALJ_mean,0.011338452668768088,0.007705463347040672
NP1APAT_mean,0.011284804488044864,0.006555272103453407
NP3POSTR_var,0.01099521688093644,0.011781421481480257
NP3HMOVL_var,0.010903863935419892,0.00528194040499213
NP3KTRMR_mean,0.010771283516369438,0.0063667284592964545
NP3KTRML_min,0.010652237732793368,0.005382852989003789
NP2HOBB_var,0.010635221503796968,0.0078070868969677834
NP3RTALL_var,0.010444872679600425,0.007452575599249467
NP3FTAPR_var,0.010442735342688756,0.007399430299325788
NP1APAT_min,0.010217168331231487,0.004245290009649452
NP2SWAL_std,0.010112247955623144,0.004776955021483649
NP1ANXS_var,0.009919094439854876,0.004616546039083702
NP1SLPN_var,0.009869009448172521,0.0056096879857123055
NP3RTALJ_max,0.00980887513906645,0.005970766682572008
NP3KTRML_var,0.009542598403330785,0.006794767753778312
NP1DDS_std,0.009371217406529436,0.005274753272178256
NP1DDS_var,0.009244114131762713,0.004736609858251909
NP2EAT_min,0.00913077251808343,0.005420362445674826
NP1ANXS_min,0.008978581674946619,0.004798579957139561
NP3FTAPL_var,0.00896361607295634,0.005217890674786662
NP2SWAL_max,0.008920519099373131,0.003209570599124222
NP2SWAL_min,0.008787759571919445,0.007704900380655952
NP2SWAL_mean,0.008635069925250637,0.0040601957874702894
NP1HALL_min,0.00832626728425462,0.005277886375081084
NP1DDS_mean,0.008315190136816373,0.00512524479547424
NP1DDS_max,0.008292430319725673,0.004917359784004888
NP3FRZGT_min,0.008084135170706771,0.012339337668163348
NP1HALL_std,0.007601398506831411,0.004770563252413887
RAWHITE,0.007163618524228658,0.003916040273306302
NP2SWAL_var,0.00642442089535729,0.0027175032729490093
NP3PTRMR_min,0.006373149090803462,0.002900382129921635
NP3RTALL_min,0.005958739716015631,0.005226019248873507
NP3RTARL_min,0.0057681152952622295,0.004854309180300714
NP3RTALJ_min,0.002949591904893958,0.0028155143890808863
NP1DDS_min,0.0,0.0
