seed,fold,feature,mean_abs_shap
7,1,NP3BRADY_mean,0.07748022530451659
7,1,NP3BRADY_max,0.06479031777178823
7,1,NP2TRMR_mean,0.05829439591633634
7,1,NP3RTARU_max,0.057870226110839564
7,1,NP3RTCON_std,0.05616796130383187
7,1,NP2TRMR_max,0.054292085844402614
7,1,NP3RTCON_max,0.05388713525608337
7,1,NP3RIGRU_max,0.05212310827282712
7,1,NP3RIGLU_min,0.05044201047061912
7,1,NP3PRSPR_mean,0.050420999256082365
7,1,NP3RIGRU_mean,0.05040143114165334
7,1,NP3HMOVL_mean,0.04966416630706175
7,1,NP3RIGRU_min,0.04951027864877045
7,1,NP3RTCON_mean,0.04916136871875355
7,1,NP3PRSPR_max,0.048285699436161636
7,1,NP2SPCH_mean,0.04704366618903186
7,1,NP3RTARU_std,0.0462252045374235
7,1,NP3LGAGL_min,0.0460077289414058
7,1,NP3RTALU_max,0.04556932660323408
7,1,NP3BRADY_std,0.04555464946585426
7,1,NP3FACXP_min,0.04526825074001518
7,1,NP3RIGLU_mean,0.04473882998517184
7,1,NP3PRSPL_mean,0.04460262814622456
7,1,NP3PSTBL_min,0.04409402221981318
7,1,NP3HMOVL_min,0.0437322260337085
7,1,NP3BRADY_min,0.04347289207525514
7,1,NP2DRES_mean,0.04337467657866939
7,1,NP3GAIT_mean,0.042239528381506124
7,1,NP3FACXP_mean,0.04153222750052535
7,1,NP3RIGLU_max,0.04127384909122135
7,1,NP3PRSPL_min,0.04029369246298937
7,1,NP2TRMR_std,0.040181378337214455
7,1,NP3PRSPL_max,0.04004376176282999
7,1,NP2TRMR_min,0.03968086688919501
7,1,NP3RTARU_mean,0.037937695985021815
7,1,NP3FTAPR_mean,0.037791365074310496
7,1,NP2SPCH_max,0.037439457092575464
7,1,AGE_AT_VISIT,0.03633853512005037
7,1,NP2WALK_mean,0.036154147219716326
7,1,ENRLGBA,0.03562307879567221
7,1,NP2DRES_min,0.035614328143392306
7,1,NP3RIGN_max,0.035127670732109144
7,1,NP3HMOVR_max,0.03453405259328472
7,1,NP3HMOVL_max,0.034510667707348355
7,1,NP3BRADY_var,0.033985306798554014
7,1,NP3FTAPL_min,0.03380130753582533
7,1,NP3LGAGR_mean,0.03375877284855433
7,1,NP3GAIT_min,0.03371937744685476
7,1,NP3FTAPL_mean,0.033341105608961176
7,1,NP2SPCH_std,0.03281233396405956
7,1,NP3PRSPR_min,0.032133646189309154
7,1,NP3PRSPR_std,0.032103445122658274
7,1,NP3FACXP_max,0.0320715242748359
7,1,NP3RTCON_min,0.0320291968859053
7,1,NP3HMOVR_min,0.03171698846304283
7,1,NP3GAIT_max,0.031067910189291656
7,1,NP3RIGLL_std,0.030709602909755235
7,1,NP2WALK_min,0.03042988356041679
7,1,NP1CNST_min,0.02983307560439087
7,1,NP3RISNG_min,0.029347467375076684
7,1,NP3SPCH_mean,0.028895693067124115
7,1,NP3RIGN_mean,0.028405217470065913
7,1,NP3LGAGR_min,0.02818827246400325
7,1,NP3HMOVR_mean,0.027877585904811444
7,1,NP3LGAGL_mean,0.027578469587647376
7,1,NP3FTAPL_max,0.027373095163841763
7,1,NP2WALK_max,0.02707145279491442
7,1,NP3RIGRL_var,0.026455222063416897
7,1,NP3RTARU_var,0.02639674662644539
7,1,NP3PRSPR_var,0.026317392956984178
7,1,NP2HYGN_std,0.02598297881772524
7,1,NP3RISNG_mean,0.02591250477311848
7,1,NP3RTALU_mean,0.02567340192278193
7,1,NP2TURN_mean,0.02526356409186899
7,1,NP3TTAPR_mean,0.025150188098211713
7,1,NP3PRSPL_std,0.02511024493240695
7,1,NP1SLPD_mean,0.02494873661352649
7,1,NP2DRES_max,0.024855963819048307
7,1,NP3TTAPL_max,0.024843939637692325
7,1,NP3RIGRL_std,0.024639084334530943
7,1,NP2HWRT_max,0.024557264959403392
7,1,NP3RTARU_min,0.024418551589126813
7,1,NP3RISNG_max,0.024406056231174967
7,1,NP3FTAPR_min,0.02433055458580749
7,1,NP3RTALU_std,0.02430145007809481
7,1,NP3PSTBL_mean,0.024274749552666553
7,1,NP3FTAPR_max,0.02425733885521526
7,1,NP2SPCH_var,0.023996980774637976
7,1,NP2SALV_min,0.023874463520820576
7,1,NP3RIGRL_max,0.023583678479229576
7,1,NP2TURN_min,0.02336255353157083
7,1,NP3RTCON_var,0.023238941498949627
7,1,NP1DPRS_std,0.023114871791483263
7,1,NP3SPCH_max,0.02291060201636304
7,1,NP3PSTBL_std,0.02282303056466014
7,1,NP3RIGN_std,0.02278534667329691
7,1,NP3RIGLU_var,0.02261359003432627
7,1,NP2EAT_mean,0.022461098055209718
7,1,NP2SALV_mean,0.021994604910821194
7,1,NP2HOBB_std,0.021955825180158307
7,1,NP2HYGN_max,0.02186277296923432
7,1,NP1HALL_mean,0.021790853202956765
7,1,NP3SPCH_min,0.021742455658677363
7,1,NP3TTAPR_min,0.02154350645993697
7,1,NP3PTRMR_mean,0.021422715460027338
7,1,NP2DRES_std,0.021262051599205162
7,1,NP2HOBB_max,0.02117401731246983
7,1,NP2HYGN_mean,0.02115856641095778
7,1,NP2TURN_std,0.021078184361846625
7,1,NP3RIGLL_mean,0.020999347556928897
7,1,NP3RIGRL_min,0.020985157981269622
7,1,NP3KTRML_std,0.020719229276837572
7,1,NP1PAIN_var,0.020549489659957842
7,1,NP3RIGRL_mean,0.020474842635064647
7,1,NP3PRSPL_var,0.020467770113553097
7,1,NP3RIGRU_var,0.02026090290098819
7,1,NP2TRMR_var,0.02006588514454483
7,1,NP2HWRT_min,0.01998076482716124
7,1,NP1LTHD_min,0.019977052177384276
7,1,NP3FACXP_var,0.019973186299785863
7,1,NP3PTRMR_std,0.019945144170204154
7,1,NP3RIGLL_max,0.019825666059128742
7,1,NP3LGAGR_max,0.019793066656316437
7,1,NP1URIN_std,0.019229012968277722
7,1,NP2RISE_mean,0.018979934017319483
7,1,NP2SALV_max,0.018958644117727578
7,1,NP1LTHD_max,0.01868386410386646
7,1,NP3RTALL_mean,0.018551383327126324
7,1,NP2EAT_std,0.018500169525399266
7,1,NP2TURN_max,0.018357644847092867
7,1,NP3RIGRU_std,0.01831371854356068
7,1,NP3LGAGL_max,0.018313296629420266
7,1,NP3PTRML_var,0.018240276003568378
7,1,NP3FRZGT_mean,0.017962981909619504
7,1,NP1COG_std,0.01784535884342673
7,1,NP1HALL_max,0.017711315831120126
7,1,NP1SLPD_max,0.017640565918498028
7,1,NP3POSTR_std,0.017610980317791264
7,1,NP3PTRML_max,0.017304524443537004
7,1,NP3TTAPR_max,0.0172665003977767
7,1,NP1HALL_std,0.017024553468016852
7,1,NP3KTRML_max,0.017009129756504295
7,1,NP3HMOVR_std,0.017008594380718743
7,1,NP2HOBB_mean,0.01700740306694157
7,1,NP1URIN_var,0.01696579751392459
7,1,NP2HWRT_mean,0.01678545065391224
7,1,NP3RTALL_max,0.016702430380209337
7,1,NP2SPCH_min,0.016698243458664705
7,1,NP3RTARL_std,0.016679051216233576
7,1,NP3TTAPL_mean,0.016624751851393168
7,1,NP3SPCH_std,0.01655136727291914
7,1,NP3HMOVR_var,0.016536635167016586
7,1,NP3RIGLU_std,0.01645792318120329
7,1,NP1PAIN_mean,0.016303643441682454
7,1,NP1FATG_var,0.016253332300405217
7,1,NP1LTHD_mean,0.016057531056357238
7,1,NP1PAIN_min,0.016052132281970295
7,1,NP2EAT_min,0.016008781830407826
7,1,NP1APAT_var,0.015787052841916747
7,1,NP3RIGLL_var,0.01576614939926485
7,1,NP2FREZ_mean,0.01570421018187244
7,1,NP2RISE_std,0.015061118429277176
7,1,NP1DPRS_max,0.01491200046332683
7,1,NP2TURN_var,0.014771356519090811
7,1,NP3RIGLL_min,0.01474300527619071
7,1,NP3RTALU_min,0.01473228604957089
7,1,NP2EAT_max,0.014683382101531776
7,1,NP1HALL_var,0.014214250972241382
7,1,NP2HOBB_var,0.01404832882274558
7,1,NP1FATG_mean,0.013900679200620459
7,1,NP1SLPD_min,0.01385833365449323
7,1,NP3LGAGL_std,0.013816132076629295
7,1,NP3RTARL_var,0.013733506594479231
7,1,NP2RISE_var,0.013560071127368383
7,1,NP2HYGN_min,0.013533030766964884
7,1,NP3PSTBL_max,0.013523838075026691
7,1,NP3LGAGL_var,0.013523178916561
7,1,NP1LTHD_std,0.013414989627406065
7,1,NP3RISNG_std,0.013352893668179192
7,1,NP2FREZ_var,0.013249533129939269
7,1,ENRLLRRK2,0.01324734860281443
7,1,NP3PTRML_mean,0.013085439154027477
7,1,NP3RISNG_var,0.013048821502312078
7,1,NP3KTRMR_std,0.012913126908945001
7,1,NP1CNST_var,0.01288357575273046
7,1,NP3RTALL_var,0.012727913918322621
