epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1_macro,val_f1_weighted,val_recall_0,val_recall_1,val_recall_2
1,1.2416630014777184,0.8610327036484428,0.5652173913043478,0.5416666666666666,0.4563279857397504,0.4761683329458265,0.875,0.75,0.0
2,1.0207892507314682,0.7390547964883887,0.5652173913043478,0.5416666666666666,0.4563279857397504,0.4761683329458265,0.875,0.75,0.0
3,0.7998783998191357,0.7258949383445408,0.6956521739130435,0.6904761904761904,0.6928104575163397,0.6939471440750212,0.875,0.625,0.5714285714285714
4,0.8548531904816628,0.7497252407281295,0.6956521739130435,0.6964285714285715,0.6903828197945846,0.6893435635123615,0.875,0.5,0.7142857142857143
5,0.8031374402344227,0.7809178362721982,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
6,0.7963614091277122,0.815670661304308,0.6521739130434783,0.6666666666666666,0.5867905056759546,0.5802665230852067,0.875,0.125,1.0
7,0.8616295047104359,0.8205599266549816,0.6521739130434783,0.6666666666666666,0.5867905056759546,0.5802665230852067,0.875,0.125,1.0
8,0.6546395421028137,0.7671366230301235,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
9,0.7174041196703911,0.7205087464788685,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
10,0.6758457012474537,0.7170528614002726,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
11,0.7346162348985672,0.7196326825929724,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
12,0.7256529107689857,0.703788892082546,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
13,0.6916599683463573,0.6913992425669795,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
14,0.7742967754602432,0.6923107828782953,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
15,0.6337500028312206,0.6845293822495834,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
16,0.6337896063923836,0.7093891294106193,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
17,0.6701915897428989,0.6923352389231973,0.6956521739130435,0.6964285714285715,0.6903828197945846,0.6893435635123615,0.875,0.5,0.7142857142857143
18,0.6228683553636074,0.6827604796575464,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
19,0.6865295618772507,0.6812747626200967,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
20,0.7044750712811947,0.6874930184820424,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
21,0.7306212186813354,0.7032893740612528,0.782608695652174,0.7916666666666666,0.7713046757164405,0.7667961833562857,0.875,0.5,1.0
22,0.64936738088727,0.7196869953818943,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
23,0.7326700501143932,0.7164018957511239,0.6956521739130435,0.7083333333333334,0.6549811843929491,0.6496422020718695,0.875,0.25,1.0
24,0.5982284061610699,0.6950734465018563,0.782608695652174,0.7916666666666666,0.7713046757164405,0.7667961833562857,0.875,0.5,1.0
25,0.5987737365067005,0.66219279040461,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
26,0.7015002444386482,0.6588632503281469,0.6521739130434783,0.6488095238095238,0.6463046757164405,0.6476490261656502,0.875,0.5,0.5714285714285714
27,0.5989620052278042,0.6800514511440111,0.7391304347826086,0.7440476190476191,0.7316526610644258,0.7286810376324443,0.875,0.5,0.8571428571428571
28,0.6441339701414108,0.6998854201772938,0.782608695652174,0.7916666666666666,0.7713046757164405,0.7667961833562857,0.875,0.5,1.0
29,0.637045718729496,0.7026468593141307,0.782608695652174,0.7916666666666666,0.7713046757164405,0.7667961833562857,0.875,0.5,1.0
30,0.5954107455909252,0.6948682095693506,0.8260869565217391,0.8333333333333334,0.8214285714285715,0.8190993788819876,0.875,0.625,1.0
31,0.547178354114294,0.6776436696881833,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
32,0.6275554560124874,0.6863265193026998,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
33,0.6522492133080959,0.6784559462381445,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
34,0.6753463968634605,0.6840704264848129,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
35,0.5887630246579647,0.6832628431527511,0.782608695652174,0.7857142857142857,0.7805555555555556,0.7797101449275362,0.875,0.625,0.8571428571428571
36,0.6463296860456467,0.6650251538857169,0.7391304347826086,0.7380952380952381,0.7380952380952381,0.7391304347826086,0.875,0.625,0.7142857142857143
