epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.3193132523950693,0.19418296268260157,0.9256756756756757,0.929519071310116,0.9290322580645162
2,0.17224277077695807,0.17259075301321777,0.9391891891891891,0.9418647503224618,0.9426751592356688
3,0.13759646615063822,0.1685586775074134,0.9391891891891891,0.9418647503224618,0.9426751592356688
4,0.11392878454077889,0.1853767626390264,0.9324324324324325,0.9356919108162889,0.9358974358974359
5,0.09459236289399701,0.1831262694873117,0.9459459459459459,0.9493274368896258,0.9487179487179487
6,0.07630207402178564,0.227956781673522,0.9391891891891891,0.9431545973834531,0.9419354838709677
7,0.06399418890627252,0.22988178151206592,0.9459459459459459,0.9493274368896258,0.9487179487179487
8,0.04010740480687771,0.2550359750355317,0.9459459459459459,0.9493274368896258,0.9487179487179487
9,0.03589115975537916,0.26538408603015784,0.9391891891891891,0.9405749032614704,0.9433962264150944
10,0.01784249901853351,0.29329408355516606,0.9459459459459459,0.9480375898286346,0.9493670886075949
11,0.014008008143817377,0.2974732541007216,0.9324324324324325,0.9318223696333149,0.9382716049382716
12,0.011151119588199386,0.337966971674079,0.9527027027027027,0.9555002763957987,0.9554140127388535
13,0.011916308001673315,0.35281460902292194,0.9527027027027027,0.9542104293348075,0.9559748427672956
