,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.7795 ± 0.0277,0.6175 ± 0.0593,0.6306 ± 0.0444,0.6229 ± 0.0513,0.7946 ± 0.0240,0.7650 ± 0.0358,0.7795 ± 0.0277,0.7710 ± 0.0266,0.8596 ± 0.0178,0.7616 ± 0.0106,0.6076 ± 0.0242,0.6096 ± 0.0183,0.6076 ± 0.0215,0.7830 ± 0.0130,0.7541 ± 0.0143,0.7616 ± 0.0106,0.7573 ± 0.0094,0.8464 ± 0.0075
STACKING_random_forest,0.8007 ± 0.0225,0.6849 ± 0.0212,0.6874 ± 0.0232,0.6812 ± 0.0221,0.8833 ± 0.0132,0.8283 ± 0.0128,0.8007 ± 0.0225,0.8111 ± 0.0167,0.9374 ± 0.0083,0.7959 ± 0.0101,0.6842 ± 0.0131,0.6896 ± 0.0169,0.6819 ± 0.0146,0.8854 ± 0.0086,0.8300 ± 0.0088,0.7959 ± 0.0101,0.8104 ± 0.0092,0.9362 ± 0.0049
STACKING_extra_trees,0.8059 ± 0.0164,0.6853 ± 0.0192,0.6888 ± 0.0235,0.6831 ± 0.0195,0.8819 ± 0.0109,0.8288 ± 0.0143,0.8059 ± 0.0164,0.8148 ± 0.0124,0.9364 ± 0.0078,0.7951 ± 0.0100,0.6786 ± 0.0114,0.6821 ± 0.0145,0.6764 ± 0.0127,0.8858 ± 0.0072,0.8262 ± 0.0077,0.7951 ± 0.0100,0.8087 ± 0.0086,0.9362 ± 0.0042
STACKING_xgboost,0.8377 ± 0.0149,0.6951 ± 0.0254,0.6859 ± 0.0186,0.6874 ± 0.0214,0.8808 ± 0.0124,0.8231 ± 0.0116,0.8377 ± 0.0149,0.8289 ± 0.0118,0.9360 ± 0.0066,0.8281 ± 0.0053,0.6791 ± 0.0118,0.6739 ± 0.0112,0.6747 ± 0.0122,0.8570 ± 0.0065,0.8129 ± 0.0076,0.8281 ± 0.0053,0.8197 ± 0.0061,0.9178 ± 0.0047
STACKING_adaboost,0.8436 ± 0.0139,0.6595 ± 0.0764,0.6426 ± 0.0158,0.6212 ± 0.0234,0.8380 ± 0.0127,0.7906 ± 0.0284,0.8436 ± 0.0139,0.8051 ± 0.0137,0.9170 ± 0.0054,0.8423 ± 0.0057,0.6549 ± 0.0575,0.6402 ± 0.0116,0.6189 ± 0.0198,0.8327 ± 0.0043,0.7869 ± 0.0221,0.8423 ± 0.0057,0.8036 ± 0.0092,0.9132 ± 0.0036
STACKING_svm,0.8092 ± 0.0181,0.6422 ± 0.0171,0.6436 ± 0.0163,0.6419 ± 0.0163,0.8584 ± 0.0130,0.7990 ± 0.0123,0.8092 ± 0.0181,0.8033 ± 0.0141,0.9235 ± 0.0077,0.8058 ± 0.0075,0.6477 ± 0.0134,0.6479 ± 0.0123,0.6474 ± 0.0128,0.8556 ± 0.0065,0.7996 ± 0.0075,0.8058 ± 0.0075,0.8025 ± 0.0070,0.9190 ± 0.0036
STACKING_knn,0.7648 ± 0.0294,0.6343 ± 0.0349,0.6277 ± 0.0394,0.6248 ± 0.0380,0.8264 ± 0.0199,0.7831 ± 0.0214,0.7648 ± 0.0294,0.7669 ± 0.0246,0.8933 ± 0.0143,0.7682 ± 0.0118,0.6268 ± 0.0140,0.6217 ± 0.0130,0.6196 ± 0.0134,0.8118 ± 0.0115,0.7735 ± 0.0084,0.7682 ± 0.0118,0.7647 ± 0.0100,0.8796 ± 0.0066
STACKING_gaussian_nb,0.7996 ± 0.0677,0.5855 ± 0.0395,0.6256 ± 0.0232,0.5962 ± 0.0184,0.8216 ± 0.0271,0.7656 ± 0.0285,0.7996 ± 0.0677,0.7740 ± 0.0346,0.8896 ± 0.0178,0.7887 ± 0.0483,0.6236 ± 0.0978,0.6159 ± 0.0101,0.5967 ± 0.0108,0.7897 ± 0.0100,0.7702 ± 0.0330,0.7887 ± 0.0483,0.7690 ± 0.0196,0.8606 ± 0.0094
