epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.370997569045505,0.2048855133958765,0.918918918918919,0.9220563847429519,0.9230769230769231
2,0.19353009971815185,0.17608319323610616,0.9324324324324325,0.9356919108162889,0.9358974358974359
3,0.1665044877476789,0.17559548950678594,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.13862144730582432,0.18051539341340195,0.9324324324324325,0.9344020637552976,0.9367088607594937
5,0.10922905790141306,0.19837173265782562,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.10426334422585126,0.1876639417196448,0.9391891891891891,0.9418647503224618,0.9426751592356688
7,0.08196746975787587,0.1961684711277485,0.9324324324324325,0.9344020637552976,0.9367088607594937
8,0.07578151668673633,0.1878523362196378,0.9391891891891891,0.9418647503224618,0.9426751592356688
9,0.05643245701149509,0.1915233044859928,0.9391891891891891,0.9405749032614704,0.9433962264150944
10,0.05354974017403013,0.20260653148933844,0.9459459459459459,0.9467477427676432,0.95
11,0.030121180008643784,0.273462596881153,0.9256756756756757,0.9269393771881334,0.9308176100628931
12,0.03998943901623952,0.2490147337179027,0.9459459459459459,0.9467477427676432,0.95
13,0.02359495029432347,0.29932416529344347,0.9256756756756757,0.9243596830661507,0.9325153374233128
