epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1_macro,val_f1_weighted,val_recall_0,val_recall_1,val_recall_2
1,0.7154029202911089,0.5915976166725159,0.7,0.75,0.6888888888888888,0.6599999999999999,1.0,1.0,0.25
2,0.6814174854530478,0.5738424062728882,0.8,0.8333333333333334,0.8055555555555555,0.7916666666666666,1.0,1.0,0.5
3,0.6283863771636531,0.551033079624176,0.9,0.9166666666666666,0.9047619047619048,0.9,1.0,1.0,0.75
4,0.6441372284349406,0.527548611164093,0.9,0.9166666666666666,0.9047619047619048,0.9,1.0,1.0,0.75
5,0.6178544017503846,0.5146931409835815,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.5453289229914827,0.5026248097419739,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,0.6609257752040647,0.4921393096446991,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,0.5594115049209235,0.4844551086425781,0.8,0.8333333333333334,0.8055555555555555,0.7916666666666666,1.0,1.0,0.5
9,0.5068840238283265,0.47757771611213684,0.8,0.8333333333333334,0.8055555555555555,0.7916666666666666,1.0,1.0,0.5
10,0.5104152335310882,0.4741606116294861,0.8,0.8333333333333334,0.8055555555555555,0.7916666666666666,1.0,1.0,0.5
11,0.4251390796787334,0.4789517819881439,0.8,0.8333333333333334,0.8055555555555555,0.7916666666666666,1.0,1.0,0.5
