epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.46471507021704234,0.24506301050250595,0.918918918918919,0.9233462318039433,0.922077922077922
2,0.242433103254518,0.2002327379745406,0.9324324324324325,0.9356919108162889,0.9358974358974359
3,0.1902180020068143,0.1842915397640821,0.9324324324324325,0.9356919108162889,0.9358974358974359
4,0.1491335547352965,0.18986977294490143,0.9324324324324325,0.9356919108162889,0.9358974358974359
5,0.1425854368387042,0.18617710904092402,0.9324324324324325,0.9356919108162889,0.9358974358974359
6,0.11574182397610433,0.20353976465963028,0.9324324324324325,0.9356919108162889,0.9358974358974359
7,0.10051820452350217,0.19497084929733663,0.9391891891891891,0.9418647503224618,0.9426751592356688
8,0.08522837310148454,0.21522286232258822,0.9391891891891891,0.9418647503224618,0.9426751592356688
9,0.07494435366243124,0.22959758557781978,0.9324324324324325,0.9356919108162889,0.9358974358974359
10,0.06922791032372294,0.21729872315316587,0.9324324324324325,0.9344020637552976,0.9367088607594937
11,0.06523544301681623,0.24126851901009277,0.9324324324324325,0.9344020637552976,0.9367088607594937
12,0.052785352180787434,0.25471031940164596,0.9391891891891891,0.9418647503224618,0.9426751592356688
13,0.05109346154259165,0.2844925268452514,0.9324324324324325,0.9344020637552976,0.9367088607594937
