,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8326 ± 0.0218,0.6177 ± 0.0472,0.6392 ± 0.0703,0.6241 ± 0.0544,0.7689 ± 0.0351,0.8354 ± 0.0184,0.8326 ± 0.0218,0.8328 ± 0.0194,0.8478 ± 0.0196,0.8409 ± 0.0106,0.7002 ± 0.0453,0.6873 ± 0.0340,0.6923 ± 0.0379,0.7940 ± 0.0179,0.8404 ± 0.0114,0.8409 ± 0.0106,0.8404 ± 0.0109,0.8511 ± 0.0113
random_forest,0.8945 ± 0.0122,0.5969 ± 0.0080,0.6137 ± 0.0086,0.6046 ± 0.0083,0.9491 ± 0.0100,0.8734 ± 0.0118,0.8945 ± 0.0122,0.8830 ± 0.0120,0.9602 ± 0.0063,0.8980 ± 0.0059,0.5990 ± 0.0039,0.6170 ± 0.0040,0.6078 ± 0.0039,0.9547 ± 0.0064,0.8731 ± 0.0055,0.8980 ± 0.0059,0.8853 ± 0.0057,0.9619 ± 0.0028
extra_trees,0.8993 ± 0.0122,0.7500 ± 0.1665,0.6482 ± 0.0379,0.6606 ± 0.0608,0.9483 ± 0.0123,0.8893 ± 0.0184,0.8993 ± 0.0122,0.8907 ± 0.0122,0.9604 ± 0.0069,0.8995 ± 0.0042,0.8583 ± 0.1164,0.6493 ± 0.0158,0.6661 ± 0.0276,0.9592 ± 0.0068,0.8964 ± 0.0099,0.8995 ± 0.0042,0.8903 ± 0.0041,0.9630 ± 0.0022
xgboost,0.8941 ± 0.0140,0.7632 ± 0.1121,0.6764 ± 0.0476,0.6908 ± 0.0548,0.9434 ± 0.0182,0.8889 ± 0.0157,0.8941 ± 0.0140,0.8883 ± 0.0133,0.9591 ± 0.0060,0.8954 ± 0.0070,0.7802 ± 0.0796,0.6678 ± 0.0258,0.6899 ± 0.0376,0.9471 ± 0.0089,0.8888 ± 0.0093,0.8954 ± 0.0070,0.8889 ± 0.0077,0.9586 ± 0.0038
adaboost,0.8799 ± 0.0144,0.7391 ± 0.0678,0.7154 ± 0.0439,0.7235 ± 0.0503,0.9257 ± 0.0138,0.8801 ± 0.0142,0.8799 ± 0.0144,0.8791 ± 0.0141,0.9280 ± 0.0105,0.8764 ± 0.0096,0.7562 ± 0.0483,0.7141 ± 0.0220,0.7293 ± 0.0260,0.9278 ± 0.0075,0.8752 ± 0.0087,0.8764 ± 0.0096,0.8750 ± 0.0089,0.9292 ± 0.0074
svm,0.9018 ± 0.0110,0.6012 ± 0.0072,0.6189 ± 0.0074,0.6093 ± 0.0075,0.9476 ± 0.0102,0.8799 ± 0.0103,0.9018 ± 0.0110,0.8898 ± 0.0109,0.9576 ± 0.0073,0.9005 ± 0.0062,0.6002 ± 0.0041,0.6190 ± 0.0043,0.6093 ± 0.0042,0.9520 ± 0.0058,0.8752 ± 0.0060,0.9005 ± 0.0062,0.8874 ± 0.0061,0.9588 ± 0.0031
logistic_regression,0.8857 ± 0.0139,0.7143 ± 0.0355,0.7305 ± 0.0572,0.7151 ± 0.0372,0.9369 ± 0.0120,0.8907 ± 0.0098,0.8857 ± 0.0139,0.8857 ± 0.0119,0.9513 ± 0.0062,0.8879 ± 0.0075,0.7328 ± 0.0336,0.7420 ± 0.0285,0.7360 ± 0.0299,0.9316 ± 0.0124,0.8902 ± 0.0059,0.8879 ± 0.0075,0.8882 ± 0.0066,0.9461 ± 0.0057
knn,0.8480 ± 0.0149,0.6233 ± 0.1118,0.5995 ± 0.0293,0.5941 ± 0.0470,0.8258 ± 0.0205,0.8474 ± 0.0134,0.8480 ± 0.0149,0.8363 ± 0.0145,0.9085 ± 0.0094,0.8577 ± 0.0115,0.7497 ± 0.1564,0.6078 ± 0.0151,0.6064 ± 0.0256,0.8396 ± 0.0151,0.8614 ± 0.0139,0.8577 ± 0.0115,0.8458 ± 0.0117,0.9136 ± 0.0082
gaussian_nb,0.8198 ± 0.0329,0.6449 ± 0.0305,0.7282 ± 0.0681,0.6473 ± 0.0437,0.8412 ± 0.0499,0.8768 ± 0.0195,0.8198 ± 0.0329,0.8401 ± 0.0269,0.9167 ± 0.0153,0.8104 ± 0.0181,0.6423 ± 0.0104,0.7281 ± 0.0347,0.6436 ± 0.0178,0.8335 ± 0.0215,0.8722 ± 0.0066,0.8104 ± 0.0181,0.8337 ± 0.0129,0.9124 ± 0.0057
